sales_key,date_key,sku_key,store_key,supplier_key,quantity_sold,unit_selling_price,discount_applied,is_promotion_active,competitor_price
5376,20260309,120,8,7,7,643.79,0.0,False,654.74
5377,20260309,125,8,5,7,105.26,0.0,False,97.58
5378,20260309,132,8,8,5,557.78,0.0,False,594.84
5379,20260309,135,8,9,2,707.96,0.0,False,718.61
5380,20260309,137,8,8,8,135.85,0.0,False,136.88
5381,20260309,139,8,10,4,595.48,0.0,False,570.25
5382,20260309,140,8,3,4,224.01,0.0,False,202.59
5383,20260309,144,8,9,5,71.77,35.88,True,71.95
5384,20260309,149,8,6,8,153.75,0.0,False,146.7
5385,20260309,2,9,8,1,449.68,0.0,False,479.5
5386,20260309,13,9,4,6,282.5,0.0,False,284.6
5387,20260309,32,9,5,10,608.03,0.0,False,557.17
5388,20260309,35,9,4,3,101.36,0.0,False,93.07
5389,20260309,37,9,1,2,287.49,0.0,False,271.83
5390,20260309,38,9,8,7,375.47,0.0,False,355.94
5391,20260309,41,9,2,1,663.34,0.0,False,708.6
5392,20260309,45,9,2,5,336.44,168.22,True,307.35
5393,20260309,48,9,5,10,223.93,0.0,False,206.83
5394,20260309,64,9,1,10,176.89,0.0,False,185.66
5395,20260309,71,9,1,2,795.69,159.14,True,772.23
5396,20260309,81,9,10,5,124.73,0.0,False,124.25
5397,20260309,84,9,4,3,390.41,0.0,False,362.23
5398,20260309,94,9,3,5,554.62,0.0,False,592.75
5399,20260309,95,9,8,1,154.99,0.0,False,155.9
5400,20260309,97,9,9,7,456.24,0.0,False,486.3
5401,20260309,98,9,3,10,618.22,618.22,True,619.37
5402,20260309,105,9,2,4,804.99,0.0,False,793.88
5403,20260309,118,9,9,9,288.84,0.0,False,308.91
5404,20260309,124,9,2,2,146.99,0.0,False,135.32
5405,20260309,126,9,10,5,632.86,0.0,False,676.18
5406,20260309,127,9,8,9,794.94,0.0,False,753.3
5407,20260309,129,9,4,3,645.79,0.0,False,624.3
5408,20260309,141,9,4,4,339.01,0.0,False,364.68
5409,20260309,144,9,2,6,71.77,0.0,False,70.02
5410,20260309,145,9,8,7,250.74,0.0,False,235.25
5411,20260309,146,9,4,6,40.78,0.0,False,42.79
5412,20260309,6,10,4,8,518.23,414.58,True,493.42
5413,20260309,19,10,6,7,42.25,0.0,False,40.36
5414,20260309,24,10,3,4,545.85,0.0,False,579.82
5415,20260309,31,10,1,8,60.98,0.0,False,61.82
5416,20260309,32,10,2,5,608.03,0.0,False,609.05
5417,20260309,41,10,3,4,663.34,0.0,False,615.07
5418,20260309,50,10,3,6,332.1,0.0,False,343.71
5419,20260309,77,10,5,2,583.84,0.0,False,562.38
5420,20260309,80,10,4,1,502.44,0.0,False,529.8
5421,20260309,94,10,7,2,554.62,0.0,False,591.47
5422,20260309,97,10,1,10,456.24,0.0,False,450.82
5423,20260309,112,10,10,6,579.8,0.0,False,530.89
5424,20260309,125,10,9,9,105.26,94.73,True,100.03
5425,20260309,134,10,4,5,204.83,0.0,False,202.0
5426,20260309,136,10,2,6,498.42,0.0,False,505.94
5427,20260309,137,10,5,4,135.85,0.0,False,143.48
5428,20260309,141,10,3,3,339.01,0.0,False,327.04
5429,20260309,145,10,8,2,250.74,0.0,False,249.05
5430,20260309,148,10,3,8,304.97,243.98,True,329.22
5431,20260309,5,11,3,3,90.27,0.0,False,97.82
5432,20260309,19,11,8,1,42.25,0.0,False,42.87
5433,20260309,23,11,6,6,696.04,0.0,False,723.59
5434,20260309,24,11,1,6,545.85,0.0,False,518.56
5435,20260309,32,11,8,5,608.03,0.0,False,617.23
5436,20260309,43,11,2,9,350.68,0.0,False,325.38
5437,20260309,47,11,6,9,708.87,0.0,False,650.44
5438,20260309,59,11,3,10,300.08,0.0,False,326.77
5439,20260309,66,11,7,6,63.66,0.0,False,64.63
5440,20260309,73,11,5,7,537.63,0.0,False,587.65
5441,20260309,86,11,9,8,149.46,0.0,False,136.96
5442,20260309,91,11,4,2,300.54,0.0,False,301.41
5443,20260309,109,11,10,9,757.46,0.0,False,687.96
5444,20260309,111,11,10,10,557.6,0.0,False,542.31
5445,20260309,118,11,4,4,288.84,0.0,False,285.88
5446,20260309,122,11,3,10,402.17,0.0,False,363.45
5447,20260309,130,11,2,1,243.53,0.0,False,246.69
5448,20260309,131,11,4,3,722.1,0.0,False,713.82
5449,20260309,134,11,7,3,204.83,0.0,False,192.1
5450,20260309,136,11,3,9,498.42,0.0,False,505.42
5451,20260309,146,11,2,4,40.78,0.0,False,38.62
5452,20260309,3,12,1,2,154.25,0.0,False,147.1
5453,20260309,20,12,4,8,697.92,0.0,False,735.52
5454,20260309,28,12,7,8,623.27,0.0,False,640.77
5455,20260309,32,12,8,4,608.03,0.0,False,609.36
5456,20260309,57,12,1,9,99.94,0.0,False,89.96
5457,20260309,61,12,4,2,161.28,0.0,False,156.46
5458,20260309,70,12,5,6,236.35,0.0,False,235.02
5459,20260309,72,12,5,5,174.33,0.0,False,182.62
5460,20260309,86,12,3,7,149.46,0.0,False,136.08
5461,20260309,88,12,8,5,454.13,0.0,False,446.81
5462,20260309,101,12,1,1,529.42,0.0,False,551.96
5463,20260309,102,12,6,2,452.34,0.0,False,463.02
5464,20260309,113,12,7,10,447.09,0.0,False,469.3
5465,20260309,138,12,1,6,27.67,0.0,False,25.99
5466,20260309,150,12,8,8,501.62,0.0,False,484.04
5467,20260309,2,13,10,1,449.68,0.0,False,455.09
5468,20260309,5,13,8,3,90.27,27.08,True,88.18
5469,20260309,16,13,10,7,512.21,0.0,False,539.88
5470,20260309,18,13,8,5,606.6,0.0,False,652.61
5471,20260309,24,13,9,3,545.85,0.0,False,526.16
5472,20260309,26,13,7,9,37.29,0.0,False,37.76
5473,20260309,27,13,9,6,592.88,0.0,False,639.98
5474,20260309,32,13,2,4,608.03,0.0,False,655.71
5475,20260309,45,13,9,9,336.44,302.8,True,336.87
5476,20260309,61,13,6,4,161.28,0.0,False,161.43
5477,20260309,79,13,3,8,539.44,0.0,False,520.81
5478,20260309,81,13,9,8,124.73,0.0,False,120.32
5479,20260309,84,13,8,3,390.41,0.0,False,372.29
5480,20260309,88,13,4,9,454.13,0.0,False,465.22
5481,20260309,90,13,7,3,360.1,108.03,True,351.97
5482,20260309,96,13,3,5,723.03,0.0,False,702.1
5483,20260309,97,13,2,5,456.24,0.0,False,466.25
5484,20260309,102,13,4,8,452.34,0.0,False,424.1
5485,20260309,104,13,4,5,846.93,0.0,False,915.26
5486,20260309,108,13,8,4,321.35,0.0,False,324.67
5487,20260309,114,13,9,9,217.44,195.7,True,212.59
5488,20260309,118,13,2,6,288.84,0.0,False,264.37
5489,20260309,120,13,2,7,643.79,0.0,False,619.03
5490,20260309,121,13,1,3,636.43,0.0,False,683.17
5491,20260309,128,13,1,3,466.4,139.92,True,484.65
5492,20260309,134,13,2,10,204.83,0.0,False,221.95
5493,20260309,149,13,10,2,153.75,0.0,False,162.5
5494,20260309,3,14,2,2,154.25,0.0,False,141.41
5495,20260309,8,14,9,3,148.91,0.0,False,156.65
5496,20260309,21,14,3,9,508.06,0.0,False,503.2
5497,20260309,26,14,5,9,37.29,0.0,False,38.63
5498,20260309,29,14,6,2,245.81,0.0,False,227.96
5499,20260309,39,14,10,4,328.67,0.0,False,340.89
5500,20260309,43,14,3,5,350.68,0.0,False,381.52
5501,20260309,49,14,6,2,97.63,0.0,False,91.36
5502,20260309,68,14,4,10,417.57,0.0,False,459.1
5503,20260309,74,14,6,8,184.46,0.0,False,180.68
5504,20260309,75,14,4,10,339.64,0.0,False,336.71
5505,20260309,80,14,1,6,502.44,0.0,False,541.39
5506,20260309,88,14,6,2,454.13,0.0,False,455.5
5507,20260309,89,14,6,6,41.28,0.0,False,42.42
5508,20260309,96,14,2,9,723.03,0.0,False,728.97
5509,20260309,104,14,6,8,846.93,0.0,False,802.63
5510,20260309,108,14,2,1,321.35,0.0,False,333.68
5511,20260309,114,14,8,10,217.44,0.0,False,196.45
5512,20260309,119,14,9,6,297.48,0.0,False,314.22
5513,20260309,127,14,10,10,794.94,0.0,False,812.13
5514,20260309,130,14,5,1,243.53,0.0,False,258.51
5515,20260309,134,14,3,1,204.83,0.0,False,217.73
5516,20260309,142,14,9,5,101.55,0.0,False,95.09
5517,20260309,147,14,9,7,163.8,0.0,False,148.1
5518,20260309,5,15,1,10,90.27,0.0,False,84.16
5519,20260309,7,15,3,2,557.67,0.0,False,581.68
5520,20260309,10,15,3,6,68.48,0.0,False,66.21
5521,20260309,13,15,8,5,282.5,0.0,False,303.26
5522,20260309,18,15,10,10,606.6,0.0,False,648.72
5523,20260309,22,15,10,9,471.29,0.0,False,500.55
5524,20260309,36,15,5,8,496.39,0.0,False,480.32
5525,20260309,37,15,6,1,287.49,0.0,False,271.15
5526,20260309,41,15,1,8,663.34,0.0,False,610.61
5527,20260309,44,15,3,2,650.5,130.1,True,714.82
5528,20260309,54,15,9,1,329.46,0.0,False,315.7
5529,20260309,55,15,6,4,249.41,0.0,False,239.27
5530,20260309,57,15,3,7,99.94,0.0,False,102.11
5531,20260309,67,15,1,7,468.26,0.0,False,491.43
5532,20260309,77,15,4,3,583.84,0.0,False,571.18
5533,20260309,80,15,3,3,502.44,0.0,False,509.05
5534,20260309,86,15,8,2,149.46,0.0,False,155.48
5535,20260309,100,15,2,7,53.92,0.0,False,51.4
5536,20260309,104,15,3,4,846.93,0.0,False,838.79
5537,20260309,111,15,10,1,557.6,0.0,False,525.1
5538,20260309,117,15,5,5,614.33,0.0,False,628.67
5539,20260309,119,15,7,3,297.48,0.0,False,302.95
5540,20260309,121,15,9,9,636.43,0.0,False,684.18
5541,20260309,129,15,1,5,645.79,0.0,False,707.28
5542,20260309,134,15,7,3,204.83,0.0,False,187.4
5543,20260309,135,15,9,3,707.96,0.0,False,725.44
5544,20260309,147,15,10,5,163.8,0.0,False,161.22
5545,20260309,149,15,8,9,153.75,0.0,False,147.12
5546,20260310,2,1,9,2,449.68,0.0,False,427.48
5547,20260310,5,1,3,6,90.27,54.16,True,92.68
5548,20260310,18,1,10,8,606.6,0.0,False,546.0
5549,20260310,22,1,9,9,471.29,0.0,False,470.75
5550,20260310,26,1,10,5,37.29,0.0,False,35.46
5551,20260310,34,1,6,4,436.02,0.0,False,424.36
5552,20260310,39,1,7,2,328.67,0.0,False,334.14
5553,20260310,46,1,2,10,93.46,0.0,False,97.87
5554,20260310,50,1,1,2,332.1,0.0,False,346.12
5555,20260310,55,1,7,9,249.41,0.0,False,227.45
5556,20260310,73,1,8,3,537.63,0.0,False,543.2
5557,20260310,79,1,4,9,539.44,0.0,False,541.83
5558,20260310,84,1,8,2,390.41,0.0,False,399.06
5559,20260310,86,1,5,4,149.46,0.0,False,151.99
5560,20260310,122,1,10,9,402.17,0.0,False,430.97
5561,20260310,129,1,7,1,645.79,0.0,False,661.4
5562,20260310,137,1,9,10,135.85,0.0,False,143.25
5563,20260310,142,1,5,3,101.55,0.0,False,94.9
5564,20260310,16,2,9,1,512.21,51.22,True,528.68
5565,20260310,19,2,7,10,42.25,0.0,False,46.05
5566,20260310,25,2,5,9,153.52,0.0,False,159.11
5567,20260310,33,2,1,1,340.22,0.0,False,332.0
5568,20260310,36,2,2,2,496.39,0.0,False,452.25
5569,20260310,41,2,8,5,663.34,0.0,False,651.83
5570,20260310,61,2,7,2,161.28,0.0,False,174.19
5571,20260310,65,2,2,6,798.52,0.0,False,809.25
5572,20260310,74,2,3,9,184.46,0.0,False,172.29
5573,20260310,78,2,1,2,173.01,0.0,False,165.69
5574,20260310,85,2,10,5,163.15,0.0,False,179.18
5575,20260310,89,2,6,9,41.28,0.0,False,38.13
5576,20260310,96,2,6,1,723.03,0.0,False,705.92
5577,20260310,108,2,9,1,321.35,0.0,False,308.24
5578,20260310,118,2,7,7,288.84,0.0,False,293.34
5579,20260310,122,2,8,5,402.17,0.0,False,422.56
5580,20260310,123,2,2,10,406.78,406.78,True,416.28
5581,20260310,144,2,1,9,71.77,0.0,False,69.51
5582,20260310,1,3,4,3,427.52,0.0,False,385.45
5583,20260310,3,3,10,6,154.25,0.0,False,148.41
5584,20260310,20,3,9,4,697.92,0.0,False,734.65
5585,20260310,29,3,8,1,245.81,0.0,False,234.96
5586,20260310,31,3,6,10,60.98,0.0,False,57.83
5587,20260310,32,3,4,5,608.03,0.0,False,625.56
5588,20260310,35,3,6,8,101.36,0.0,False,98.37
5589,20260310,37,3,6,3,287.49,0.0,False,270.62
5590,20260310,46,3,9,8,93.46,0.0,False,101.96
5591,20260310,48,3,3,6,223.93,0.0,False,236.67
5592,20260310,54,3,1,9,329.46,0.0,False,315.59
5593,20260310,57,3,6,3,99.94,0.0,False,91.39
5594,20260310,59,3,8,6,300.08,0.0,False,282.46
5595,20260310,65,3,5,3,798.52,0.0,False,806.93
5596,20260310,67,3,3,3,468.26,0.0,False,485.82
5597,20260310,81,3,5,6,124.73,0.0,False,122.78
5598,20260310,93,3,4,7,38.79,0.0,False,37.39
5599,20260310,95,3,3,1,154.99,0.0,False,143.48
5600,20260310,107,3,9,8,278.42,0.0,False,255.65
5601,20260310,108,3,4,3,321.35,0.0,False,336.75
5602,20260310,122,3,9,4,402.17,0.0,False,431.32
5603,20260310,127,3,2,10,794.94,0.0,False,828.47
5604,20260310,131,3,4,1,722.1,0.0,False,714.82
5605,20260310,136,3,8,1,498.42,0.0,False,535.36
5606,20260310,13,4,8,9,282.5,0.0,False,285.6
5607,20260310,17,4,7,3,345.67,0.0,False,315.62
5608,20260310,19,4,9,1,42.25,0.0,False,43.02
5609,20260310,26,4,10,8,37.29,0.0,False,38.25
5610,20260310,41,4,6,3,663.34,0.0,False,703.03
5611,20260310,42,4,5,7,603.01,0.0,False,632.57
5612,20260310,63,4,9,9,297.88,0.0,False,273.19
5613,20260310,68,4,1,10,417.57,0.0,False,425.36
5614,20260310,70,4,3,2,236.35,0.0,False,253.28
5615,20260310,74,4,9,9,184.46,0.0,False,202.16
5616,20260310,78,4,10,9,173.01,0.0,False,181.31
5617,20260310,81,4,3,2,124.73,0.0,False,124.3
5618,20260310,83,4,3,6,361.54,0.0,False,384.53
5619,20260310,84,4,2,3,390.41,0.0,False,354.2
5620,20260310,101,4,10,3,529.42,0.0,False,547.19
5621,20260310,110,4,7,3,206.67,0.0,False,220.74
5622,20260310,112,4,2,10,579.8,0.0,False,605.69
5623,20260310,122,4,9,2,402.17,0.0,False,387.71
5624,20260310,1,5,4,3,427.52,0.0,False,386.12
5625,20260310,3,5,10,1,154.25,0.0,False,155.07
5626,20260310,8,5,5,2,148.91,0.0,False,159.6
5627,20260310,15,5,8,10,275.78,0.0,False,284.94
5628,20260310,24,5,3,7,545.85,0.0,False,540.06
5629,20260310,34,5,7,10,436.02,0.0,False,418.76
5630,20260310,36,5,8,5,496.39,0.0,False,520.68
5631,20260310,38,5,6,7,375.47,0.0,False,391.61
5632,20260310,39,5,6,7,328.67,0.0,False,351.88
5633,20260310,40,5,2,8,32.82,0.0,False,35.21
5634,20260310,43,5,7,1,350.68,0.0,False,377.89
5635,20260310,52,5,6,2,39.82,0.0,False,36.84
5636,20260310,54,5,1,5,329.46,0.0,False,324.52
5637,20260310,55,5,8,2,249.41,0.0,False,242.36
5638,20260310,60,5,4,10,115.47,0.0,False,126.22
5639,20260310,74,5,9,3,184.46,0.0,False,177.71
5640,20260310,107,5,3,2,278.42,0.0,False,273.75
5641,20260310,108,5,10,8,321.35,0.0,False,351.13
5642,20260310,112,5,10,3,579.8,173.94,True,551.02
5643,20260310,115,5,7,5,127.28,0.0,False,121.62
5644,20260310,121,5,10,1,636.43,0.0,False,576.8
5645,20260310,125,5,1,6,105.26,0.0,False,115.35
5646,20260310,148,5,6,2,304.97,0.0,False,329.31
5647,20260310,3,6,6,3,154.25,0.0,False,163.22
5648,20260310,26,6,10,1,37.29,0.0,False,35.57
5649,20260310,30,6,9,8,733.32,0.0,False,757.61
5650,20260310,35,6,3,4,101.36,0.0,False,110.45
5651,20260310,38,6,1,7,375.47,0.0,False,383.39
5652,20260310,62,6,7,5,512.05,0.0,False,553.67
5653,20260310,65,6,3,2,798.52,0.0,False,728.74
5654,20260310,67,6,8,9,468.26,421.43,True,494.73
5655,20260310,68,6,6,8,417.57,0.0,False,410.8
5656,20260310,71,6,2,1,795.69,79.57,True,875.04
5657,20260310,81,6,4,7,124.73,0.0,False,116.91
5658,20260310,82,6,8,3,493.24,0.0,False,479.55
5659,20260310,86,6,9,8,149.46,119.57,True,157.25
5660,20260310,89,6,2,9,41.28,0.0,False,39.32
5661,20260310,94,6,7,2,554.62,0.0,False,597.87
5662,20260310,98,6,7,6,618.22,0.0,False,602.58
5663,20260310,104,6,8,2,846.93,0.0,False,854.3
5664,20260310,107,6,6,4,278.42,0.0,False,298.07
5665,20260310,108,6,8,2,321.35,0.0,False,352.24
5666,20260310,132,6,6,5,557.78,0.0,False,603.17
5667,20260310,135,6,1,2,707.96,0.0,False,728.08
5668,20260310,146,6,2,1,40.78,0.0,False,38.91
5669,20260310,1,7,7,8,427.52,0.0,False,441.84
5670,20260310,2,7,1,7,449.68,0.0,False,417.43
5671,20260310,3,7,9,1,154.25,0.0,False,155.44
5672,20260310,6,7,10,9,518.23,0.0,False,497.25
5673,20260310,16,7,6,7,512.21,0.0,False,469.08
5674,20260310,24,7,1,1,545.85,0.0,False,581.0
5675,20260310,26,7,6,1,37.29,0.0,False,37.67
5676,20260310,28,7,4,7,623.27,0.0,False,634.36
5677,20260310,52,7,6,10,39.82,0.0,False,39.3
5678,20260310,53,7,8,3,501.67,0.0,False,531.88
5679,20260310,59,7,4,6,300.08,0.0,False,283.81
5680,20260310,67,7,5,6,468.26,0.0,False,443.43
5681,20260310,71,7,3,6,795.69,0.0,False,855.38
5682,20260310,81,7,5,8,124.73,0.0,False,124.87
5683,20260310,88,7,2,5,454.13,0.0,False,467.9
5684,20260310,96,7,3,6,723.03,0.0,False,751.91
5685,20260310,101,7,4,6,529.42,0.0,False,519.22
5686,20260310,104,7,9,7,846.93,0.0,False,885.48
5687,20260310,108,7,10,3,321.35,96.41,True,311.83
5688,20260310,110,7,3,3,206.67,62.0,True,197.93
5689,20260310,127,7,2,6,794.94,0.0,False,782.98
5690,20260310,146,7,8,4,40.78,0.0,False,37.3
5691,20260310,1,8,8,3,427.52,0.0,False,462.47
5692,20260310,6,8,5,1,518.23,0.0,False,518.51
5693,20260310,19,8,10,3,42.25,0.0,False,43.58
5694,20260310,28,8,9,8,623.27,0.0,False,640.8
5695,20260310,32,8,2,1,608.03,0.0,False,648.13
5696,20260310,47,8,7,7,708.87,0.0,False,689.22
5697,20260310,48,8,2,2,223.93,0.0,False,243.55
5698,20260310,53,8,8,1,501.67,0.0,False,505.66
5699,20260310,56,8,8,7,182.3,0.0,False,179.8
5700,20260310,62,8,1,5,512.05,0.0,False,562.99
5701,20260310,63,8,2,4,297.88,0.0,False,268.83
5702,20260310,79,8,1,1,539.44,0.0,False,549.68
5703,20260310,83,8,5,4,361.54,0.0,False,345.05
5704,20260310,91,8,1,1,300.54,0.0,False,287.26
5705,20260310,94,8,7,4,554.62,0.0,False,569.43
5706,20260310,100,8,4,6,53.92,0.0,False,48.54
5707,20260310,101,8,2,5,529.42,264.71,True,546.03
5708,20260310,102,8,2,2,452.34,0.0,False,423.52
5709,20260310,107,8,6,7,278.42,0.0,False,296.86
5710,20260310,111,8,6,1,557.6,0.0,False,554.06
5711,20260310,112,8,2,7,579.8,0.0,False,599.92
5712,20260310,117,8,6,10,614.33,614.33,True,597.13
5713,20260310,127,8,4,5,794.94,0.0,False,790.48
5714,20260310,136,8,7,3,498.42,0.0,False,538.48
5715,20260310,137,8,1,7,135.85,0.0,False,146.19
5716,20260310,142,8,3,2,101.55,0.0,False,104.06
5717,20260310,145,8,4,3,250.74,0.0,False,234.94
5718,20260310,149,8,10,2,153.75,30.75,True,144.04
5719,20260310,2,9,4,8,449.68,0.0,False,447.45
5720,20260310,23,9,2,1,696.04,69.6,True,682.03
5721,20260310,25,9,2,9,153.52,0.0,False,163.62
5722,20260310,26,9,8,10,37.29,0.0,False,34.03
5723,20260310,28,9,8,4,623.27,0.0,False,587.71
5724,20260310,34,9,5,8,436.02,0.0,False,396.98
5725,20260310,36,9,3,8,496.39,0.0,False,517.49
5726,20260310,41,9,5,2,663.34,0.0,False,718.05
5727,20260310,45,9,1,8,336.44,0.0,False,362.27
5728,20260310,60,9,3,9,115.47,0.0,False,113.03
5729,20260310,64,9,7,9,176.89,0.0,False,165.75
5730,20260310,65,9,4,2,798.52,0.0,False,830.26
5731,20260310,70,9,9,2,236.35,47.27,True,232.56
5732,20260310,72,9,3,3,174.33,0.0,False,158.94
5733,20260310,90,9,7,7,360.1,252.07,True,378.76
5734,20260310,100,9,9,7,53.92,0.0,False,55.9
5735,20260310,109,9,7,3,757.46,0.0,False,693.19
5736,20260310,116,9,6,9,506.55,455.89,True,460.59
5737,20260310,118,9,5,2,288.84,0.0,False,301.95
5738,20260310,119,9,5,2,297.48,0.0,False,271.87
5739,20260310,120,9,7,8,643.79,0.0,False,666.79
5740,20260310,133,9,8,2,82.08,0.0,False,88.04
5741,20260310,134,9,1,9,204.83,0.0,False,193.93
5742,20260310,143,9,10,7,640.58,0.0,False,592.69
5743,20260310,2,10,8,5,449.68,0.0,False,464.59
5744,20260310,10,10,9,9,68.48,0.0,False,62.06
5745,20260310,12,10,10,2,741.38,0.0,False,686.99
5746,20260310,14,10,8,9,530.82,0.0,False,501.75
5747,20260310,18,10,8,1,606.6,0.0,False,611.89
5748,20260310,20,10,5,1,697.92,0.0,False,682.17
5749,20260310,28,10,10,4,623.27,0.0,False,649.95
5750,20260310,35,10,4,3,101.36,0.0,False,104.4
5751,20260310,36,10,7,8,496.39,0.0,False,481.37
5752,20260310,44,10,8,4,650.5,0.0,False,631.95
5753,20260310,65,10,5,10,798.52,0.0,False,851.02
5754,20260310,66,10,1,8,63.66,0.0,False,62.23
5755,20260310,69,10,8,8,763.32,610.66,True,764.37
5756,20260310,73,10,9,8,537.63,0.0,False,485.89
5757,20260310,82,10,3,2,493.24,0.0,False,475.38
5758,20260310,83,10,4,9,361.54,0.0,False,397.2
5759,20260310,97,10,7,5,456.24,0.0,False,414.16
5760,20260310,100,10,10,7,53.92,0.0,False,54.8
5761,20260310,105,10,2,1,804.99,80.5,True,791.53
5762,20260310,113,10,10,9,447.09,0.0,False,481.71
5763,20260310,121,10,9,1,636.43,0.0,False,641.81
5764,20260310,122,10,9,4,402.17,0.0,False,438.46
5765,20260310,123,10,8,6,406.78,0.0,False,423.0
5766,20260310,128,10,6,1,466.4,0.0,False,489.0
5767,20260310,136,10,3,2,498.42,0.0,False,494.83
5768,20260310,141,10,3,9,339.01,0.0,False,360.01
5769,20260310,143,10,3,7,640.58,0.0,False,659.06
5770,20260310,2,11,6,4,449.68,0.0,False,416.37
5771,20260310,4,11,7,1,416.76,0.0,False,403.92
5772,20260310,7,11,5,9,557.67,0.0,False,529.39
5773,20260310,8,11,6,8,148.91,0.0,False,162.71
5774,20260310,9,11,2,4,108.7,0.0,False,114.04
5775,20260310,13,11,4,8,282.5,0.0,False,263.9
5776,20260310,16,11,1,4,512.21,0.0,False,478.88
5777,20260310,29,11,5,1,245.81,0.0,False,262.05
5778,20260310,35,11,7,3,101.36,0.0,False,93.14
5779,20260310,36,11,4,9,496.39,0.0,False,510.5
5780,20260310,48,11,10,6,223.93,0.0,False,228.66
5781,20260310,54,11,2,3,329.46,0.0,False,317.16
5782,20260310,57,11,10,2,99.94,0.0,False,91.35
5783,20260310,64,11,2,6,176.89,0.0,False,174.74
5784,20260310,65,11,3,8,798.52,0.0,False,755.16
5785,20260310,82,11,1,8,493.24,0.0,False,538.1
5786,20260310,83,11,10,9,361.54,0.0,False,339.91
5787,20260310,96,11,3,6,723.03,0.0,False,774.54
5788,20260310,99,11,3,4,436.57,0.0,False,449.25
5789,20260310,114,11,7,5,217.44,0.0,False,236.41
5790,20260310,117,11,1,10,614.33,0.0,False,664.99
5791,20260310,118,11,6,9,288.84,0.0,False,290.31
5792,20260310,120,11,8,8,643.79,0.0,False,654.51
5793,20260310,121,11,6,6,636.43,381.86,True,580.86
5794,20260310,123,11,6,8,406.78,0.0,False,426.41
5795,20260310,125,11,1,5,105.26,52.63,True,115.17
5796,20260310,126,11,10,3,632.86,0.0,False,683.06
5797,20260310,138,11,3,10,27.67,0.0,False,28.43
5798,20260310,144,11,4,6,71.77,0.0,False,71.74
5799,20260310,6,12,8,4,518.23,0.0,False,474.87
5800,20260310,25,12,8,9,153.52,0.0,False,143.12
5801,20260310,29,12,3,9,245.81,0.0,False,240.58
5802,20260310,33,12,2,9,340.22,0.0,False,306.92
5803,20260310,45,12,8,9,336.44,302.8,True,322.95
5804,20260310,56,12,10,5,182.3,0.0,False,189.8
5805,20260310,57,12,3,5,99.94,0.0,False,107.78
5806,20260310,59,12,4,1,300.08,0.0,False,312.46
5807,20260310,68,12,9,2,417.57,0.0,False,408.57
5808,20260310,70,12,9,8,236.35,0.0,False,248.31
5809,20260310,71,12,10,10,795.69,0.0,False,824.37
5810,20260310,91,12,10,6,300.54,0.0,False,287.43
5811,20260310,105,12,4,10,804.99,804.99,True,874.99
5812,20260310,110,12,8,3,206.67,0.0,False,217.51
5813,20260310,113,12,7,6,447.09,0.0,False,473.18
5814,20260310,114,12,8,1,217.44,21.74,True,221.79
5815,20260310,124,12,6,9,146.99,0.0,False,145.49
5816,20260310,129,12,5,6,645.79,0.0,False,687.21
5817,20260310,137,12,6,1,135.85,0.0,False,135.51
5818,20260310,146,12,6,1,40.78,0.0,False,44.07
5819,20260310,8,13,8,4,148.91,0.0,False,149.61
5820,20260310,15,13,2,9,275.78,0.0,False,260.06
5821,20260310,41,13,5,1,663.34,0.0,False,729.48
5822,20260310,43,13,10,2,350.68,0.0,False,317.86
5823,20260310,45,13,5,1,336.44,0.0,False,321.19
5824,20260310,48,13,10,8,223.93,0.0,False,239.9
5825,20260310,54,13,4,5,329.46,164.73,True,357.77
5826,20260310,60,13,6,7,115.47,0.0,False,114.36
5827,20260310,77,13,5,1,583.84,0.0,False,589.68
5828,20260310,81,13,8,5,124.73,0.0,False,134.69
5829,20260310,82,13,7,8,493.24,0.0,False,487.69
5830,20260310,83,13,2,4,361.54,0.0,False,335.73
5831,20260310,85,13,2,9,163.15,0.0,False,161.18
5832,20260310,86,13,7,7,149.46,0.0,False,143.32
5833,20260310,94,13,3,9,554.62,0.0,False,515.51
5834,20260310,95,13,7,4,154.99,0.0,False,144.45
5835,20260310,96,13,5,5,723.03,0.0,False,750.32
5836,20260310,101,13,10,5,529.42,0.0,False,486.02
5837,20260310,106,13,6,9,520.47,0.0,False,521.57
5838,20260310,126,13,1,7,632.86,0.0,False,691.46
5839,20260310,135,13,9,6,707.96,0.0,False,714.98
5840,20260310,139,13,3,1,595.48,0.0,False,635.51
5841,20260310,146,13,10,3,40.78,0.0,False,43.48
5842,20260310,8,14,9,10,148.91,0.0,False,158.45
5843,20260310,18,14,1,8,606.6,0.0,False,654.86
5844,20260310,21,14,5,7,508.06,0.0,False,473.32
5845,20260310,23,14,4,6,696.04,0.0,False,653.81
5846,20260310,31,14,1,2,60.98,0.0,False,60.4
5847,20260310,39,14,5,3,328.67,0.0,False,343.14
5848,20260310,40,14,10,1,32.82,3.28,True,33.9
5849,20260310,44,14,6,2,650.5,0.0,False,681.31
5850,20260310,45,14,3,7,336.44,0.0,False,328.32
5851,20260310,47,14,4,1,708.87,0.0,False,760.52
5852,20260310,51,14,9,2,283.97,0.0,False,303.16
5853,20260310,52,14,4,6,39.82,0.0,False,41.68
5854,20260310,60,14,6,6,115.47,0.0,False,109.26
5855,20260310,64,14,9,10,176.89,0.0,False,170.75
