snapshot_key,date_key,employee_key,is_active,training_hours_completed,tenure_days,promotion_lag_months,performance_score
696,20230510,191,True,3.1,90,3,3
697,20230808,191,True,14.8,180,6,4
698,20240204,191,True,22.7,360,12,3
699,20240802,191,True,8.1,540,18,3
700,20220108,192,True,4.8,30,1,4
701,20220309,192,True,12.6,90,3,2
702,20220607,192,True,22.1,180,6,3
703,20221204,192,True,13.4,360,12,1
704,20230521,193,True,5.0,30,1,2
705,20230720,193,True,15.4,90,3,3
706,20231018,193,True,14.3,180,6,1
707,20240415,193,True,8.5,360,12,3
708,20241012,193,True,23.0,540,18,3
709,20241226,194,True,9.0,30,1,3
710,20250224,194,True,21.0,90,3,4
711,20250525,194,True,14.1,180,6,3
712,20251121,194,True,21.8,360,12,3
713,20260520,194,True,23.6,540,18,4
714,20241002,195,True,20.2,30,1,4
715,20241201,195,True,2.7,90,3,4
716,20250301,195,True,13.3,180,6,3
717,20250828,195,True,11.0,360,12,3
718,20251117,196,True,17.1,30,1,3
719,20260116,196,True,21.3,90,3,3
720,20260416,196,True,16.4,180,6,3
721,20250112,197,True,23.6,30,1,5
722,20250313,197,True,11.0,90,3,3
723,20250611,197,True,3.1,180,6,3
724,20251208,197,True,2.8,360,12,3
725,20260207,198,True,11.4,30,1,3
726,20260408,198,True,4.1,90,3,2
727,20230314,199,True,14.7,30,1,4
728,20230513,199,True,21.8,90,3,4
729,20230811,199,True,2.3,180,6,3
730,20250413,200,True,13.2,30,1,3
731,20250612,200,True,5.8,90,3,3
732,20250910,200,True,17.4,180,6,3
733,20260309,200,True,23.3,360,12,3
734,20260625,201,True,19.2,30,1,2
735,20260824,201,True,22.5,90,3,4
736,20261122,201,True,12.5,180,6,3
737,20270521,201,True,23.7,360,12,1
738,20240902,203,True,21.5,30,1,4
739,20241101,203,True,21.2,90,3,4
740,20250130,203,True,18.7,180,6,3
741,20250729,203,True,16.9,360,12,2
742,20251203,204,True,8.5,30,1,5
743,20260201,204,True,14.8,90,3,4
744,20260502,204,True,18.4,180,6,3
745,20231116,205,True,17.0,30,1,2
746,20240115,205,True,18.5,90,3,3
747,20240414,205,True,6.6,180,6,3
748,20241011,205,True,7.8,360,12,4
749,20250409,205,True,8.6,540,18,3
750,20250515,206,True,7.0,30,1,3
751,20250714,206,True,17.2,90,3,3
752,20251012,206,True,2.8,180,6,5
753,20260410,206,True,7.3,360,12,2
754,20220629,207,True,23.1,30,1,3
755,20220828,207,True,6.2,90,3,3
756,20221126,207,True,19.9,180,6,3
757,20230525,207,True,10.5,360,12,3
758,20230921,208,True,4.8,30,1,5
759,20231120,208,True,17.2,90,3,3
760,20240218,208,True,7.7,180,6,4
761,20240816,208,True,16.1,360,12,3
762,20250107,209,True,12.4,30,1,2
763,20250308,209,True,7.0,90,3,3
764,20250606,209,True,7.2,180,6,1
765,20251203,209,True,21.8,360,12,4
766,20250311,210,True,3.2,30,1,3
767,20250510,210,True,14.8,90,3,3
768,20250808,210,True,22.6,180,6,4
769,20260204,210,True,20.9,360,12,3
770,20221113,211,True,21.1,30,1,3
771,20230112,211,True,19.4,90,3,3
772,20230412,211,True,6.2,180,6,3
773,20231017,212,True,5.6,30,1,3
774,20231216,212,True,8.9,90,3,4
775,20240315,212,True,21.5,180,6,3
776,20240911,212,True,13.1,360,12,3
777,20250310,212,True,21.3,540,18,4
778,20250425,213,True,20.9,30,1,2
779,20250624,213,True,4.7,90,3,3
780,20250922,213,True,21.1,180,6,3
781,20260321,213,True,6.6,360,12,3
782,20240825,214,True,15.4,30,1,3
783,20241024,214,True,6.2,90,3,3
784,20250122,214,True,15.4,180,6,4
785,20250721,214,True,4.4,360,12,4
786,20251105,215,True,22.8,30,1,3
787,20260104,215,True,6.0,90,3,3
788,20260404,215,True,10.1,180,6,4
789,20220221,216,True,2.6,30,1,5
790,20220422,216,True,9.9,90,3,4
791,20220721,216,True,3.5,180,6,4
792,20230117,216,True,17.8,360,12,2
793,20230627,217,True,15.3,30,1,4
794,20230826,217,True,5.5,90,3,2
795,20231124,217,True,19.3,180,6,3
796,20240522,217,True,2.5,360,12,4
797,20241118,217,True,17.9,540,18,5
798,20250114,218,True,22.8,30,1,4
799,20250315,218,True,12.8,90,3,3
800,20250613,218,True,12.2,180,6,3
801,20251210,218,True,15.4,360,12,4
802,20250402,219,True,5.4,30,1,2
803,20250601,219,True,17.8,90,3,3
804,20250830,219,True,13.9,180,6,5
805,20260226,219,True,8.6,360,12,3
806,20220331,220,True,6.6,30,1,4
807,20220530,220,True,15.7,90,3,4
808,20220828,220,True,13.1,180,6,4
809,20230316,221,True,15.1,30,1,4
810,20230515,221,True,9.9,90,3,5
811,20230813,221,True,12.3,180,6,2
812,20240209,221,True,18.4,360,12,4
813,20240807,221,True,14.3,540,18,3
814,20250504,222,True,10.4,30,1,4
815,20250703,222,True,23.6,90,3,3
816,20251001,222,True,4.7,180,6,4
817,20260330,222,True,17.0,360,12,4
818,20240302,223,True,19.6,30,1,4
819,20240501,223,True,12.2,90,3,2
820,20240730,223,True,7.3,180,6,4
821,20250126,223,True,4.3,360,12,3
822,20250725,223,True,2.6,540,18,3
823,20211228,224,True,10.7,30,1,3
824,20220226,224,True,6.6,90,3,4
825,20220527,224,True,19.7,180,6,3
826,20221030,225,True,17.9,30,1,1
827,20221229,225,True,17.1,90,3,5
828,20230329,225,True,2.3,180,6,3
829,20230925,225,True,17.1,360,12,4
830,20240323,225,True,17.1,540,18,2
831,20220510,226,True,15.4,30,1,3
832,20220709,226,True,13.2,90,3,1
833,20221007,226,True,15.5,180,6,4
834,20230405,226,True,15.5,360,12,5
835,20230821,227,True,9.1,30,1,3
836,20231020,227,True,17.0,90,3,2
837,20240118,227,True,12.5,180,6,2
838,20240716,227,True,20.9,360,12,4
839,20250112,227,True,22.9,540,18,1
840,20231223,228,True,10.2,30,1,4
841,20240221,228,True,3.6,90,3,3
842,20240521,228,True,12.7,180,6,4
843,20241117,228,True,16.6,360,12,4
844,20250516,228,True,10.8,540,18,3
845,20230911,229,True,13.2,30,1,4
846,20231110,229,True,5.8,90,3,3
847,20240208,229,True,8.3,180,6,3
848,20240806,229,True,2.9,360,12,5
849,20211204,230,True,20.9,30,1,3
850,20220202,230,True,22.9,90,3,4
851,20220503,230,True,11.7,180,6,3
852,20221030,230,True,8.7,360,12,2
853,20230320,231,True,10.6,30,1,4
854,20230519,231,True,7.3,90,3,4
855,20230817,231,True,2.2,180,6,3
856,20240213,231,True,16.5,360,12,3
857,20240616,232,True,14.9,30,1,3
858,20240815,232,True,12.2,90,3,3
859,20241113,232,True,3.4,180,6,3
860,20250512,232,True,19.7,360,12,5
861,20251108,232,True,9.2,540,18,3
862,20240105,233,True,11.0,30,1,4
863,20240305,233,True,22.9,90,3,4
864,20240603,233,True,11.1,180,6,5
865,20230612,234,True,3.4,30,1,3
866,20230811,234,True,7.9,90,3,1
867,20231109,234,True,22.5,180,6,4
868,20240601,235,True,2.1,30,1,4
869,20240731,235,True,2.6,90,3,3
870,20241029,235,True,14.4,180,6,3
871,20250427,235,True,17.2,360,12,3
872,20251024,235,True,22.2,540,18,3
873,20231127,236,True,5.5,30,1,3
874,20240126,236,True,18.5,90,3,2
875,20240425,236,True,17.1,180,6,3
876,20241022,236,True,11.3,360,12,3
877,20250420,236,True,19.2,540,18,3
878,20211219,237,True,4.2,30,1,2
879,20220217,237,True,17.7,90,3,3
880,20220518,237,True,14.8,180,6,2
881,20221114,237,True,18.3,360,12,5
882,20230410,238,True,18.7,30,1,3
883,20230609,238,True,6.4,90,3,3
884,20230907,238,True,19.1,180,6,3
885,20240305,238,True,11.3,360,12,4
886,20240405,239,True,23.4,30,1,2
887,20240604,239,True,7.4,90,3,5
888,20240902,239,True,16.6,180,6,3
889,20250301,239,True,16.0,360,12,5
890,20250828,239,True,7.9,540,18,3
891,20250531,240,True,11.9,30,1,2
892,20250730,240,True,18.7,90,3,4
893,20251028,240,True,9.0,180,6,5
894,20260426,240,True,10.7,360,12,4
895,20220606,241,True,21.3,30,1,3
896,20220805,241,True,8.4,90,3,4
897,20221103,241,True,11.0,180,6,4
898,20230502,241,True,6.0,360,12,3
899,20230531,242,True,18.4,30,1,3
900,20230730,242,True,19.4,90,3,3
901,20231028,242,True,10.8,180,6,4
902,20240425,242,True,8.9,360,12,3
903,20241022,242,True,14.8,540,18,1
904,20250317,243,True,16.5,30,1,3
905,20250516,243,True,5.8,90,3,3
906,20250814,243,True,17.2,180,6,3
907,20260210,243,True,8.4,360,12,3
908,20260407,244,True,7.7,30,1,3
909,20260606,244,True,3.2,90,3,4
910,20260904,244,True,14.0,180,6,3
911,20230703,246,True,18.2,30,1,3
912,20230901,246,True,17.0,90,3,3
913,20231130,246,True,15.4,180,6,4
914,20231029,247,True,20.7,30,1,4
915,20231228,247,True,5.1,90,3,2
916,20240327,247,True,7.1,180,6,3
917,20240923,247,True,23.2,360,12,4
918,20250218,248,True,6.0,30,1,2
919,20250419,248,True,9.8,90,3,3
920,20250718,248,True,10.1,180,6,3
921,20260114,248,True,5.6,360,12,3
922,20260713,248,True,2.6,540,18,3
923,20220123,250,True,11.1,30,1,5
924,20220324,250,True,19.6,90,3,3
925,20220622,250,True,13.8,180,6,3
926,20221219,250,True,2.7,360,12,1
927,20230617,250,True,17.6,540,18,3
928,20230808,251,True,4.3,30,1,2
929,20231007,251,True,20.5,90,3,4
930,20240105,251,True,17.0,180,6,3
931,20240703,251,True,4.3,360,12,4
932,20241129,252,True,6.5,30,1,5
933,20250128,252,True,18.0,90,3,3
934,20250428,252,True,22.8,180,6,5
935,20251025,252,True,13.9,360,12,3
936,20260423,252,True,7.5,540,18,3
937,20240112,253,True,9.2,30,1,3
938,20240312,253,True,16.0,90,3,1
939,20240610,253,True,3.1,180,6,4
940,20241207,253,True,13.4,360,12,3
941,20250605,253,True,21.7,540,18,3
942,20250729,254,True,16.4,30,1,4
943,20250927,254,True,15.3,90,3,4
944,20251226,254,True,2.4,180,6,5
945,20260624,254,True,16.6,360,12,3
946,20220227,256,True,14.2,30,1,3
947,20220428,256,True,16.8,90,3,2
948,20220727,256,True,19.6,180,6,3
949,20230123,256,True,17.8,360,12,3
950,20230821,257,True,9.8,30,1,4
951,20231020,257,True,16.3,90,3,4
952,20240118,257,True,4.5,180,6,3
953,20240716,257,True,20.9,360,12,5
954,20241124,258,True,17.7,30,1,3
955,20250123,258,True,7.0,90,3,3
956,20250423,258,True,3.6,180,6,4
957,20251020,258,True,12.5,360,12,5
958,20260418,258,True,6.3,540,18,3
959,20240608,259,True,12.3,30,1,3
960,20240807,259,True,4.4,90,3,3
961,20241105,259,True,10.3,180,6,3
962,20250504,259,True,17.0,360,12,3
963,20251031,259,True,2.2,540,18,5
964,20211220,260,True,16.8,30,1,3
965,20220218,260,True,20.7,90,3,3
966,20220519,260,True,11.9,180,6,3
967,20221115,260,True,21.0,360,12,4
968,20230514,260,True,19.9,540,18,3
969,20220429,261,True,16.7,30,1,3
970,20220628,261,True,14.2,90,3,3
971,20220926,261,True,14.0,180,6,3
972,20230404,262,True,18.3,30,1,2
973,20230603,262,True,15.0,90,3,3
974,20230901,262,True,18.1,180,6,4
975,20240228,262,True,4.4,360,12,3
976,20240607,263,True,15.7,30,1,4
977,20240806,263,True,19.8,90,3,5
978,20241104,263,True,13.8,180,6,3
979,20250503,263,True,14.9,360,12,3
980,20251030,263,True,8.2,540,18,4
981,20211110,264,True,17.8,30,1,3
982,20220109,264,True,6.1,90,3,3
983,20220409,264,True,11.1,180,6,3
984,20221006,264,True,11.9,360,12,3
985,20221116,265,True,13.3,30,1,4
986,20230115,265,True,23.5,90,3,3
987,20230415,265,True,10.0,180,6,3
988,20231012,265,True,17.1,360,12,2
989,20240405,266,True,23.6,30,1,5
990,20240604,266,True,17.2,90,3,3
991,20240902,266,True,18.1,180,6,3
992,20250301,266,True,19.3,360,12,4
993,20250828,266,True,17.8,540,18,3
994,20230523,267,True,2.3,30,1,5
995,20230722,267,True,13.4,90,3,3
996,20231020,267,True,7.5,180,6,3
997,20240417,267,True,16.4,360,12,3
998,20241014,267,True,5.2,540,18,3
999,20241208,268,True,12.0,30,1,3
1000,20250206,268,True,3.4,90,3,3
1001,20250507,268,True,20.9,180,6,5
1002,20251103,268,True,7.9,360,12,3
1003,20260502,268,True,4.9,540,18,4
1004,20231001,269,True,17.8,30,1,4
1005,20231130,269,True,16.0,90,3,3
1006,20240228,269,True,21.5,180,6,5
1007,20240826,269,True,7.6,360,12,3
1008,20250222,269,True,12.6,540,18,5
1009,20250521,270,True,14.9,30,1,3
1010,20250720,270,True,18.4,90,3,3
1011,20251018,270,True,6.8,180,6,3
1012,20260425,271,True,3.0,30,1,3
1013,20250620,272,True,3.7,30,1,1
1014,20250819,272,True,17.3,90,3,5
1015,20251117,272,True,2.9,180,6,3
1016,20260527,273,True,5.1,30,1,4
1017,20211027,274,True,3.5,30,1,2
1018,20211226,274,True,19.1,90,3,3
1019,20220326,274,True,10.5,180,6,3
1020,20220922,274,True,12.1,360,12,3
1021,20230321,274,True,7.8,540,18,3
1022,20221226,275,True,16.8,30,1,2
1023,20230224,275,True,11.3,90,3,3
1024,20230525,275,True,22.2,180,6,3
1025,20231121,275,True,4.9,360,12,4
1026,20240519,275,True,11.4,540,18,2
1027,20240511,276,True,7.7,30,1,2
1028,20240710,276,True,22.9,90,3,4
1029,20241008,276,True,23.1,180,6,2
1030,20250329,277,True,20.7,30,1,3
1031,20250528,277,True,7.5,90,3,3
1032,20250826,277,True,5.6,180,6,3
1033,20260222,277,True,8.2,360,12,1
1034,20260821,277,True,22.5,540,18,5
1035,20210920,279,True,13.4,30,1,2
1036,20211119,279,True,22.7,90,3,3
1037,20220217,279,True,21.2,180,6,5
1038,20220816,279,True,21.4,360,12,3
1039,20230212,279,True,5.4,540,18,5
1040,20220122,280,True,18.3,30,1,1
1041,20220323,280,True,6.1,90,3,3
1042,20220621,280,True,8.0,180,6,5
1043,20221210,281,True,7.4,30,1,3
1044,20230208,281,True,4.6,90,3,4
1045,20230509,281,True,22.1,180,6,5
1046,20231105,281,True,23.6,360,12,3
1047,20240503,281,True,23.0,540,18,2
1048,20210626,282,True,15.5,30,1,3
1049,20210825,282,True,14.0,90,3,3
1050,20211123,282,True,15.5,180,6,3
1051,20220522,282,True,16.2,360,12,3
1052,20221108,283,True,3.1,30,1,3
1053,20230107,283,True,9.0,90,3,3
1054,20230407,283,True,3.4,180,6,4
1055,20231004,283,True,20.3,360,12,4
1056,20240401,283,True,18.5,540,18,3
1057,20230618,284,True,2.6,30,1,4
1058,20230817,284,True,19.2,90,3,2
1059,20231115,284,True,18.5,180,6,4
1060,20240513,284,True,2.0,360,12,3
1061,20240703,285,True,8.6,30,1,2
1062,20240901,285,True,12.2,90,3,3
1063,20241130,285,True,17.7,180,6,4
1064,20250529,285,True,2.0,360,12,3
1065,20251125,285,True,5.6,540,18,3
1066,20210711,286,True,17.3,30,1,3
1067,20210909,286,True,11.5,90,3,3
1068,20211208,286,True,21.5,180,6,3
1069,20220606,286,True,18.9,360,12,4
1070,20221005,287,True,6.9,30,1,3
1071,20221204,287,True,8.6,90,3,3
1072,20230304,287,True,7.1,180,6,3
1073,20230831,287,True,20.3,360,12,3
1074,20231120,288,True,8.5,30,1,3
1075,20240119,288,True,18.9,90,3,5
1076,20240418,288,True,15.1,180,6,3
1077,20241015,288,True,15.6,360,12,3
1078,20250413,288,True,10.4,540,18,3
1079,20230208,289,True,20.1,30,1,4
1080,20230409,289,True,18.8,90,3,2
1081,20230708,289,True,23.1,180,6,5
1082,20240104,289,True,16.9,360,12,3
1083,20240702,289,True,18.6,540,18,5
1084,20230326,290,True,7.5,30,1,3
1085,20230525,290,True,19.8,90,3,4
1086,20230823,290,True,9.7,180,6,3
1087,20240319,291,True,3.1,30,1,4
1088,20240518,291,True,15.1,90,3,3
1089,20240816,291,True,15.0,180,6,5
1090,20250212,291,True,9.8,360,12,2
1091,20250811,291,True,20.7,540,18,2
1092,20230724,292,True,6.4,30,1,3
1093,20230922,292,True,16.7,90,3,3
1094,20231221,292,True,3.4,180,6,3
1095,20240618,292,True,4.2,360,12,3
1096,20241215,292,True,7.5,540,18,4
1097,20220421,293,True,2.2,30,1,4
1098,20220620,293,True,3.3,90,3,3
1099,20220918,293,True,3.6,180,6,4
1100,20230317,293,True,17.9,360,12,4
1101,20230913,293,True,16.8,540,18,3
1102,20231209,294,True,19.3,30,1,3
1103,20240207,294,True,3.8,90,3,5
1104,20240507,294,True,22.8,180,6,3
1105,20241031,295,True,2.6,30,1,3
1106,20241230,295,True,11.8,90,3,2
1107,20250330,295,True,11.6,180,6,3
1108,20250926,295,True,3.3,360,12,3
1109,20260325,295,True,5.8,540,18,3
1110,20231214,296,True,8.4,30,1,3
1111,20240212,296,True,10.3,90,3,4
1112,20240512,296,True,9.1,180,6,3
1113,20241108,296,True,7.5,360,12,3
1114,20250507,296,True,16.4,540,18,3
1115,20250403,297,True,14.5,30,1,1
1116,20250602,297,True,8.2,90,3,4
1117,20250831,297,True,4.2,180,6,3
1118,20260227,297,True,10.2,360,12,4
1119,20220902,298,True,20.8,30,1,4
1120,20221101,298,True,8.8,90,3,3
1121,20230130,298,True,16.4,180,6,1
1122,20230729,298,True,8.1,360,12,4
1123,20231201,299,True,4.4,30,1,5
1124,20240130,299,True,7.4,90,3,4
1125,20240429,299,True,18.2,180,6,3
1126,20241009,300,True,10.8,30,1,2
1127,20241208,300,True,20.3,90,3,3
1128,20250308,300,True,9.0,180,6,5
1129,20250904,300,True,18.9,360,12,5
1130,20260303,300,True,6.2,540,18,3
1131,20240728,301,True,2.3,30,1,1
1132,20240926,301,True,21.7,90,3,2
1133,20241225,301,True,7.3,180,6,2
1134,20250623,301,True,10.7,360,12,4
1135,20251220,301,True,21.7,540,18,3
1136,20260227,302,True,14.5,30,1,3
1137,20260428,302,True,2.2,90,3,3
1138,20260727,302,True,4.9,180,6,5
1139,20270123,302,True,22.5,360,12,4
1140,20250320,304,True,14.9,30,1,3
1141,20250519,304,True,7.1,90,3,3
1142,20250817,304,True,8.0,180,6,5
1143,20260131,305,True,7.3,30,1,3
1144,20260401,305,True,12.9,90,3,2
1145,20230211,306,True,20.2,30,1,3
1146,20230412,306,True,10.2,90,3,3
1147,20230711,306,True,3.3,180,6,5
1148,20240107,306,True,12.0,360,12,2
1149,20240419,307,True,17.5,30,1,4
1150,20240618,307,True,8.9,90,3,5
1151,20240916,307,True,16.5,180,6,2
1152,20250315,307,True,15.2,360,12,3
1153,20250911,307,True,16.2,540,18,3
1154,20250408,308,True,3.6,30,1,3
1155,20250607,308,True,15.0,90,3,5
1156,20250905,308,True,22.6,180,6,3
1157,20260304,308,True,12.4,360,12,5
1158,20260612,309,True,4.2,30,1,4
1159,20260811,309,True,17.6,90,3,4
1160,20261109,309,True,12.2,180,6,3
1161,20230110,311,True,20.7,30,1,4
1162,20230311,311,True,20.6,90,3,3
1163,20230609,311,True,8.5,180,6,3
1164,20231206,311,True,5.3,360,12,3
1165,20240603,311,True,5.6,540,18,3
1166,20240807,312,True,23.1,30,1,3
1167,20241006,312,True,20.6,90,3,4
1168,20250104,312,True,19.5,180,6,3
1169,20250703,312,True,18.9,360,12,4
1170,20250819,313,True,7.4,30,1,3
1171,20251018,313,True,3.9,90,3,3
1172,20260116,313,True,19.2,180,6,3
1173,20250306,314,True,11.8,30,1,4
1174,20250505,314,True,16.6,90,3,3
1175,20250803,314,True,22.5,180,6,4
1176,20260130,314,True,18.8,360,12,3
1177,20260708,315,True,3.0,30,1,2
1178,20260906,315,True,22.3,90,3,4
1179,20261205,315,True,6.3,180,6,3
1180,20270603,315,True,14.5,360,12,3
1181,20230307,317,True,15.7,30,1,4
1182,20230506,317,True,10.1,90,3,5
1183,20230804,317,True,12.4,180,6,4
1184,20240131,317,True,13.6,360,12,3
1185,20240504,318,True,6.6,30,1,5
1186,20240703,318,True,3.7,90,3,3
1187,20241001,318,True,12.2,180,6,3
1188,20250330,318,True,10.3,360,12,3
1189,20250926,318,True,18.1,540,18,4
1190,20230828,319,True,19.6,30,1,5
1191,20231027,319,True,4.0,90,3,3
1192,20240125,319,True,23.2,180,6,3
1193,20240723,319,True,7.7,360,12,1
1194,20241105,320,True,14.6,30,1,4
1195,20250104,320,True,8.0,90,3,1
1196,20250404,320,True,13.4,180,6,2
1197,20251001,320,True,13.5,360,12,3
1198,20260330,320,True,2.8,540,18,3
1199,20260530,321,True,19.5,30,1,3
1200,20260729,321,True,17.9,90,3,3
1201,20261027,321,True,4.6,180,6,3
1202,20270425,321,True,11.3,360,12,3
1203,20211206,323,True,15.6,30,1,2
1204,20220204,323,True,11.6,90,3,4
1205,20220505,323,True,17.9,180,6,3
1206,20221101,323,True,19.7,360,12,3
1207,20230418,324,True,2.1,30,1,5
1208,20230617,324,True,12.5,90,3,3
1209,20230915,324,True,16.0,180,6,3
1210,20240313,324,True,4.7,360,12,4
1211,20240909,324,True,18.2,540,18,3
1212,20230818,325,True,2.7,30,1,4
1213,20231017,325,True,20.2,90,3,5
1214,20240115,325,True,13.5,180,6,3
1215,20240713,325,True,2.7,360,12,3
1216,20240426,326,True,12.8,30,1,4
1217,20240625,326,True,6.6,90,3,3
1218,20240923,326,True,7.7,180,6,4
1219,20250322,326,True,17.8,360,12,4
1220,20250918,326,True,16.3,540,18,3
1221,20250518,327,True,13.7,30,1,4
1222,20250717,327,True,23.7,90,3,2
1223,20251015,327,True,16.3,180,6,4
1224,20260413,327,True,15.7,360,12,5
1225,20240516,328,True,12.7,30,1,1
1226,20240715,328,True,2.5,90,3,3
1227,20241013,328,True,19.6,180,6,2
1228,20250411,328,True,23.8,360,12,5
1229,20250614,329,True,4.6,30,1,3
1230,20250813,329,True,19.7,90,3,4
1231,20251111,329,True,12.4,180,6,5
1232,20260510,329,True,22.6,360,12,5
1233,20261106,329,True,23.0,540,18,3
1234,20241230,331,True,9.4,30,1,3
1235,20250228,331,True,21.6,90,3,4
1236,20240209,332,True,5.9,30,1,3
1237,20240409,332,True,17.7,90,3,3
1238,20240708,332,True,23.0,180,6,3
1239,20250104,332,True,15.9,360,12,3
1240,20250703,332,True,12.8,540,18,3
1241,20250721,333,True,11.8,30,1,3
1242,20250919,333,True,13.2,90,3,3
1243,20251218,333,True,14.7,180,6,4
1244,20260616,333,True,23.0,360,12,3
1245,20261003,334,True,12.7,30,1,3
1246,20261202,334,True,15.1,90,3,2
1247,20270302,334,True,12.8,180,6,3
1248,20270829,334,True,22.0,360,12,3
1249,20221210,336,True,11.7,30,1,5
1250,20230208,336,True,17.8,90,3,3
1251,20230509,336,True,23.2,180,6,3
1252,20231105,336,True,22.8,360,12,3
1253,20240503,336,True,7.2,540,18,3
1254,20230310,337,True,20.7,30,1,2
1255,20230509,337,True,3.5,90,3,3
1256,20230807,337,True,24.0,180,6,5
1257,20240301,338,True,3.1,30,1,4
1258,20240430,338,True,19.9,90,3,3
1259,20240729,338,True,17.0,180,6,5
1260,20250125,338,True,21.7,360,12,2
1261,20250724,338,True,16.8,540,18,3
1262,20231207,339,True,10.0,30,1,4
1263,20240205,339,True,13.1,90,3,3
1264,20240505,339,True,22.3,180,6,3
1265,20241101,339,True,10.6,360,12,3
1266,20250105,340,True,23.8,30,1,3
1267,20250306,340,True,15.4,90,3,2
1268,20250604,340,True,3.8,180,6,2
1269,20251201,340,True,10.0,360,12,4
1270,20211013,341,True,17.5,30,1,3
1271,20211212,341,True,22.0,90,3,3
1272,20220312,341,True,15.4,180,6,3
1273,20220908,341,True,16.5,360,12,3
1274,20230307,341,True,2.8,540,18,3
1275,20230716,342,True,10.4,30,1,3
1276,20230914,342,True,3.6,90,3,3
1277,20231213,342,True,20.7,180,6,2
1278,20240610,342,True,21.3,360,12,4
1279,20241207,342,True,21.4,540,18,3
1280,20230324,343,True,7.6,30,1,4
1281,20230523,343,True,21.3,90,3,5
1282,20230821,343,True,6.4,180,6,5
1283,20240217,343,True,9.9,360,12,3
1284,20240529,344,True,21.4,30,1,5
1285,20240728,344,True,9.2,90,3,4
1286,20241026,344,True,7.7,180,6,4
1287,20250424,344,True,13.1,360,12,3
1288,20251021,344,True,9.6,540,18,2
1289,20220206,345,True,19.9,30,1,3
1290,20220407,345,True,21.5,90,3,3
1291,20220706,345,True,11.6,180,6,3
1292,20230102,345,True,12.9,360,12,3
1293,20230607,346,True,15.5,30,1,3
1294,20230806,346,True,8.1,90,3,3
1295,20231104,346,True,11.0,180,6,2
1296,20240502,346,True,17.5,360,12,5
1297,20241029,346,True,8.2,540,18,2
1298,20231108,347,True,5.2,30,1,2
1299,20240107,347,True,23.9,90,3,5
1300,20240406,347,True,8.3,180,6,4
1301,20241010,348,True,15.9,30,1,3
1302,20241209,348,True,4.6,90,3,3
1303,20250309,348,True,17.2,180,6,4
1304,20250905,348,True,10.1,360,12,5
1305,20260304,348,True,15.5,540,18,2
1306,20260525,349,True,21.9,30,1,3
1307,20220414,350,True,14.3,30,1,3
1308,20220613,350,True,10.1,90,3,4
1309,20220911,350,True,14.2,180,6,3
1310,20230310,350,True,17.9,360,12,3
1311,20230906,350,True,19.5,540,18,4
1312,20230106,351,True,7.1,30,1,2
1313,20230307,351,True,2.5,90,3,4
1314,20230605,351,True,23.8,180,6,3
1315,20231202,351,True,9.7,360,12,3
1316,20240530,351,True,8.1,540,18,4
1317,20220908,352,True,20.1,30,1,4
1318,20221107,352,True,4.3,90,3,4
1319,20230205,352,True,19.8,180,6,5
1320,20230804,352,True,9.9,360,12,3
1321,20231115,353,True,19.8,30,1,4
1322,20240114,353,True,17.5,90,3,3
1323,20240413,353,True,2.4,180,6,4
1324,20241010,353,True,14.6,360,12,3
1325,20250408,353,True,9.2,540,18,5
1326,20240115,354,True,20.7,30,1,5
1327,20240315,354,True,7.1,90,3,3
1328,20240613,354,True,5.0,180,6,1
1329,20241119,355,True,13.3,30,1,3
1330,20250118,355,True,6.2,90,3,4
1331,20250418,355,True,10.9,180,6,4
1332,20251015,355,True,7.3,360,12,3
1333,20260413,355,True,7.3,540,18,2
1334,20260526,356,True,16.6,30,1,5
1335,20241105,357,True,21.8,30,1,3
1336,20250104,357,True,15.3,90,3,2
1337,20250404,357,True,16.8,180,6,3
1338,20251001,357,True,9.0,360,12,1
1339,20260330,357,True,4.2,540,18,3
1340,20221026,359,True,19.6,30,1,1
1341,20221225,359,True,22.9,90,3,5
1342,20230325,359,True,10.8,180,6,2
1343,20230921,359,True,10.7,360,12,2
1344,20240405,360,True,2.9,30,1,5
1345,20240604,360,True,14.1,90,3,5
1346,20240902,360,True,11.2,180,6,3
1347,20250301,360,True,3.6,360,12,3
1348,20250828,360,True,8.5,540,18,3
1349,20240925,361,True,20.2,30,1,3
1350,20241124,361,True,23.8,90,3,3
1351,20250222,361,True,10.5,180,6,3
1352,20250821,361,True,17.0,360,12,4
1353,20260215,362,True,10.4,30,1,3
1354,20260416,362,True,14.7,90,3,3
1355,20250109,363,True,7.2,30,1,5
1356,20250310,363,True,22.7,90,3,3
1357,20250608,363,True,10.1,180,6,3
1358,20251205,363,True,10.8,360,12,4
1359,20220312,364,True,10.7,30,1,3
1360,20220511,364,True,23.6,90,3,1
1361,20220809,364,True,16.7,180,6,5
1362,20230205,364,True,6.4,360,12,3
1363,20230804,364,True,8.3,540,18,3
1364,20241203,365,True,13.5,30,1,4
1365,20250201,365,True,10.5,90,3,3
1366,20250502,365,True,8.6,180,6,3
1367,20251029,365,True,11.4,360,12,3
1368,20230414,366,True,11.9,30,1,3
1369,20230613,366,True,13.5,90,3,4
1370,20230911,366,True,21.7,180,6,3
1371,20240309,366,True,19.2,360,12,3
1372,20221210,367,True,23.4,30,1,3
1373,20230208,367,True,4.1,90,3,3
