card_id,account_id,card_number_masked,card_type,card_network,expiry_date,status,daily_limit
CARD_0250,ACC_1170,xxxx-xxxx-xxxx-7672,Debit,RuPay,2028-07-18,Active,100000.0
CARD_0251,ACC_0646,xxxx-xxxx-xxxx-5098,Debit,Amex,2027-05-09,Active,100000.0
CARD_0252,ACC_0342,xxxx-xxxx-xxxx-4324,Credit,RuPay,2027-05-23,Active,100000.0
CARD_0253,ACC_0292,xxxx-xxxx-xxxx-8730,Debit,RuPay,2028-02-02,Active,100000.0
CARD_0254,ACC_0113,xxxx-xxxx-xxxx-6594,Debit,Mastercard,2029-07-03,Active,100000.0
CARD_0255,ACC_0600,xxxx-xxxx-xxxx-3953,Debit,RuPay,2028-06-07,Active,100000.0
CARD_0256,ACC_0475,xxxx-xxxx-xxxx-2266,Debit,Visa,2028-05-25,Active,100000.0
CARD_0257,ACC_0673,xxxx-xxxx-xxxx-8635,Debit,Mastercard,2028-03-06,Active,100000.0
CARD_0258,ACC_0029,xxxx-xxxx-xxxx-7871,Debit,Visa,2026-12-29,Active,100000.0
CARD_0259,ACC_0658,xxxx-xxxx-xxxx-8392,Debit,Visa,2028-03-02,Active,100000.0
CARD_0260,ACC_0468,xxxx-xxxx-xxxx-3673,Debit,RuPay,2027-06-13,Active,100000.0
CARD_0261,ACC_0707,xxxx-xxxx-xxxx-3412,Debit,RuPay,2028-02-09,Active,100000.0
CARD_0262,ACC_0954,xxxx-xxxx-xxxx-5371,Credit,Amex,2029-08-03,Active,100000.0
CARD_0263,ACC_0636,xxxx-xxxx-xxxx-2243,Debit,Mastercard,2028-12-10,Active,100000.0
CARD_0264,ACC_1097,xxxx-xxxx-xxxx-3396,Debit,Amex,2026-12-26,Active,100000.0
CARD_0265,ACC_0870,xxxx-xxxx-xxxx-4424,Credit,Amex,2027-11-26,Active,100000.0
CARD_0266,ACC_0270,xxxx-xxxx-xxxx-1773,Debit,Mastercard,2026-12-08,Active,100000.0
CARD_0267,ACC_0621,xxxx-xxxx-xxxx-8869,Debit,RuPay,2029-10-02,Active,100000.0
CARD_0268,ACC_0501,xxxx-xxxx-xxxx-7176,Debit,Mastercard,2026-12-19,Active,100000.0
CARD_0269,ACC_1121,xxxx-xxxx-xxxx-6445,Debit,Mastercard,2028-09-19,Active,100000.0
CARD_0270,ACC_0849,xxxx-xxxx-xxxx-5927,Credit,Amex,2027-11-30,Active,100000.0
CARD_0271,ACC_0852,xxxx-xxxx-xxxx-8073,Debit,Amex,2029-09-26,Active,100000.0
CARD_0272,ACC_1092,xxxx-xxxx-xxxx-4219,Credit,Amex,2029-12-28,Active,100000.0
CARD_0273,ACC_0751,xxxx-xxxx-xxxx-4973,Debit,RuPay,2027-09-23,Active,100000.0
CARD_0274,ACC_0020,xxxx-xxxx-xxxx-5793,Debit,RuPay,2028-04-03,Active,100000.0
CARD_0275,ACC_0039,xxxx-xxxx-xxxx-8980,Debit,Amex,2029-04-25,Active,100000.0
CARD_0276,ACC_0423,xxxx-xxxx-xxxx-3303,Debit,Amex,2028-09-24,Active,100000.0
CARD_0277,ACC_0794,xxxx-xxxx-xxxx-9376,Credit,Mastercard,2027-06-04,Active,100000.0
CARD_0278,ACC_0244,xxxx-xxxx-xxxx-1078,Debit,Mastercard,2029-04-20,Active,100000.0
CARD_0279,ACC_0325,xxxx-xxxx-xxxx-3157,Debit,Visa,2029-09-08,Active,100000.0
CARD_0280,ACC_0756,xxxx-xxxx-xxxx-2215,Debit,Visa,2028-02-05,Active,100000.0
CARD_0281,ACC_1049,xxxx-xxxx-xxxx-8262,Debit,RuPay,2029-11-11,Active,100000.0
CARD_0282,ACC_0695,xxxx-xxxx-xxxx-1286,Credit,Visa,2027-02-14,Active,100000.0
CARD_0283,ACC_0932,xxxx-xxxx-xxxx-6612,Credit,Mastercard,2028-01-27,Active,100000.0
CARD_0284,ACC_0847,xxxx-xxxx-xxxx-2526,Debit,Mastercard,2027-09-28,Active,100000.0
CARD_0285,ACC_0187,xxxx-xxxx-xxxx-3377,Credit,Mastercard,2030-05-11,Active,100000.0
CARD_0286,ACC_1149,xxxx-xxxx-xxxx-1832,Credit,Visa,2028-11-05,Active,100000.0
CARD_0287,ACC_0479,xxxx-xxxx-xxxx-7980,Credit,Mastercard,2027-10-12,Active,100000.0
CARD_0288,ACC_0260,xxxx-xxxx-xxxx-4948,Debit,Amex,2027-12-14,Active,100000.0
CARD_0289,ACC_1085,xxxx-xxxx-xxxx-5903,Credit,RuPay,2027-06-17,Active,100000.0
CARD_0290,ACC_0963,xxxx-xxxx-xxxx-9808,Debit,Mastercard,2028-05-03,Active,100000.0
CARD_0291,ACC_1011,xxxx-xxxx-xxxx-9440,Debit,Amex,2030-04-29,Active,100000.0
CARD_0292,ACC_1061,xxxx-xxxx-xxxx-8651,Debit,Amex,2029-11-23,Active,100000.0
CARD_0293,ACC_0217,xxxx-xxxx-xxxx-8751,Credit,Mastercard,2030-02-19,Active,100000.0
CARD_0294,ACC_0186,xxxx-xxxx-xxxx-1195,Debit,Amex,2028-09-30,Active,100000.0
CARD_0295,ACC_0568,xxxx-xxxx-xxxx-7460,Debit,Mastercard,2027-09-27,Active,100000.0
CARD_0296,ACC_0321,xxxx-xxxx-xxxx-2721,Debit,Mastercard,2029-01-08,Active,100000.0
CARD_0297,ACC_0837,xxxx-xxxx-xxxx-4302,Debit,Amex,2027-03-15,Active,100000.0
CARD_0298,ACC_0960,xxxx-xxxx-xxxx-6398,Debit,Amex,2027-05-25,Active,100000.0
CARD_0299,ACC_0659,xxxx-xxxx-xxxx-9239,Debit,RuPay,2029-09-10,Active,100000.0
CARD_0300,ACC_0721,xxxx-xxxx-xxxx-2389,Debit,Amex,2027-10-26,Active,100000.0
CARD_0301,ACC_0923,xxxx-xxxx-xxxx-2760,Credit,Visa,2029-08-11,Active,100000.0
CARD_0302,ACC_1020,xxxx-xxxx-xxxx-1320,Debit,RuPay,2028-06-20,Active,100000.0
CARD_0303,ACC_0732,xxxx-xxxx-xxxx-5631,Credit,Amex,2028-10-30,Active,100000.0
CARD_0304,ACC_0562,xxxx-xxxx-xxxx-8793,Debit,Mastercard,2029-03-01,Active,100000.0
CARD_0305,ACC_0136,xxxx-xxxx-xxxx-2953,Debit,Amex,2027-09-27,Active,100000.0
CARD_0306,ACC_0677,xxxx-xxxx-xxxx-4840,Debit,Visa,2030-06-30,Active,100000.0
CARD_0307,ACC_0530,xxxx-xxxx-xxxx-3271,Credit,Visa,2028-09-15,Active,100000.0
CARD_0308,ACC_0418,xxxx-xxxx-xxxx-8343,Credit,Visa,2030-01-10,Active,100000.0
CARD_0309,ACC_0685,xxxx-xxxx-xxxx-3444,Credit,Amex,2026-07-17,Active,100000.0
CARD_0310,ACC_0908,xxxx-xxxx-xxxx-7855,Credit,Amex,2026-10-08,Active,100000.0
CARD_0311,ACC_0792,xxxx-xxxx-xxxx-8567,Debit,Mastercard,2028-01-13,Active,100000.0
CARD_0312,ACC_0605,xxxx-xxxx-xxxx-4682,Credit,Amex,2026-12-03,Active,100000.0
CARD_0313,ACC_0955,xxxx-xxxx-xxxx-5954,Debit,Mastercard,2029-10-01,Active,100000.0
CARD_0314,ACC_0785,xxxx-xxxx-xxxx-5009,Debit,Mastercard,2028-11-27,Active,100000.0
CARD_0315,ACC_1086,xxxx-xxxx-xxxx-4152,Debit,Mastercard,2027-07-07,Active,100000.0
CARD_0316,ACC_0338,xxxx-xxxx-xxxx-1616,Debit,RuPay,2028-12-15,Active,100000.0
CARD_0317,ACC_0247,xxxx-xxxx-xxxx-4129,Credit,RuPay,2028-01-13,Active,100000.0
CARD_0318,ACC_1103,xxxx-xxxx-xxxx-2055,Credit,Mastercard,2027-12-05,Active,100000.0
CARD_0319,ACC_0550,xxxx-xxxx-xxxx-6190,Credit,Visa,2030-02-03,Active,100000.0
CARD_0320,ACC_0146,xxxx-xxxx-xxxx-1060,Credit,Amex,2026-09-30,Active,100000.0
CARD_0321,ACC_0034,xxxx-xxxx-xxxx-3719,Debit,Amex,2027-12-28,Active,100000.0
CARD_0322,ACC_0245,xxxx-xxxx-xxxx-2393,Debit,Amex,2026-08-05,Active,100000.0
CARD_0323,ACC_1069,xxxx-xxxx-xxxx-6761,Credit,RuPay,2027-12-11,Active,100000.0
CARD_0324,ACC_0564,xxxx-xxxx-xxxx-7178,Debit,Amex,2026-11-29,Active,100000.0
CARD_0325,ACC_0219,xxxx-xxxx-xxxx-2688,Credit,RuPay,2028-12-14,Active,100000.0
CARD_0326,ACC_0696,xxxx-xxxx-xxxx-5850,Debit,Amex,2027-01-05,Active,100000.0
CARD_0327,ACC_1007,xxxx-xxxx-xxxx-3068,Debit,RuPay,2028-11-30,Active,100000.0
CARD_0328,ACC_0315,xxxx-xxxx-xxxx-9003,Credit,Amex,2030-06-29,Active,100000.0
CARD_0329,ACC_0390,xxxx-xxxx-xxxx-9161,Debit,Amex,2030-06-11,Active,100000.0
CARD_0330,ACC_0956,xxxx-xxxx-xxxx-4597,Debit,Amex,2028-01-17,Active,100000.0
CARD_0331,ACC_0254,xxxx-xxxx-xxxx-6740,Debit,Visa,2026-12-31,Active,100000.0
CARD_0332,ACC_0838,xxxx-xxxx-xxxx-5753,Debit,Visa,2026-12-25,Active,100000.0
CARD_0333,ACC_0453,xxxx-xxxx-xxxx-5742,Debit,Amex,2030-01-12,Active,100000.0
CARD_0334,ACC_0619,xxxx-xxxx-xxxx-4689,Credit,RuPay,2027-08-26,Active,100000.0
CARD_0335,ACC_0325,xxxx-xxxx-xxxx-9818,Debit,Visa,2030-01-04,Active,100000.0
CARD_0336,ACC_1184,xxxx-xxxx-xxxx-5597,Credit,Amex,2029-07-04,Active,100000.0
CARD_0337,ACC_0187,xxxx-xxxx-xxxx-2906,Credit,Mastercard,2026-07-21,Active,100000.0
CARD_0338,ACC_1170,xxxx-xxxx-xxxx-9144,Debit,Amex,2028-01-13,Active,100000.0
CARD_0339,ACC_0512,xxxx-xxxx-xxxx-1012,Debit,Amex,2029-04-22,Active,100000.0
CARD_0340,ACC_0101,xxxx-xxxx-xxxx-5595,Debit,Amex,2030-03-24,Active,100000.0
CARD_0341,ACC_0806,xxxx-xxxx-xxxx-6082,Credit,Amex,2028-01-02,Active,100000.0
CARD_0342,ACC_0737,xxxx-xxxx-xxxx-3223,Debit,Amex,2028-02-29,Active,100000.0
CARD_0343,ACC_0339,xxxx-xxxx-xxxx-7285,Debit,Visa,2030-01-11,Active,100000.0
CARD_0344,ACC_0435,xxxx-xxxx-xxxx-4335,Debit,Visa,2028-10-06,Active,100000.0
CARD_0345,ACC_0094,xxxx-xxxx-xxxx-4070,Debit,Amex,2029-10-12,Active,100000.0
CARD_0346,ACC_0095,xxxx-xxxx-xxxx-1571,Credit,Visa,2028-07-11,Active,100000.0
CARD_0347,ACC_0681,xxxx-xxxx-xxxx-1769,Debit,Mastercard,2028-05-10,Active,100000.0
CARD_0348,ACC_1162,xxxx-xxxx-xxxx-5467,Debit,RuPay,2030-05-20,Active,100000.0
CARD_0349,ACC_0530,xxxx-xxxx-xxxx-6188,Credit,RuPay,2029-08-23,Active,100000.0
CARD_0350,ACC_0263,xxxx-xxxx-xxxx-4910,Debit,Amex,2026-07-31,Active,100000.0
CARD_0351,ACC_0462,xxxx-xxxx-xxxx-6351,Debit,RuPay,2028-06-14,Active,100000.0
CARD_0352,ACC_0743,xxxx-xxxx-xxxx-4996,Credit,Visa,2030-03-12,Active,100000.0
CARD_0353,ACC_0609,xxxx-xxxx-xxxx-1096,Credit,Mastercard,2027-01-16,Active,100000.0
CARD_0354,ACC_1065,xxxx-xxxx-xxxx-6417,Debit,RuPay,2027-08-24,Active,100000.0
CARD_0355,ACC_0805,xxxx-xxxx-xxxx-9867,Debit,RuPay,2028-07-01,Active,100000.0
CARD_0356,ACC_0189,xxxx-xxxx-xxxx-1289,Debit,RuPay,2027-02-04,Active,100000.0
CARD_0357,ACC_1045,xxxx-xxxx-xxxx-2818,Debit,RuPay,2030-07-02,Active,100000.0
CARD_0358,ACC_0576,xxxx-xxxx-xxxx-5368,Debit,Mastercard,2029-03-01,Active,100000.0
CARD_0359,ACC_0549,xxxx-xxxx-xxxx-6562,Debit,Mastercard,2028-12-30,Active,100000.0
CARD_0360,ACC_0375,xxxx-xxxx-xxxx-8747,Credit,Amex,2028-02-12,Active,100000.0
CARD_0361,ACC_0117,xxxx-xxxx-xxxx-3359,Debit,RuPay,2029-05-03,Active,100000.0
CARD_0362,ACC_1055,xxxx-xxxx-xxxx-3047,Debit,Visa,2030-07-01,Active,100000.0
CARD_0363,ACC_0729,xxxx-xxxx-xxxx-8305,Debit,RuPay,2027-11-14,Active,100000.0
CARD_0364,ACC_0427,xxxx-xxxx-xxxx-4474,Debit,Amex,2030-01-19,Active,100000.0
CARD_0365,ACC_0627,xxxx-xxxx-xxxx-2003,Debit,Visa,2029-08-25,Active,100000.0
CARD_0366,ACC_0158,xxxx-xxxx-xxxx-8179,Credit,Visa,2029-02-22,Active,100000.0
CARD_0367,ACC_1140,xxxx-xxxx-xxxx-2379,Credit,Amex,2028-11-03,Active,100000.0
CARD_0368,ACC_1194,xxxx-xxxx-xxxx-5778,Credit,Mastercard,2028-03-22,Active,100000.0
CARD_0369,ACC_0300,xxxx-xxxx-xxxx-8654,Credit,RuPay,2029-05-31,Active,100000.0
CARD_0370,ACC_0514,xxxx-xxxx-xxxx-5302,Debit,Mastercard,2026-11-27,Active,100000.0
CARD_0371,ACC_0651,xxxx-xxxx-xxxx-2117,Debit,Visa,2029-06-04,Active,100000.0
CARD_0372,ACC_0316,xxxx-xxxx-xxxx-3197,Credit,Mastercard,2027-07-18,Active,100000.0
CARD_0373,ACC_0365,xxxx-xxxx-xxxx-6606,Debit,Visa,2029-06-01,Active,100000.0
CARD_0374,ACC_0446,xxxx-xxxx-xxxx-5436,Credit,RuPay,2029-02-12,Active,100000.0
CARD_0375,ACC_0449,xxxx-xxxx-xxxx-5051,Credit,Amex,2028-08-13,Active,100000.0
CARD_0376,ACC_0125,xxxx-xxxx-xxxx-2090,Debit,Visa,2029-11-06,Active,100000.0
CARD_0377,ACC_1045,xxxx-xxxx-xxxx-3796,Debit,RuPay,2027-12-01,Active,100000.0
CARD_0378,ACC_1153,xxxx-xxxx-xxxx-6103,Debit,Visa,2026-11-27,Active,100000.0
CARD_0379,ACC_1157,xxxx-xxxx-xxxx-2467,Credit,RuPay,2029-11-14,Active,100000.0
CARD_0380,ACC_0680,xxxx-xxxx-xxxx-4971,Credit,Mastercard,2028-01-22,Active,100000.0
CARD_0381,ACC_1001,xxxx-xxxx-xxxx-5345,Debit,Visa,2029-12-10,Active,100000.0
CARD_0382,ACC_1185,xxxx-xxxx-xxxx-7733,Debit,RuPay,2028-03-20,Active,100000.0
CARD_0383,ACC_0616,xxxx-xxxx-xxxx-4253,Debit,RuPay,2028-04-21,Active,100000.0
CARD_0384,ACC_0551,xxxx-xxxx-xxxx-6476,Debit,Visa,2027-07-11,Active,100000.0
CARD_0385,ACC_0918,xxxx-xxxx-xxxx-2488,Debit,RuPay,2029-02-07,Active,100000.0
CARD_0386,ACC_0767,xxxx-xxxx-xxxx-9330,Debit,RuPay,2029-06-14,Active,100000.0
CARD_0387,ACC_0153,xxxx-xxxx-xxxx-5923,Debit,RuPay,2029-09-16,Active,100000.0
CARD_0388,ACC_0342,xxxx-xxxx-xxxx-6555,Credit,RuPay,2030-05-14,Active,100000.0
CARD_0389,ACC_1108,xxxx-xxxx-xxxx-5388,Debit,RuPay,2029-07-12,Active,100000.0
CARD_0390,ACC_0768,xxxx-xxxx-xxxx-1480,Debit,Visa,2030-01-24,Active,100000.0
CARD_0391,ACC_0052,xxxx-xxxx-xxxx-1636,Credit,RuPay,2029-09-11,Active,100000.0
CARD_0392,ACC_0797,xxxx-xxxx-xxxx-3812,Debit,Visa,2027-06-25,Active,100000.0
CARD_0393,ACC_0689,xxxx-xxxx-xxxx-1698,Credit,Amex,2027-03-22,Active,100000.0
CARD_0394,ACC_0846,xxxx-xxxx-xxxx-3394,Credit,Mastercard,2026-10-28,Active,100000.0
CARD_0395,ACC_0679,xxxx-xxxx-xxxx-1239,Debit,Mastercard,2030-03-18,Active,100000.0
CARD_0396,ACC_0746,xxxx-xxxx-xxxx-6915,Debit,Amex,2029-10-29,Active,100000.0
CARD_0397,ACC_0315,xxxx-xxxx-xxxx-7845,Credit,Amex,2026-11-19,Active,100000.0
CARD_0398,ACC_0750,xxxx-xxxx-xxxx-3596,Debit,Amex,2026-10-22,Active,100000.0
CARD_0399,ACC_0024,xxxx-xxxx-xxxx-7742,Debit,Amex,2029-10-02,Active,100000.0
CARD_0400,ACC_0111,xxxx-xxxx-xxxx-5575,Credit,Amex,2028-01-08,Active,100000.0
CARD_0401,ACC_0400,xxxx-xxxx-xxxx-6909,Debit,Mastercard,2028-02-15,Active,100000.0
CARD_0402,ACC_0327,xxxx-xxxx-xxxx-8936,Credit,RuPay,2027-02-16,Active,100000.0
CARD_0403,ACC_0488,xxxx-xxxx-xxxx-7101,Debit,Amex,2029-01-26,Active,100000.0
CARD_0404,ACC_0571,xxxx-xxxx-xxxx-9341,Debit,Mastercard,2028-07-10,Active,100000.0
CARD_0405,ACC_1071,xxxx-xxxx-xxxx-3885,Debit,Mastercard,2030-04-12,Active,100000.0
CARD_0406,ACC_0822,xxxx-xxxx-xxxx-7327,Credit,Mastercard,2028-11-11,Active,100000.0
CARD_0407,ACC_0998,xxxx-xxxx-xxxx-3419,Credit,RuPay,2030-03-20,Active,100000.0
CARD_0408,ACC_0115,xxxx-xxxx-xxxx-7120,Credit,Mastercard,2030-05-27,Active,100000.0
CARD_0409,ACC_0909,xxxx-xxxx-xxxx-9507,Credit,Amex,2028-10-31,Active,100000.0
CARD_0410,ACC_0406,xxxx-xxxx-xxxx-3096,Debit,Amex,2028-08-26,Active,100000.0
CARD_0411,ACC_1032,xxxx-xxxx-xxxx-7674,Debit,RuPay,2027-10-03,Active,100000.0
CARD_0412,ACC_1198,xxxx-xxxx-xxxx-4420,Credit,Mastercard,2028-11-27,Active,100000.0
CARD_0413,ACC_0850,xxxx-xxxx-xxxx-8073,Credit,Visa,2026-08-15,Active,100000.0
CARD_0414,ACC_0619,xxxx-xxxx-xxxx-3295,Credit,Amex,2027-12-15,Active,100000.0
CARD_0415,ACC_0173,xxxx-xxxx-xxxx-3331,Credit,RuPay,2028-09-20,Active,100000.0
CARD_0416,ACC_0778,xxxx-xxxx-xxxx-9299,Debit,RuPay,2027-12-04,Active,100000.0
CARD_0417,ACC_0904,xxxx-xxxx-xxxx-5758,Credit,Mastercard,2028-01-16,Active,100000.0
CARD_0418,ACC_1109,xxxx-xxxx-xxxx-5522,Debit,Mastercard,2027-12-31,Active,100000.0
CARD_0419,ACC_0708,xxxx-xxxx-xxxx-6343,Credit,RuPay,2029-06-13,Active,100000.0
CARD_0420,ACC_1195,xxxx-xxxx-xxxx-8489,Debit,RuPay,2027-06-17,Active,100000.0
CARD_0421,ACC_1085,xxxx-xxxx-xxxx-2132,Credit,RuPay,2028-10-08,Active,100000.0
CARD_0422,ACC_0893,xxxx-xxxx-xxxx-2769,Debit,Amex,2030-03-01,Active,100000.0
CARD_0423,ACC_0685,xxxx-xxxx-xxxx-5693,Credit,Visa,2027-11-15,Active,100000.0
CARD_0424,ACC_0933,xxxx-xxxx-xxxx-3891,Debit,Amex,2028-04-07,Active,100000.0
CARD_0425,ACC_0539,xxxx-xxxx-xxxx-8041,Debit,RuPay,2027-09-19,Active,100000.0
CARD_0426,ACC_0252,xxxx-xxxx-xxxx-4414,Debit,Amex,2027-04-29,Active,100000.0
CARD_0427,ACC_0908,xxxx-xxxx-xxxx-3534,Credit,Amex,2029-06-02,Active,100000.0
CARD_0428,ACC_0419,xxxx-xxxx-xxxx-5789,Debit,Visa,2030-05-18,Active,100000.0
CARD_0429,ACC_0716,xxxx-xxxx-xxxx-3398,Debit,RuPay,2028-08-15,Active,100000.0
CARD_0430,ACC_0564,xxxx-xxxx-xxxx-2005,Debit,Amex,2026-10-29,Active,100000.0
CARD_0431,ACC_0318,xxxx-xxxx-xxxx-1826,Debit,Visa,2029-08-06,Active,100000.0
CARD_0432,ACC_0566,xxxx-xxxx-xxxx-9571,Credit,Amex,2029-01-11,Active,100000.0
CARD_0433,ACC_0896,xxxx-xxxx-xxxx-9437,Debit,Visa,2028-07-04,Active,100000.0
CARD_0434,ACC_1125,xxxx-xxxx-xxxx-7364,Debit,Amex,2028-07-22,Active,100000.0
CARD_0435,ACC_1076,xxxx-xxxx-xxxx-6906,Credit,Amex,2028-11-20,Active,100000.0
CARD_0436,ACC_0730,xxxx-xxxx-xxxx-7536,Debit,RuPay,2026-08-31,Active,100000.0
CARD_0437,ACC_0488,xxxx-xxxx-xxxx-6716,Debit,RuPay,2027-02-07,Active,100000.0
CARD_0438,ACC_0606,xxxx-xxxx-xxxx-2342,Debit,RuPay,2026-08-05,Active,100000.0
CARD_0439,ACC_0597,xxxx-xxxx-xxxx-2601,Debit,Mastercard,2028-07-17,Active,100000.0
CARD_0440,ACC_0268,xxxx-xxxx-xxxx-2347,Credit,Mastercard,2030-02-07,Active,100000.0
CARD_0441,ACC_0347,xxxx-xxxx-xxxx-2481,Debit,Mastercard,2028-07-03,Active,100000.0
CARD_0442,ACC_0572,xxxx-xxxx-xxxx-2733,Credit,Visa,2029-03-04,Active,100000.0
CARD_0443,ACC_1187,xxxx-xxxx-xxxx-5330,Credit,Amex,2030-02-10,Active,100000.0
CARD_0444,ACC_0723,xxxx-xxxx-xxxx-2535,Debit,RuPay,2026-09-05,Active,100000.0
CARD_0445,ACC_0581,xxxx-xxxx-xxxx-9429,Debit,Mastercard,2029-02-01,Active,100000.0
CARD_0446,ACC_0779,xxxx-xxxx-xxxx-5159,Credit,RuPay,2026-11-18,Active,100000.0
CARD_0447,ACC_0001,xxxx-xxxx-xxxx-3972,Debit,RuPay,2026-10-08,Active,100000.0
CARD_0448,ACC_1157,xxxx-xxxx-xxxx-3693,Credit,Visa,2030-01-23,Active,100000.0
CARD_0449,ACC_0404,xxxx-xxxx-xxxx-2475,Credit,Amex,2027-06-07,Active,100000.0
CARD_0450,ACC_0759,xxxx-xxxx-xxxx-3244,Credit,Mastercard,2029-06-30,Active,100000.0
CARD_0451,ACC_0711,xxxx-xxxx-xxxx-9110,Credit,Visa,2030-01-13,Active,100000.0
CARD_0452,ACC_0961,xxxx-xxxx-xxxx-3566,Debit,Visa,2026-08-29,Active,100000.0
CARD_0453,ACC_0029,xxxx-xxxx-xxxx-3190,Debit,Amex,2029-05-06,Active,100000.0
CARD_0454,ACC_0925,xxxx-xxxx-xxxx-1285,Credit,Mastercard,2026-11-18,Active,100000.0
CARD_0455,ACC_0807,xxxx-xxxx-xxxx-1486,Debit,RuPay,2026-10-14,Active,100000.0
CARD_0456,ACC_0774,xxxx-xxxx-xxxx-8335,Credit,RuPay,2026-11-26,Active,100000.0
CARD_0457,ACC_0465,xxxx-xxxx-xxxx-2369,Debit,RuPay,2030-01-14,Active,100000.0
CARD_0458,ACC_0642,xxxx-xxxx-xxxx-5520,Debit,RuPay,2029-10-31,Active,100000.0
CARD_0459,ACC_0231,xxxx-xxxx-xxxx-6802,Credit,Amex,2026-07-12,Active,100000.0
CARD_0460,ACC_0375,xxxx-xxxx-xxxx-7939,Credit,Visa,2028-11-21,Active,100000.0
CARD_0461,ACC_1139,xxxx-xxxx-xxxx-2660,Debit,Amex,2030-03-09,Active,100000.0
CARD_0462,ACC_0363,xxxx-xxxx-xxxx-1912,Credit,RuPay,2029-10-25,Active,100000.0
CARD_0463,ACC_0856,xxxx-xxxx-xxxx-7507,Credit,Mastercard,2029-05-21,Active,100000.0
CARD_0464,ACC_0264,xxxx-xxxx-xxxx-7504,Debit,Visa,2029-05-14,Active,100000.0
CARD_0465,ACC_0311,xxxx-xxxx-xxxx-5518,Debit,Visa,2029-04-09,Active,100000.0
CARD_0466,ACC_0728,xxxx-xxxx-xxxx-4592,Debit,Amex,2028-07-22,Active,100000.0
CARD_0467,ACC_0951,xxxx-xxxx-xxxx-5199,Debit,Amex,2026-09-03,Active,100000.0
CARD_0468,ACC_1159,xxxx-xxxx-xxxx-7747,Credit,Visa,2027-05-04,Active,100000.0
CARD_0469,ACC_0382,xxxx-xxxx-xxxx-3153,Credit,Mastercard,2028-01-27,Active,100000.0
CARD_0470,ACC_1127,xxxx-xxxx-xxxx-3988,Credit,Visa,2029-09-23,Active,100000.0
CARD_0471,ACC_0556,xxxx-xxxx-xxxx-3378,Debit,Mastercard,2026-12-15,Active,100000.0
CARD_0472,ACC_0558,xxxx-xxxx-xxxx-1075,Debit,RuPay,2028-02-08,Active,100000.0
CARD_0473,ACC_0804,xxxx-xxxx-xxxx-9847,Debit,Amex,2028-05-22,Active,100000.0
CARD_0474,ACC_0030,xxxx-xxxx-xxxx-1889,Credit,Mastercard,2027-09-23,Active,100000.0
CARD_0475,ACC_0865,xxxx-xxxx-xxxx-8888,Debit,RuPay,2029-02-06,Active,100000.0
CARD_0476,ACC_0464,xxxx-xxxx-xxxx-9074,Credit,Amex,2029-02-07,Active,100000.0
CARD_0477,ACC_0167,xxxx-xxxx-xxxx-4507,Debit,Amex,2029-12-31,Active,100000.0
CARD_0478,ACC_0297,xxxx-xxxx-xxxx-9429,Debit,Amex,2027-06-19,Active,100000.0
CARD_0479,ACC_0855,xxxx-xxxx-xxxx-2205,Debit,Mastercard,2027-03-09,Active,100000.0
CARD_0480,ACC_0247,xxxx-xxxx-xxxx-9008,Credit,Amex,2028-06-27,Active,100000.0
CARD_0481,ACC_0556,xxxx-xxxx-xxxx-6305,Debit,Amex,2029-04-19,Active,100000.0
CARD_0482,ACC_0794,xxxx-xxxx-xxxx-5190,Credit,Visa,2029-09-20,Active,100000.0
CARD_0483,ACC_1100,xxxx-xxxx-xxxx-4311,Credit,Visa,2029-05-16,Active,100000.0
CARD_0484,ACC_0523,xxxx-xxxx-xxxx-9670,Credit,RuPay,2027-11-15,Active,100000.0
CARD_0485,ACC_0861,xxxx-xxxx-xxxx-6663,Debit,Visa,2029-03-07,Active,100000.0
CARD_0486,ACC_0936,xxxx-xxxx-xxxx-4131,Credit,Mastercard,2027-04-26,Active,100000.0
CARD_0487,ACC_0573,xxxx-xxxx-xxxx-6538,Debit,Mastercard,2028-11-17,Active,100000.0
CARD_0488,ACC_0145,xxxx-xxxx-xxxx-2282,Debit,Visa,2030-06-10,Active,100000.0
CARD_0489,ACC_0734,xxxx-xxxx-xxxx-5277,Credit,Visa,2027-05-24,Active,100000.0
CARD_0490,ACC_1123,xxxx-xxxx-xxxx-8516,Debit,RuPay,2027-02-15,Active,100000.0
CARD_0491,ACC_0072,xxxx-xxxx-xxxx-9832,Debit,Mastercard,2029-03-31,Active,100000.0
CARD_0492,ACC_0983,xxxx-xxxx-xxxx-5559,Credit,Mastercard,2029-08-27,Active,100000.0
CARD_0493,ACC_0102,xxxx-xxxx-xxxx-7717,Debit,RuPay,2026-11-11,Active,100000.0
CARD_0494,ACC_0315,xxxx-xxxx-xxxx-5366,Credit,Amex,2029-11-29,Active,100000.0
CARD_0495,ACC_0786,xxxx-xxxx-xxxx-4543,Debit,RuPay,2027-06-14,Active,100000.0
CARD_0496,ACC_0580,xxxx-xxxx-xxxx-8691,Credit,RuPay,2027-05-30,Active,100000.0
CARD_0497,ACC_0309,xxxx-xxxx-xxxx-5678,Debit,Amex,2029-07-04,Active,100000.0
CARD_0498,ACC_0583,xxxx-xxxx-xxxx-1468,Credit,RuPay,2026-07-20,Active,100000.0
CARD_0499,ACC_0114,xxxx-xxxx-xxxx-9580,Debit,Mastercard,2029-08-29,Active,100000.0
