account_id,customer_id,account_type,balance,currency,status,kyc_status,created_at
ACC_0299,CUST_0204,CreditCard,1041258.31,INR,Active,Verified,2025-11-13 06:30:33
ACC_0300,CUST_0829,CreditCard,1334543.72,INR,Active,Verified,2025-12-17 04:31:43
ACC_0301,CUST_0748,Savings,246897.86,INR,Active,Verified,2025-08-06 19:08:03
ACC_0302,CUST_0987,Current,432060.18,INR,Active,Verified,2025-10-11 02:36:31
ACC_0303,CUST_0028,Current,541294.55,INR,Active,Verified,2026-01-15 16:46:04
ACC_0304,CUST_0738,Current,1075011.68,INR,Active,Verified,2025-05-23 10:59:11
ACC_0305,CUST_0883,Current,539290.05,INR,Active,Verified,2025-05-31 19:16:01
ACC_0306,CUST_0260,Current,705887.69,INR,Active,Verified,2025-11-18 11:16:41
ACC_0307,CUST_0872,Current,916256.32,INR,Active,Verified,2025-11-30 00:21:50
ACC_0308,CUST_0251,Current,348771.48,INR,Active,Verified,2025-10-05 07:03:32
ACC_0309,CUST_0866,Current,1036588.71,INR,Active,Verified,2025-07-24 04:24:06
ACC_0310,CUST_0529,Savings,1199555.37,INR,Active,Verified,2025-10-14 13:59:07
ACC_0311,CUST_0059,Savings,609333.05,INR,Active,Verified,2026-03-16 21:39:43
ACC_0312,CUST_0246,Savings,189252.43,INR,Active,Verified,2025-04-29 12:41:29
ACC_0313,CUST_0648,CreditCard,28100.18,INR,Active,Verified,2026-03-21 05:20:05
ACC_0314,CUST_0387,Savings,97862.96,INR,Active,Verified,2025-08-12 19:45:40
ACC_0315,CUST_0548,CreditCard,1216170.64,INR,Active,Verified,2025-11-02 23:42:22
ACC_0316,CUST_0954,CreditCard,247504.37,INR,Active,Verified,2026-03-06 21:56:50
ACC_0317,CUST_0317,Savings,1015986.28,INR,Active,Verified,2025-09-08 06:27:11
ACC_0318,CUST_0025,Current,909841.06,INR,Active,Verified,2026-01-12 07:59:00
ACC_0319,CUST_0291,Current,210608.94,INR,Active,Verified,2025-08-08 04:40:55
ACC_0320,CUST_0259,Current,735229.95,INR,Active,Verified,2025-09-04 17:11:14
ACC_0321,CUST_0348,Savings,227255.78,INR,Active,Verified,2025-06-09 14:50:05
ACC_0322,CUST_0577,CreditCard,87252.82,INR,Active,Verified,2025-06-02 14:15:09
ACC_0323,CUST_0359,Savings,571800.86,INR,Active,Verified,2025-09-15 01:40:21
ACC_0324,CUST_0260,CreditCard,814628.3,INR,Active,Verified,2025-11-18 11:16:41
ACC_0325,CUST_0189,Savings,764311.08,INR,Active,Verified,2025-11-02 23:18:05
ACC_0326,CUST_0543,Savings,656800.13,INR,Active,Verified,2025-11-11 03:26:50
ACC_0327,CUST_0680,CreditCard,1019857.45,INR,Active,Verified,2025-06-06 22:16:45
ACC_0328,CUST_0315,Current,1304007.8,INR,Active,Verified,2025-07-11 02:50:14
ACC_0329,CUST_0897,Current,1277269.53,INR,Active,Verified,2026-03-13 01:07:20
ACC_0330,CUST_0362,Savings,934018.81,INR,Active,Verified,2025-06-09 10:30:17
ACC_0331,CUST_0382,Current,1346400.06,INR,Active,Verified,2025-09-25 23:52:04
ACC_0332,CUST_0328,CreditCard,1020338.39,INR,Active,Verified,2025-06-22 12:24:29
ACC_0333,CUST_0473,CreditCard,948857.92,INR,Active,Verified,2025-04-21 13:30:12
ACC_0334,CUST_0012,Current,1479872.96,INR,Active,Verified,2026-03-01 20:01:57
ACC_0335,CUST_0295,CreditCard,1479324.36,INR,Active,Verified,2025-08-05 20:37:14
ACC_0336,CUST_0960,CreditCard,64993.58,INR,Active,Verified,2025-07-19 00:16:54
ACC_0337,CUST_0851,Current,1392313.79,INR,Active,Verified,2026-03-10 01:14:56
ACC_0338,CUST_0455,Savings,205229.83,INR,Active,Verified,2025-12-02 11:33:18
ACC_0339,CUST_0710,Savings,360675.09,INR,Active,Verified,2026-01-30 18:03:43
ACC_0340,CUST_0311,CreditCard,982941.31,INR,Active,Verified,2025-04-12 15:31:52
ACC_0341,CUST_0719,Savings,630513.22,INR,Active,Verified,2026-01-24 09:14:10
ACC_0342,CUST_0467,CreditCard,1351312.98,INR,Active,Verified,2025-07-09 10:08:52
ACC_0343,CUST_0567,CreditCard,1462956.95,INR,Active,Verified,2026-02-19 23:10:24
ACC_0344,CUST_0436,CreditCard,1440474.74,INR,Active,Verified,2026-03-23 22:56:45
ACC_0345,CUST_0100,Savings,508353.63,INR,Active,Verified,2025-04-29 12:33:02
ACC_0346,CUST_0794,Current,155655.97,INR,Active,Verified,2025-07-20 23:11:00
ACC_0347,CUST_0042,Savings,1161348.98,INR,Active,Verified,2025-04-11 11:31:40
ACC_0348,CUST_0761,Savings,598197.23,INR,Active,Verified,2025-08-23 18:40:05
ACC_0349,CUST_0236,Savings,183924.86,INR,Active,Verified,2025-10-29 16:29:44
ACC_0350,CUST_0504,CreditCard,735348.71,INR,Active,Verified,2025-08-30 10:14:51
ACC_0351,CUST_0145,CreditCard,777761.87,INR,Active,Verified,2025-11-30 20:25:23
ACC_0352,CUST_0090,CreditCard,1406301.04,INR,Active,Verified,2025-09-26 18:08:04
ACC_0353,CUST_0984,CreditCard,1070121.58,INR,Active,Verified,2025-09-07 22:28:10
ACC_0354,CUST_0341,CreditCard,1388140.0,INR,Active,Verified,2025-11-08 00:54:06
ACC_0355,CUST_0788,Savings,406734.79,INR,Active,Verified,2025-04-09 11:51:01
ACC_0356,CUST_0013,CreditCard,1091289.25,INR,Active,Verified,2025-09-08 04:47:59
ACC_0357,CUST_0202,Current,642197.43,INR,Active,Verified,2026-01-12 06:19:33
ACC_0358,CUST_0283,Current,1187501.77,INR,Active,Verified,2025-08-05 01:00:54
ACC_0359,CUST_0161,Current,650563.52,INR,Active,Verified,2025-11-19 16:27:23
ACC_0360,CUST_0911,Savings,1172017.12,INR,Active,Verified,2026-02-04 17:40:05
ACC_0361,CUST_0885,CreditCard,703341.46,INR,Active,Verified,2025-04-24 11:15:29
ACC_0362,CUST_0711,Savings,927115.62,INR,Active,Verified,2026-03-02 19:43:38
ACC_0363,CUST_0456,CreditCard,70971.52,INR,Active,Verified,2025-12-16 13:33:12
ACC_0364,CUST_0047,CreditCard,1083242.4,INR,Active,Verified,2025-12-02 11:23:19
ACC_0365,CUST_0002,Savings,834024.61,INR,Active,Verified,2026-01-08 01:09:36
ACC_0366,CUST_0203,CreditCard,8995.51,INR,Active,Verified,2026-01-21 16:14:35
ACC_0367,CUST_0319,CreditCard,359545.96,INR,Active,Verified,2025-09-24 01:52:54
ACC_0368,CUST_0611,Current,688966.72,INR,Active,Verified,2025-08-07 07:15:30
ACC_0369,CUST_0342,Savings,791302.93,INR,Active,Verified,2026-01-27 02:01:40
ACC_0370,CUST_0386,Current,1126740.12,INR,Active,Verified,2025-11-01 08:46:58
ACC_0371,CUST_0091,Current,1386257.73,INR,Active,Verified,2025-10-14 11:28:52
ACC_0372,CUST_0170,Savings,237935.25,INR,Active,Verified,2025-12-22 19:26:05
ACC_0373,CUST_0829,Current,1275413.77,INR,Active,Verified,2025-12-17 04:31:43
ACC_0374,CUST_0476,CreditCard,335023.26,INR,Active,Verified,2025-04-22 10:44:28
ACC_0375,CUST_0289,CreditCard,347444.93,INR,Active,Verified,2026-01-30 03:06:06
ACC_0376,CUST_0537,Current,609978.61,INR,Active,Verified,2025-10-30 16:00:07
ACC_0377,CUST_0957,Savings,705429.99,INR,Active,Verified,2025-11-11 13:07:01
ACC_0378,CUST_0121,Current,1110369.9,INR,Active,Verified,2025-12-29 10:20:10
ACC_0379,CUST_0008,Savings,613672.01,INR,Active,Verified,2025-05-25 21:39:37
ACC_0380,CUST_0768,CreditCard,618304.79,INR,Active,Verified,2025-10-19 20:36:39
ACC_0381,CUST_0765,Current,426024.12,INR,Active,Verified,2025-11-17 09:30:47
ACC_0382,CUST_0209,CreditCard,612118.99,INR,Active,Verified,2026-03-08 20:55:38
ACC_0383,CUST_0869,Current,99815.63,INR,Active,Verified,2025-08-06 21:49:58
ACC_0384,CUST_0255,CreditCard,513170.38,INR,Active,Verified,2026-01-07 01:07:18
ACC_0385,CUST_0679,Savings,1427585.64,INR,Active,Verified,2025-08-04 04:44:33
ACC_0386,CUST_0361,Current,193991.95,INR,Active,Verified,2025-11-05 13:55:46
ACC_0387,CUST_0159,Current,944125.56,INR,Active,Verified,2025-11-02 03:43:08
ACC_0388,CUST_0493,CreditCard,1287805.76,INR,Active,Verified,2025-04-04 09:06:25
ACC_0389,CUST_0711,Current,861514.46,INR,Active,Verified,2026-03-02 19:43:38
ACC_0390,CUST_0132,Savings,1402384.37,INR,Active,Verified,2025-05-13 03:01:50
ACC_0391,CUST_0876,Savings,1009356.19,INR,Active,Verified,2025-04-30 12:05:39
ACC_0392,CUST_0006,CreditCard,170995.36,INR,Active,Verified,2025-08-13 12:51:16
ACC_0393,CUST_0459,Current,147655.45,INR,Active,Verified,2025-09-07 20:53:39
ACC_0394,CUST_0035,Current,988171.35,INR,Active,Verified,2026-02-05 22:29:49
ACC_0395,CUST_0591,Savings,164012.55,INR,Active,Verified,2025-04-15 08:36:14
ACC_0396,CUST_0091,CreditCard,511185.4,INR,Active,Verified,2025-10-14 11:28:52
ACC_0397,CUST_0533,Savings,9492.13,INR,Active,Verified,2025-04-19 04:34:17
ACC_0398,CUST_0681,Current,1019579.18,INR,Active,Verified,2025-04-02 22:02:11
ACC_0399,CUST_0958,Savings,383920.82,INR,Active,Verified,2025-12-03 10:20:44
ACC_0400,CUST_0550,Savings,936389.09,INR,Active,Verified,2025-08-31 06:04:56
ACC_0401,CUST_0804,Current,322143.02,INR,Active,Verified,2025-04-04 13:43:46
ACC_0402,CUST_0515,Savings,1006364.41,INR,Active,Verified,2026-01-11 17:12:09
ACC_0403,CUST_0105,Current,1079979.95,INR,Active,Verified,2026-03-14 07:04:56
ACC_0404,CUST_0831,CreditCard,329337.16,INR,Active,Verified,2025-12-15 04:10:21
ACC_0405,CUST_0515,Current,667318.96,INR,Active,Verified,2026-01-11 17:12:09
ACC_0406,CUST_0244,Savings,827252.59,INR,Active,Verified,2025-08-14 07:26:37
ACC_0407,CUST_0888,Savings,1379919.09,INR,Active,Verified,2025-11-09 22:29:05
ACC_0408,CUST_0348,CreditCard,1089005.58,INR,Active,Verified,2025-06-09 14:50:05
ACC_0409,CUST_0041,Savings,915075.75,INR,Active,Verified,2025-09-30 04:06:51
ACC_0410,CUST_0012,CreditCard,54591.43,INR,Active,Verified,2026-03-01 20:01:57
ACC_0411,CUST_0991,CreditCard,744135.24,INR,Active,Verified,2025-11-24 22:05:26
ACC_0412,CUST_0940,Current,1101930.52,INR,Active,Verified,2026-03-24 06:07:29
ACC_0413,CUST_0628,CreditCard,851470.96,INR,Active,Verified,2026-02-21 18:46:56
ACC_0414,CUST_0975,CreditCard,557710.73,INR,Active,Verified,2025-10-17 09:57:47
ACC_0415,CUST_0461,Savings,152196.62,INR,Active,Verified,2025-04-18 22:05:14
ACC_0416,CUST_0296,Savings,632707.01,INR,Active,Verified,2025-04-09 17:36:55
ACC_0417,CUST_0165,Savings,1134664.66,INR,Active,Verified,2025-06-28 01:05:16
ACC_0418,CUST_0927,CreditCard,863345.88,INR,Active,Verified,2025-12-28 10:19:15
ACC_0419,CUST_0687,Savings,869772.88,INR,Active,Verified,2025-07-16 04:00:17
ACC_0420,CUST_0937,CreditCard,220690.53,INR,Active,Verified,2025-12-31 15:08:35
ACC_0421,CUST_0638,Savings,531035.08,INR,Active,Verified,2025-09-30 21:14:12
ACC_0422,CUST_0863,Current,523553.87,INR,Active,Verified,2026-02-27 17:02:27
ACC_0423,CUST_0197,Savings,780442.94,INR,Active,Verified,2025-04-25 08:21:34
ACC_0424,CUST_0162,Current,1142865.16,INR,Active,Verified,2025-10-01 06:41:24
ACC_0425,CUST_0165,Current,557352.6,INR,Active,Verified,2025-06-28 01:05:16
ACC_0426,CUST_0220,Savings,834265.64,INR,Active,Verified,2026-03-17 20:20:01
ACC_0427,CUST_0966,Current,930867.29,INR,Active,Verified,2025-07-18 07:59:00
ACC_0428,CUST_0754,Current,1015550.15,INR,Active,Verified,2025-10-18 22:59:26
ACC_0429,CUST_0903,Savings,1086543.8,INR,Active,Verified,2025-10-10 03:17:11
ACC_0430,CUST_0015,Savings,293039.67,INR,Active,Verified,2025-08-07 01:17:56
ACC_0431,CUST_0366,Current,1433667.38,INR,Active,Verified,2025-07-18 20:20:08
ACC_0432,CUST_0302,Savings,140614.86,INR,Active,Verified,2025-07-20 22:14:50
ACC_0433,CUST_0759,Savings,509990.37,INR,Active,Verified,2025-10-08 14:08:41
ACC_0434,CUST_0030,CreditCard,1227533.94,INR,Active,Verified,2025-06-24 11:33:15
ACC_0435,CUST_0362,Savings,1469946.97,INR,Active,Verified,2025-06-09 10:30:17
ACC_0436,CUST_0458,Savings,20002.58,INR,Active,Verified,2025-05-02 19:33:17
ACC_0437,CUST_0954,Current,141267.97,INR,Active,Verified,2026-03-06 21:56:50
ACC_0438,CUST_0814,Current,493109.72,INR,Active,Verified,2026-01-30 00:12:45
ACC_0439,CUST_0286,Current,905371.93,INR,Active,Verified,2025-11-12 13:24:07
ACC_0440,CUST_0264,CreditCard,1460946.64,INR,Active,Verified,2025-06-30 03:19:13
ACC_0441,CUST_0836,Savings,217419.73,INR,Active,Verified,2025-05-03 06:55:21
ACC_0442,CUST_0881,Current,33608.37,INR,Active,Verified,2025-08-13 00:43:21
ACC_0443,CUST_0092,Savings,227550.31,INR,Active,Verified,2025-06-17 20:28:11
ACC_0444,CUST_0826,Current,1063231.06,INR,Active,Verified,2025-07-26 21:53:29
ACC_0445,CUST_0596,Savings,159593.61,INR,Active,Verified,2025-12-06 23:18:27
ACC_0446,CUST_0792,CreditCard,1449082.16,INR,Active,Verified,2026-02-03 14:55:03
ACC_0447,CUST_0894,Current,1381331.14,INR,Active,Verified,2025-06-19 13:54:30
ACC_0448,CUST_0112,Current,1213695.59,INR,Active,Verified,2026-01-21 21:19:48
ACC_0449,CUST_0196,CreditCard,250869.39,INR,Active,Verified,2026-02-24 18:55:26
ACC_0450,CUST_0515,Savings,641645.33,INR,Active,Verified,2026-01-11 17:12:09
ACC_0451,CUST_0314,Current,1142658.74,INR,Active,Verified,2025-09-21 08:00:37
ACC_0452,CUST_0273,Current,551253.89,INR,Active,Verified,2025-10-17 14:50:05
ACC_0453,CUST_0652,Savings,934329.29,INR,Active,Verified,2025-05-22 22:16:28
ACC_0454,CUST_0897,Current,863935.48,INR,Active,Verified,2026-03-13 01:07:20
ACC_0455,CUST_0270,CreditCard,605968.95,INR,Active,Verified,2025-07-18 07:02:20
ACC_0456,CUST_0958,Savings,1047810.7,INR,Active,Verified,2025-12-03 10:20:44
ACC_0457,CUST_0761,Current,60069.6,INR,Active,Verified,2025-08-23 18:40:05
ACC_0458,CUST_0329,Current,526194.03,INR,Active,Verified,2025-10-24 02:07:10
ACC_0459,CUST_0016,CreditCard,1398222.69,INR,Active,Verified,2025-12-24 21:13:30
ACC_0460,CUST_0640,Current,1431113.55,INR,Active,Verified,2025-11-10 13:44:19
ACC_0461,CUST_0619,CreditCard,613071.09,INR,Active,Verified,2026-03-28 06:07:29
ACC_0462,CUST_0909,Savings,309722.86,INR,Active,Verified,2025-12-03 08:58:11
ACC_0463,CUST_0213,Current,385919.0,INR,Active,Verified,2026-01-03 13:03:10
ACC_0464,CUST_0181,CreditCard,1329311.76,INR,Active,Verified,2025-08-16 15:10:07
ACC_0465,CUST_0528,Savings,240099.75,INR,Active,Verified,2026-01-25 03:16:25
ACC_0466,CUST_0655,Current,111242.5,INR,Active,Verified,2025-12-19 17:19:26
ACC_0467,CUST_0739,CreditCard,490878.75,INR,Active,Verified,2026-03-20 04:14:08
ACC_0468,CUST_0987,Savings,973992.2,INR,Active,Verified,2025-10-11 02:36:31
ACC_0469,CUST_0104,Savings,817352.43,INR,Active,Verified,2025-12-04 11:22:10
ACC_0470,CUST_0939,Current,1246605.37,INR,Active,Verified,2025-07-13 00:48:08
ACC_0471,CUST_0290,CreditCard,143290.54,INR,Active,Verified,2025-12-16 11:54:45
ACC_0472,CUST_0629,Current,234241.31,INR,Active,Verified,2025-07-31 00:44:40
ACC_0473,CUST_0377,CreditCard,262410.11,INR,Active,Verified,2025-05-16 17:32:22
ACC_0474,CUST_0460,Current,1423055.28,INR,Active,Verified,2026-03-12 04:04:30
ACC_0475,CUST_0073,Current,607357.6,INR,Active,Verified,2026-01-30 01:54:19
ACC_0476,CUST_0307,CreditCard,1048061.12,INR,Active,Verified,2025-11-27 23:20:41
ACC_0477,CUST_0075,CreditCard,610814.85,INR,Active,Verified,2025-04-01 03:20:28
ACC_0478,CUST_0718,CreditCard,1021125.32,INR,Active,Verified,2025-10-21 18:25:32
ACC_0479,CUST_0514,CreditCard,1007247.01,INR,Active,Verified,2025-09-22 05:35:21
ACC_0480,CUST_0751,CreditCard,909942.61,INR,Active,Verified,2025-04-01 13:43:14
ACC_0481,CUST_0652,Current,672207.65,INR,Active,Verified,2025-05-22 22:16:28
ACC_0482,CUST_0109,CreditCard,830926.35,INR,Active,Verified,2026-02-16 22:56:33
ACC_0483,CUST_0591,Current,114066.98,INR,Active,Verified,2025-04-15 08:36:14
ACC_0484,CUST_0198,Current,893397.66,INR,Active,Verified,2025-06-22 21:32:39
ACC_0485,CUST_0263,Current,1390387.85,INR,Active,Verified,2025-10-27 14:28:53
ACC_0486,CUST_0438,Savings,692660.36,INR,Active,Verified,2026-02-10 20:35:24
ACC_0487,CUST_0585,CreditCard,866734.41,INR,Active,Verified,2025-11-03 09:34:24
ACC_0488,CUST_0673,Current,769196.4,INR,Active,Verified,2026-02-21 15:58:01
ACC_0489,CUST_0380,Current,660347.27,INR,Active,Verified,2025-09-05 14:45:00
ACC_0490,CUST_0900,Savings,1373598.62,INR,Active,Verified,2025-06-09 05:22:46
ACC_0491,CUST_0896,Current,6360.28,INR,Active,Verified,2025-07-19 15:52:13
ACC_0492,CUST_0370,CreditCard,520267.53,INR,Active,Verified,2025-05-25 20:46:43
ACC_0493,CUST_0188,CreditCard,101984.42,INR,Active,Verified,2025-09-26 01:49:53
ACC_0494,CUST_0367,Savings,157345.4,INR,Active,Verified,2025-05-25 22:17:54
ACC_0495,CUST_0988,Savings,245840.03,INR,Active,Verified,2025-05-02 02:15:27
ACC_0496,CUST_0628,CreditCard,1441196.24,INR,Active,Verified,2026-02-21 18:46:56
ACC_0497,CUST_0719,Savings,1175597.8,INR,Active,Verified,2026-01-24 09:14:10
ACC_0498,CUST_0251,CreditCard,1094916.22,INR,Active,Verified,2025-10-05 07:03:32
ACC_0499,CUST_0467,Savings,936501.93,INR,Active,Verified,2025-07-09 10:08:52
ACC_0500,CUST_0832,CreditCard,1058944.92,INR,Active,Verified,2025-05-13 09:12:03
ACC_0501,CUST_0777,Current,577301.43,INR,Active,Verified,2025-06-12 08:26:36
ACC_0502,CUST_0755,CreditCard,1181604.09,INR,Active,Verified,2026-03-12 21:19:52
ACC_0503,CUST_0378,Current,942070.8,INR,Active,Verified,2025-08-14 22:13:07
ACC_0504,CUST_0707,Current,979756.57,INR,Active,Verified,2025-10-25 22:32:53
ACC_0505,CUST_0303,CreditCard,880384.95,INR,Active,Verified,2025-12-14 20:18:55
ACC_0506,CUST_0673,CreditCard,1025256.1,INR,Active,Verified,2026-02-21 15:58:01
ACC_0507,CUST_0327,CreditCard,710795.66,INR,Active,Verified,2025-11-26 13:57:09
ACC_0508,CUST_0067,Current,493236.33,INR,Active,Verified,2026-02-03 13:40:13
ACC_0509,CUST_0384,CreditCard,496726.17,INR,Active,Verified,2026-02-02 00:53:25
ACC_0510,CUST_0327,Current,732990.2,INR,Active,Verified,2025-11-26 13:57:09
ACC_0511,CUST_0529,Savings,429469.12,INR,Active,Verified,2025-10-14 13:59:07
ACC_0512,CUST_0438,Current,479262.47,INR,Active,Verified,2026-02-10 20:35:24
ACC_0513,CUST_0698,Current,1213407.24,INR,Active,Verified,2025-06-23 08:39:17
ACC_0514,CUST_0483,Current,1124818.62,INR,Active,Verified,2026-03-24 03:23:48
ACC_0515,CUST_0135,CreditCard,20692.65,INR,Active,Verified,2025-08-03 10:44:40
ACC_0516,CUST_0951,Current,673633.79,INR,Active,Verified,2025-12-20 06:30:42
ACC_0517,CUST_0679,Current,362291.33,INR,Active,Verified,2025-08-04 04:44:33
ACC_0518,CUST_0462,CreditCard,1211181.0,INR,Active,Verified,2026-03-02 15:57:26
ACC_0519,CUST_0309,CreditCard,1190308.3,INR,Active,Verified,2026-01-09 04:56:19
ACC_0520,CUST_0110,Savings,1210829.48,INR,Active,Verified,2025-05-21 08:55:29
ACC_0521,CUST_0742,Current,1362268.87,INR,Active,Verified,2025-10-19 17:20:22
ACC_0522,CUST_0140,CreditCard,585045.49,INR,Active,Verified,2025-11-13 05:20:33
ACC_0523,CUST_0310,CreditCard,1247802.59,INR,Active,Verified,2026-01-30 02:23:06
ACC_0524,CUST_0837,CreditCard,1439263.36,INR,Active,Verified,2025-09-08 09:31:36
ACC_0525,CUST_0899,Savings,328872.37,INR,Active,Verified,2026-02-21 15:02:23
ACC_0526,CUST_0021,Current,131576.46,INR,Active,Verified,2026-03-10 05:58:52
ACC_0527,CUST_0237,Current,924685.52,INR,Active,Verified,2025-10-11 06:45:46
ACC_0528,CUST_0892,CreditCard,1290430.55,INR,Active,Verified,2025-06-03 10:28:53
ACC_0529,CUST_0325,Current,87385.92,INR,Active,Verified,2025-11-03 08:54:42
ACC_0530,CUST_0764,CreditCard,966903.96,INR,Active,Verified,2025-04-28 12:31:05
ACC_0531,CUST_0742,CreditCard,482445.88,INR,Active,Verified,2025-10-19 17:20:22
ACC_0532,CUST_0544,Savings,148594.63,INR,Active,Verified,2026-01-13 06:14:59
ACC_0533,CUST_0422,Current,1091666.38,INR,Active,Verified,2026-02-23 11:35:12
ACC_0534,CUST_0146,CreditCard,845060.27,INR,Active,Verified,2026-03-10 16:57:34
ACC_0535,CUST_0553,CreditCard,1088340.0,INR,Active,Verified,2026-02-04 16:17:42
ACC_0536,CUST_0896,Current,1366675.0,INR,Active,Verified,2025-07-19 15:52:13
ACC_0537,CUST_0226,Savings,613476.98,INR,Active,Verified,2026-02-25 01:30:37
ACC_0538,CUST_0631,Current,546953.59,INR,Active,Verified,2026-01-03 02:21:31
ACC_0539,CUST_0375,Savings,43111.01,INR,Active,Verified,2025-09-15 22:05:00
ACC_0540,CUST_0904,Current,790538.47,INR,Active,Verified,2026-03-30 23:28:42
ACC_0541,CUST_0542,CreditCard,430475.63,INR,Active,Verified,2026-02-02 11:00:42
ACC_0542,CUST_0705,Current,500247.56,INR,Active,Verified,2025-05-21 02:23:35
ACC_0543,CUST_0638,Savings,735334.63,INR,Active,Verified,2025-09-30 21:14:12
ACC_0544,CUST_0450,Savings,688139.75,INR,Active,Verified,2026-03-03 09:15:17
ACC_0545,CUST_0988,CreditCard,578277.68,INR,Active,Verified,2025-05-02 02:15:27
ACC_0546,CUST_0027,Current,630490.75,INR,Active,Verified,2025-05-16 18:21:08
ACC_0547,CUST_0316,Savings,1079082.57,INR,Active,Verified,2025-06-29 10:42:10
ACC_0548,CUST_0811,CreditCard,881312.06,INR,Active,Verified,2025-11-04 22:42:39
ACC_0549,CUST_0215,Savings,1399178.96,INR,Active,Verified,2025-06-10 08:06:11
ACC_0550,CUST_0004,CreditCard,12003.53,INR,Active,Verified,2026-02-18 21:15:55
ACC_0551,CUST_0052,Savings,1116479.07,INR,Active,Verified,2025-05-11 09:53:59
ACC_0552,CUST_0890,CreditCard,923993.5,INR,Active,Verified,2025-05-01 10:55:56
ACC_0553,CUST_0286,CreditCard,1177196.22,INR,Active,Verified,2025-11-12 13:24:07
ACC_0554,CUST_0660,Current,1128938.39,INR,Active,Verified,2025-04-28 04:28:31
ACC_0555,CUST_0778,Current,640651.66,INR,Active,Verified,2025-11-24 18:30:38
ACC_0556,CUST_0800,Current,165719.47,INR,Active,Verified,2026-02-18 19:33:38
ACC_0557,CUST_0012,Current,1385604.29,INR,Active,Verified,2026-03-01 20:01:57
ACC_0558,CUST_0838,Savings,930088.3,INR,Active,Verified,2025-06-30 09:03:46
ACC_0559,CUST_0844,Current,771087.66,INR,Active,Verified,2025-09-21 04:49:51
ACC_0560,CUST_0280,CreditCard,517893.73,INR,Active,Verified,2025-08-30 15:12:45
ACC_0561,CUST_0209,Current,491543.99,INR,Active,Verified,2026-03-08 20:55:38
ACC_0562,CUST_0447,Savings,969115.36,INR,Active,Verified,2026-03-18 12:39:33
ACC_0563,CUST_0409,CreditCard,354375.83,INR,Active,Verified,2025-05-07 02:08:31
ACC_0564,CUST_0270,Savings,307395.07,INR,Active,Verified,2025-07-18 07:02:20
ACC_0565,CUST_0946,Savings,541679.17,INR,Active,Verified,2025-11-22 20:46:30
ACC_0566,CUST_0488,CreditCard,90953.28,INR,Active,Verified,2025-06-23 22:51:01
ACC_0567,CUST_0662,CreditCard,660113.84,INR,Active,Verified,2025-06-09 06:33:47
ACC_0568,CUST_0496,Savings,772536.41,INR,Active,Verified,2025-11-08 17:22:23
ACC_0569,CUST_0050,CreditCard,1235904.25,INR,Active,Verified,2026-01-22 10:28:34
ACC_0570,CUST_0376,Current,276953.16,INR,Active,Verified,2026-01-10 21:08:20
ACC_0571,CUST_0561,Current,867725.61,INR,Active,Verified,2025-08-31 02:19:55
ACC_0572,CUST_0619,CreditCard,315317.01,INR,Active,Verified,2026-03-28 06:07:29
ACC_0573,CUST_0269,Current,647005.17,INR,Active,Verified,2025-07-28 10:30:54
ACC_0574,CUST_0425,Current,125003.44,INR,Active,Verified,2026-02-14 12:38:08
ACC_0575,CUST_0046,Current,231779.2,INR,Active,Verified,2025-08-25 09:50:02
ACC_0576,CUST_0451,Savings,82227.72,INR,Active,Verified,2025-12-12 16:16:32
ACC_0577,CUST_0300,Savings,711352.66,INR,Active,Verified,2026-02-03 12:37:44
ACC_0578,CUST_0286,Savings,859026.16,INR,Active,Verified,2025-11-12 13:24:07
ACC_0579,CUST_0196,Savings,1419565.09,INR,Active,Verified,2026-02-24 18:55:26
ACC_0580,CUST_0842,CreditCard,815614.3,INR,Active,Verified,2026-03-20 17:13:11
ACC_0581,CUST_0087,Current,306244.13,INR,Active,Verified,2025-04-08 07:28:31
ACC_0582,CUST_0776,CreditCard,245508.52,INR,Active,Verified,2025-04-13 07:51:52
ACC_0583,CUST_0367,CreditCard,555986.89,INR,Active,Verified,2025-05-25 22:17:54
ACC_0584,CUST_0637,Current,141175.77,INR,Active,Verified,2025-04-13 09:37:31
ACC_0585,CUST_0451,CreditCard,258310.73,INR,Active,Verified,2025-12-12 16:16:32
ACC_0586,CUST_0312,Current,817436.25,INR,Active,Verified,2025-12-05 15:19:38
ACC_0587,CUST_0155,Savings,1322124.07,INR,Active,Verified,2025-11-25 23:53:08
ACC_0588,CUST_0902,CreditCard,252918.08,INR,Active,Verified,2025-12-04 15:13:33
ACC_0589,CUST_0285,Savings,149790.56,INR,Active,Verified,2026-03-30 12:46:37
ACC_0590,CUST_0813,Savings,578858.74,INR,Active,Verified,2025-05-22 03:19:29
ACC_0591,CUST_0992,Savings,74392.49,INR,Active,Verified,2025-07-18 14:34:20
ACC_0592,CUST_0794,CreditCard,742127.09,INR,Active,Verified,2025-07-20 23:11:00
ACC_0593,CUST_0755,CreditCard,302211.68,INR,Active,Verified,2026-03-12 21:19:52
ACC_0594,CUST_0782,CreditCard,1494013.69,INR,Active,Verified,2025-08-08 06:49:29
ACC_0595,CUST_0768,CreditCard,189850.35,INR,Active,Verified,2025-10-19 20:36:39
ACC_0596,CUST_0634,CreditCard,532768.67,INR,Active,Verified,2025-10-16 14:03:35
ACC_0597,CUST_0780,Savings,798252.31,INR,Active,Verified,2025-06-19 20:00:44
