ticket_id,customer_id,created_timestamp,issue_category,ticket_status,customer_sentiment_rating
TICKET_0335,CUST_0273,2026-02-18 00:00:00,Refund Status,Resolved,1
TICKET_0336,CUST_0985,2026-03-20 00:00:00,Delivery Delay,Resolved,5
TICKET_0337,CUST_0299,2026-04-13 00:00:00,Refund Status,Resolved,1
TICKET_0338,CUST_0988,2026-05-19 00:00:00,Payment Failed,Resolved,2
TICKET_0339,CUST_0017,2026-03-07 00:00:00,Refund Status,Resolved,4
TICKET_0340,CUST_0151,2026-03-10 00:00:00,Payment Failed,In Progress,5
TICKET_0341,CUST_0389,2026-04-18 00:00:00,Delivery Delay,Resolved,4
TICKET_0342,CUST_0517,2026-02-26 00:00:00,Payment Failed,Resolved,4
TICKET_0343,CUST_0830,2026-03-08 00:00:00,Delivery Delay,Resolved,4
TICKET_0344,CUST_0059,2026-03-28 00:00:00,Payment Failed,Resolved,2
TICKET_0345,CUST_0780,2026-05-01 00:00:00,Refund Status,Resolved,2
TICKET_0346,CUST_0647,2026-04-18 00:00:00,Delivery Delay,Open,3
TICKET_0347,CUST_0786,2026-03-21 00:00:00,Refund Status,Resolved,5
TICKET_0348,CUST_0651,2026-03-05 00:00:00,Delivery Delay,In Progress,1
TICKET_0349,CUST_0324,2026-02-23 00:00:00,Payment Failed,Resolved,4
TICKET_0350,CUST_0598,2026-04-24 00:00:00,Account Lock,Resolved,5
TICKET_0351,CUST_0683,2026-04-19 00:00:00,Refund Status,Resolved,4
TICKET_0352,CUST_0979,2026-03-13 00:00:00,Payment Failed,In Progress,5
TICKET_0353,CUST_0449,2026-03-07 00:00:00,Payment Failed,Resolved,2
TICKET_0354,CUST_0735,2026-05-14 00:00:00,Account Lock,Open,3
TICKET_0355,CUST_0827,2026-04-18 00:00:00,Payment Failed,Resolved,4
TICKET_0356,CUST_0374,2026-03-20 00:00:00,Payment Failed,Resolved,4
TICKET_0357,CUST_0477,2026-04-28 00:00:00,Delivery Delay,Resolved,5
TICKET_0358,CUST_0184,2026-02-14 00:00:00,Payment Failed,Resolved,4
TICKET_0359,CUST_0884,2026-05-17 00:00:00,Payment Failed,Resolved,2
TICKET_0360,CUST_0056,2026-02-18 00:00:00,Account Lock,In Progress,2
TICKET_0361,CUST_0818,2026-05-18 00:00:00,Account Lock,Resolved,2
TICKET_0362,CUST_0576,2026-04-25 00:00:00,Payment Failed,Open,3
TICKET_0363,CUST_0305,2026-03-20 00:00:00,Delivery Delay,In Progress,3
TICKET_0364,CUST_0382,2026-02-14 00:00:00,Account Lock,Resolved,4
TICKET_0365,CUST_0302,2026-04-25 00:00:00,Delivery Delay,In Progress,5
TICKET_0366,CUST_0875,2026-04-19 00:00:00,Payment Failed,Resolved,1
TICKET_0367,CUST_0563,2026-04-24 00:00:00,Payment Failed,Resolved,3
TICKET_0368,CUST_0843,2026-05-08 00:00:00,Payment Failed,Resolved,2
TICKET_0369,CUST_0015,2026-04-01 00:00:00,Refund Status,Resolved,4
TICKET_0370,CUST_0120,2026-05-04 00:00:00,Payment Failed,Resolved,2
TICKET_0371,CUST_0957,2026-02-24 00:00:00,Payment Failed,Resolved,4
TICKET_0372,CUST_0423,2026-03-13 00:00:00,Delivery Delay,Resolved,5
TICKET_0373,CUST_0892,2026-03-25 00:00:00,Account Lock,Resolved,4
TICKET_0374,CUST_0828,2026-03-25 00:00:00,Delivery Delay,Resolved,3
TICKET_0375,CUST_0536,2026-02-11 00:00:00,Delivery Delay,Resolved,4
TICKET_0376,CUST_0776,2026-03-24 00:00:00,Account Lock,Resolved,1
TICKET_0377,CUST_0031,2026-04-29 00:00:00,Payment Failed,Resolved,4
TICKET_0378,CUST_0276,2026-03-08 00:00:00,Payment Failed,Resolved,1
TICKET_0379,CUST_0429,2026-03-26 00:00:00,Account Lock,Resolved,4
TICKET_0380,CUST_0062,2026-03-23 00:00:00,Payment Failed,Resolved,1
TICKET_0381,CUST_0036,2026-02-14 00:00:00,Delivery Delay,Resolved,4
TICKET_0382,CUST_0456,2026-02-12 00:00:00,Payment Failed,Resolved,2
TICKET_0383,CUST_0338,2026-02-24 00:00:00,Refund Status,Resolved,1
TICKET_0384,CUST_0135,2026-02-16 00:00:00,Refund Status,Resolved,4
TICKET_0385,CUST_0220,2026-04-18 00:00:00,Delivery Delay,Resolved,4
TICKET_0386,CUST_0723,2026-02-24 00:00:00,Refund Status,In Progress,3
TICKET_0387,CUST_0850,2026-04-08 00:00:00,Account Lock,Resolved,2
TICKET_0388,CUST_0066,2026-03-25 00:00:00,Payment Failed,Resolved,5
TICKET_0389,CUST_0436,2026-03-09 00:00:00,Delivery Delay,Resolved,3
TICKET_0390,CUST_0746,2026-04-11 00:00:00,Delivery Delay,Resolved,1
TICKET_0391,CUST_0031,2026-03-23 00:00:00,Payment Failed,Resolved,3
TICKET_0392,CUST_0056,2026-03-17 00:00:00,Payment Failed,In Progress,1
TICKET_0393,CUST_0028,2026-03-16 00:00:00,Delivery Delay,Resolved,5
TICKET_0394,CUST_0561,2026-05-09 00:00:00,Account Lock,In Progress,5
TICKET_0395,CUST_0444,2026-02-18 00:00:00,Refund Status,Resolved,2
TICKET_0396,CUST_0770,2026-02-27 00:00:00,Delivery Delay,Resolved,2
TICKET_0397,CUST_0113,2026-03-16 00:00:00,Payment Failed,Resolved,5
TICKET_0398,CUST_0021,2026-02-10 00:00:00,Payment Failed,Resolved,4
TICKET_0399,CUST_0705,2026-04-16 00:00:00,Account Lock,Resolved,1
TICKET_0400,CUST_0249,2026-03-04 00:00:00,Delivery Delay,Resolved,4
