order_id,customer_id,session_id,order_timestamp,subtotal_amount,tax_amount,discount_amount,total_order_amount,payment_method
ORDER_00239,CUST_0186,SESS_813144,2026-02-07 00:00:00,9218.18,460.91,0.0,9679.09,Credit Card
ORDER_00240,CUST_0190,SESS_423986,2026-02-14 00:00:00,7850.98,392.55,0.0,8243.53,NetBanking
ORDER_00241,CUST_0191,SESS_299358,2026-04-15 00:00:00,4644.78,232.24,0.0,4877.02,PayPal
ORDER_00242,CUST_0192,SESS_126662,2026-01-20 00:00:00,11675.66,583.78,0.0,12259.44,Credit Card
ORDER_00243,CUST_0192,SESS_641678,2026-03-18 00:00:00,9496.77,474.84,0.0,9971.61,NetBanking
ORDER_00244,CUST_0192,SESS_154102,2026-04-10 00:00:00,1172.96,58.65,0.0,1231.61,PayPal
ORDER_00245,CUST_0194,SESS_826713,2026-02-07 00:00:00,7236.45,361.82,0.0,7598.27,PayPal
ORDER_00246,CUST_0194,SESS_924478,2026-04-03 00:00:00,3885.97,194.3,0.0,4080.27,NetBanking
ORDER_00247,CUST_0196,SESS_886955,2026-02-17 00:00:00,5552.5,277.62,0.0,5830.12,NetBanking
ORDER_00248,CUST_0196,SESS_604300,2026-03-05 00:00:00,719.27,35.96,0.0,755.23,Credit Card
ORDER_00249,CUST_0197,SESS_151050,2026-03-23 00:00:00,11349.72,567.49,0.0,11917.21,Credit Card
ORDER_00250,CUST_0198,SESS_101554,2026-03-23 00:00:00,11902.36,505.85,1785.35,10622.86,UPI
ORDER_00251,CUST_0199,SESS_966266,2026-05-09 00:00:00,8342.27,417.11,0.0,8759.38,UPI
ORDER_00252,CUST_0199,SESS_460552,2026-05-04 00:00:00,763.54,38.18,0.0,801.72,UPI
ORDER_00253,CUST_0200,SESS_710846,2026-02-03 00:00:00,6850.69,291.15,1027.6,6114.24,PayPal
ORDER_00254,CUST_0201,SESS_923763,2026-01-24 00:00:00,6566.73,279.09,985.01,5860.81,PayPal
ORDER_00255,CUST_0201,SESS_983381,2026-03-12 00:00:00,3780.35,189.02,0.0,3969.37,NetBanking
ORDER_00256,CUST_0203,SESS_317635,2026-03-12 00:00:00,5460.62,273.03,0.0,5733.65,PayPal
ORDER_00257,CUST_0203,SESS_227766,2026-03-20 00:00:00,5262.48,223.66,789.37,4696.77,UPI
ORDER_00258,CUST_0204,SESS_325527,2026-03-17 00:00:00,661.28,33.06,0.0,694.34,PayPal
ORDER_00259,CUST_0204,SESS_610585,2026-04-01 00:00:00,3627.4,154.16,544.11,3237.45,PayPal
ORDER_00260,CUST_0205,SESS_580879,2026-02-26 00:00:00,9158.52,389.24,1373.78,8173.98,PayPal
ORDER_00261,CUST_0205,SESS_282121,2026-03-21 00:00:00,10347.51,517.38,0.0,10864.89,UPI
ORDER_00262,CUST_0208,SESS_215118,2026-01-30 00:00:00,3896.72,194.84,0.0,4091.56,PayPal
ORDER_00263,CUST_0209,SESS_213693,2026-02-13 00:00:00,3258.75,162.94,0.0,3421.69,UPI
ORDER_00264,CUST_0209,SESS_305424,2026-02-22 00:00:00,7607.29,380.36,0.0,7987.65,Credit Card
ORDER_00265,CUST_0210,SESS_699695,2026-02-26 00:00:00,10539.01,526.95,0.0,11065.96,Credit Card
ORDER_00266,CUST_0210,SESS_545607,2026-04-16 00:00:00,8909.62,445.48,0.0,9355.1,PayPal
ORDER_00267,CUST_0210,SESS_722293,2026-05-05 00:00:00,11638.53,581.93,0.0,12220.46,Credit Card
ORDER_00268,CUST_0213,SESS_746516,2026-03-17 00:00:00,7939.14,396.96,0.0,8336.1,PayPal
ORDER_00269,CUST_0214,SESS_734536,2026-04-06 00:00:00,10793.0,539.65,0.0,11332.65,UPI
ORDER_00270,CUST_0214,SESS_359578,2026-05-23 00:00:00,3685.03,184.25,0.0,3869.28,NetBanking
ORDER_00271,CUST_0215,SESS_185784,2026-03-25 00:00:00,9755.83,414.62,1463.37,8707.08,PayPal
ORDER_00272,CUST_0216,SESS_640994,2026-02-15 00:00:00,11175.69,474.97,1676.35,9974.31,Credit Card
ORDER_00273,CUST_0217,SESS_544093,2026-04-13 00:00:00,3668.74,183.44,0.0,3852.18,PayPal
ORDER_00274,CUST_0217,SESS_872812,2026-04-28 00:00:00,5219.76,260.99,0.0,5480.75,UPI
ORDER_00275,CUST_0217,SESS_292223,2026-05-21 00:00:00,8043.47,402.17,0.0,8445.64,PayPal
ORDER_00276,CUST_0218,SESS_199498,2026-04-04 00:00:00,8433.69,421.68,0.0,8855.37,NetBanking
ORDER_00277,CUST_0218,SESS_765789,2026-04-20 00:00:00,6395.91,319.8,0.0,6715.71,Credit Card
ORDER_00278,CUST_0218,SESS_587927,2026-05-16 00:00:00,6964.8,348.24,0.0,7313.04,PayPal
ORDER_00279,CUST_0219,SESS_504130,2026-02-06 00:00:00,2473.41,123.67,0.0,2597.08,Credit Card
ORDER_00280,CUST_0219,SESS_355359,2026-03-15 00:00:00,2058.89,102.94,0.0,2161.83,PayPal
ORDER_00281,CUST_0220,SESS_892393,2026-01-28 00:00:00,4277.55,213.88,0.0,4491.43,Credit Card
ORDER_00282,CUST_0222,SESS_799208,2026-01-09 00:00:00,1330.34,66.52,0.0,1396.86,NetBanking
ORDER_00283,CUST_0222,SESS_925245,2026-02-19 00:00:00,8301.21,415.06,0.0,8716.27,NetBanking
ORDER_00284,CUST_0224,SESS_569788,2026-03-10 00:00:00,1523.12,76.16,0.0,1599.28,Credit Card
ORDER_00285,CUST_0225,SESS_171743,2026-02-14 00:00:00,9213.46,460.67,0.0,9674.13,Credit Card
ORDER_00286,CUST_0225,SESS_503382,2026-03-25 00:00:00,6669.43,333.47,0.0,7002.9,PayPal
ORDER_00287,CUST_0225,SESS_561278,2026-04-18 00:00:00,10506.09,525.3,0.0,11031.39,Credit Card
ORDER_00288,CUST_0228,SESS_517957,2026-03-23 00:00:00,2919.77,145.99,0.0,3065.76,UPI
ORDER_00289,CUST_0229,SESS_935786,2026-04-08 00:00:00,4446.04,222.3,0.0,4668.34,Credit Card
ORDER_00290,CUST_0229,SESS_591078,2026-04-16 00:00:00,6589.21,329.46,0.0,6918.67,PayPal
ORDER_00291,CUST_0230,SESS_195513,2026-04-12 00:00:00,6728.87,336.44,0.0,7065.31,NetBanking
ORDER_00292,CUST_0231,SESS_876788,2026-01-30 00:00:00,940.18,47.01,0.0,987.19,UPI
ORDER_00293,CUST_0231,SESS_109025,2026-03-25 00:00:00,6373.1,270.86,955.97,5687.99,Credit Card
ORDER_00294,CUST_0232,SESS_467414,2026-03-13 00:00:00,1578.07,78.9,0.0,1656.97,PayPal
ORDER_00295,CUST_0232,SESS_260419,2026-03-24 00:00:00,7372.94,368.65,0.0,7741.59,PayPal
ORDER_00296,CUST_0235,SESS_355675,2026-03-09 00:00:00,2970.9,148.55,0.0,3119.45,NetBanking
ORDER_00297,CUST_0236,SESS_142695,2026-01-19 00:00:00,8177.47,347.54,1226.62,7298.39,PayPal
ORDER_00298,CUST_0237,SESS_236160,2026-01-27 00:00:00,1432.52,71.63,0.0,1504.15,PayPal
ORDER_00299,CUST_0238,SESS_605439,2026-03-05 00:00:00,8506.72,425.34,0.0,8932.06,NetBanking
ORDER_00300,CUST_0239,SESS_110872,2026-02-04 00:00:00,3632.73,154.39,544.91,3242.21,UPI
ORDER_00301,CUST_0239,SESS_316414,2026-02-15 00:00:00,1684.87,84.24,0.0,1769.11,UPI
ORDER_00302,CUST_0240,SESS_256073,2026-03-08 00:00:00,11816.88,590.84,0.0,12407.72,UPI
ORDER_00303,CUST_0243,SESS_791220,2026-03-10 00:00:00,2550.08,127.5,0.0,2677.58,Credit Card
ORDER_00304,CUST_0245,SESS_731110,2026-01-26 00:00:00,5105.2,255.26,0.0,5360.46,Credit Card
ORDER_00305,CUST_0245,SESS_138536,2026-03-24 00:00:00,5673.11,283.66,0.0,5956.77,Credit Card
ORDER_00306,CUST_0246,SESS_492716,2026-02-25 00:00:00,3149.61,157.48,0.0,3307.09,NetBanking
ORDER_00307,CUST_0247,SESS_811113,2026-04-11 00:00:00,9626.96,481.35,0.0,10108.31,UPI
ORDER_00308,CUST_0247,SESS_629812,2026-05-02 00:00:00,1724.77,73.3,258.72,1539.35,Credit Card
ORDER_00309,CUST_0248,SESS_460697,2026-04-16 00:00:00,5694.94,242.03,854.24,5082.73,PayPal
ORDER_00310,CUST_0248,SESS_105232,2026-05-18 00:00:00,1402.73,70.14,0.0,1472.87,UPI
ORDER_00311,CUST_0249,SESS_968100,2026-02-04 00:00:00,6521.36,277.16,978.2,5820.32,PayPal
ORDER_00312,CUST_0249,SESS_894267,2026-03-02 00:00:00,9934.03,496.7,0.0,10430.73,PayPal
ORDER_00313,CUST_0250,SESS_490463,2026-03-30 00:00:00,8634.62,431.73,0.0,9066.35,UPI
ORDER_00314,CUST_0250,SESS_566569,2026-05-12 00:00:00,9708.07,412.59,1456.21,8664.45,PayPal
ORDER_00315,CUST_0253,SESS_913022,2026-03-23 00:00:00,11701.88,585.09,0.0,12286.97,NetBanking
ORDER_00316,CUST_0253,SESS_446114,2026-04-16 00:00:00,1480.25,74.01,0.0,1554.26,Credit Card
ORDER_00317,CUST_0254,SESS_225114,2026-05-05 00:00:00,1459.64,72.98,0.0,1532.62,UPI
ORDER_00318,CUST_0254,SESS_338459,2026-05-15 00:00:00,4343.18,184.59,651.48,3876.29,UPI
ORDER_00319,CUST_0255,SESS_363592,2026-02-07 00:00:00,11803.61,501.65,1770.54,10534.72,UPI
ORDER_00320,CUST_0255,SESS_791169,2026-03-13 00:00:00,5415.69,270.78,0.0,5686.47,NetBanking
ORDER_00321,CUST_0255,SESS_627796,2026-04-04 00:00:00,10903.75,545.19,0.0,11448.94,Credit Card
ORDER_00322,CUST_0257,SESS_306936,2026-04-10 00:00:00,733.88,36.69,0.0,770.57,NetBanking
ORDER_00323,CUST_0258,SESS_143362,2026-03-31 00:00:00,9997.7,499.89,0.0,10497.59,NetBanking
ORDER_00324,CUST_0259,SESS_695035,2026-04-04 00:00:00,11556.96,577.85,0.0,12134.81,PayPal
ORDER_00325,CUST_0259,SESS_137960,2026-05-03 00:00:00,5119.78,255.99,0.0,5375.77,NetBanking
ORDER_00326,CUST_0261,SESS_194555,2026-04-04 00:00:00,1783.26,89.16,0.0,1872.42,Credit Card
ORDER_00327,CUST_0262,SESS_826294,2026-02-08 00:00:00,3614.91,180.75,0.0,3795.66,Credit Card
ORDER_00328,CUST_0262,SESS_680806,2026-03-30 00:00:00,10836.92,541.85,0.0,11378.77,PayPal
ORDER_00329,CUST_0265,SESS_792612,2026-02-03 00:00:00,1011.39,50.57,0.0,1061.96,PayPal
ORDER_00330,CUST_0266,SESS_899333,2026-03-01 00:00:00,5462.68,273.13,0.0,5735.81,PayPal
ORDER_00331,CUST_0267,SESS_382295,2026-04-17 00:00:00,4621.5,231.08,0.0,4852.58,NetBanking
ORDER_00332,CUST_0268,SESS_409074,2026-04-01 00:00:00,3036.47,151.82,0.0,3188.29,Credit Card
ORDER_00333,CUST_0269,SESS_460653,2026-03-30 00:00:00,6255.37,312.77,0.0,6568.14,NetBanking
ORDER_00334,CUST_0270,SESS_258166,2026-03-03 00:00:00,5437.74,271.89,0.0,5709.63,Credit Card
ORDER_00335,CUST_0272,SESS_641757,2026-03-06 00:00:00,260.34,13.02,0.0,273.36,UPI
ORDER_00336,CUST_0273,SESS_849048,2026-03-12 00:00:00,2973.44,126.37,446.02,2653.79,UPI
ORDER_00337,CUST_0274,SESS_760134,2026-03-12 00:00:00,10476.32,523.82,0.0,11000.14,NetBanking
ORDER_00338,CUST_0274,SESS_487393,2026-04-24 00:00:00,5865.05,293.25,0.0,6158.3,NetBanking
ORDER_00339,CUST_0275,SESS_496574,2026-03-08 00:00:00,10496.04,524.8,0.0,11020.84,Credit Card
ORDER_00340,CUST_0275,SESS_135552,2026-03-30 00:00:00,7587.47,379.37,0.0,7966.84,Credit Card
ORDER_00341,CUST_0277,SESS_375800,2026-01-28 00:00:00,6819.46,289.83,1022.92,6086.37,Credit Card
ORDER_00342,CUST_0277,SESS_861190,2026-03-17 00:00:00,11346.84,567.34,0.0,11914.18,PayPal
ORDER_00343,CUST_0278,SESS_984501,2026-05-17 00:00:00,1851.58,78.69,277.74,1652.53,Credit Card
ORDER_00344,CUST_0278,SESS_871401,2026-05-14 00:00:00,6762.36,338.12,0.0,7100.48,Credit Card
ORDER_00345,CUST_0279,SESS_996211,2026-03-26 00:00:00,11405.78,570.29,0.0,11976.07,UPI
ORDER_00346,CUST_0280,SESS_151677,2026-03-28 00:00:00,8164.79,408.24,0.0,8573.03,NetBanking
ORDER_00347,CUST_0281,SESS_803762,2026-01-29 00:00:00,6779.49,288.13,1016.92,6050.7,NetBanking
ORDER_00348,CUST_0281,SESS_180507,2026-02-27 00:00:00,3372.83,168.64,0.0,3541.47,NetBanking
ORDER_00349,CUST_0281,SESS_659292,2026-03-23 00:00:00,5265.83,223.8,789.87,4699.76,NetBanking
ORDER_00350,CUST_0283,SESS_143937,2026-04-12 00:00:00,5819.4,290.97,0.0,6110.37,Credit Card
ORDER_00351,CUST_0283,SESS_859864,2026-05-18 00:00:00,7168.67,304.67,1075.3,6398.04,UPI
ORDER_00352,CUST_0284,SESS_939596,2026-04-06 00:00:00,3933.64,167.18,590.05,3510.77,Credit Card
ORDER_00353,CUST_0285,SESS_536859,2026-05-14 00:00:00,3513.18,149.31,526.98,3135.51,UPI
ORDER_00354,CUST_0285,SESS_176514,2026-05-20 00:00:00,4001.9,170.08,600.28,3571.7,Credit Card
ORDER_00355,CUST_0286,SESS_382817,2026-03-16 00:00:00,6373.23,318.66,0.0,6691.89,PayPal
ORDER_00356,CUST_0287,SESS_873191,2026-04-18 00:00:00,2072.27,88.07,310.84,1849.5,NetBanking
ORDER_00357,CUST_0287,SESS_880868,2026-05-13 00:00:00,9699.29,484.96,0.0,10184.25,PayPal
ORDER_00358,CUST_0290,SESS_687918,2026-03-01 00:00:00,8076.54,403.83,0.0,8480.37,PayPal
ORDER_00359,CUST_0290,SESS_173328,2026-04-26 00:00:00,2297.21,97.63,344.58,2050.26,NetBanking
ORDER_00360,CUST_0290,SESS_479991,2026-05-23 00:00:00,9664.67,483.23,0.0,10147.9,NetBanking
ORDER_00361,CUST_0291,SESS_538924,2026-01-25 00:00:00,7535.13,376.76,0.0,7911.89,PayPal
ORDER_00362,CUST_0291,SESS_622345,2026-03-15 00:00:00,2715.7,135.78,0.0,2851.48,Credit Card
ORDER_00363,CUST_0291,SESS_340801,2026-03-13 00:00:00,6935.98,346.8,0.0,7282.78,NetBanking
ORDER_00364,CUST_0292,SESS_289266,2026-03-27 00:00:00,4053.96,202.7,0.0,4256.66,Credit Card
ORDER_00365,CUST_0292,SESS_255704,2026-04-25 00:00:00,8498.57,424.93,0.0,8923.5,NetBanking
ORDER_00366,CUST_0292,SESS_484302,2026-04-26 00:00:00,507.01,25.35,0.0,532.36,NetBanking
ORDER_00367,CUST_0293,SESS_447840,2026-03-06 00:00:00,10103.71,505.19,0.0,10608.9,PayPal
ORDER_00368,CUST_0293,SESS_304490,2026-03-29 00:00:00,5516.2,275.81,0.0,5792.01,NetBanking
ORDER_00369,CUST_0294,SESS_240967,2026-02-18 00:00:00,3360.65,168.03,0.0,3528.68,Credit Card
ORDER_00370,CUST_0296,SESS_384515,2026-04-11 00:00:00,5242.4,262.12,0.0,5504.52,Credit Card
ORDER_00371,CUST_0296,SESS_250772,2026-05-03 00:00:00,4047.16,202.36,0.0,4249.52,UPI
ORDER_00372,CUST_0297,SESS_952606,2026-04-26 00:00:00,2660.21,133.01,0.0,2793.22,PayPal
ORDER_00373,CUST_0299,SESS_178052,2026-05-02 00:00:00,2904.97,145.25,0.0,3050.22,UPI
ORDER_00374,CUST_0300,SESS_279514,2026-03-03 00:00:00,5741.9,287.09,0.0,6028.99,PayPal
ORDER_00375,CUST_0300,SESS_402612,2026-03-26 00:00:00,10946.87,465.24,1642.03,9770.08,UPI
ORDER_00376,CUST_0300,SESS_378153,2026-04-13 00:00:00,8968.86,381.18,1345.33,8004.71,Credit Card
ORDER_00377,CUST_0301,SESS_903289,2026-04-08 00:00:00,11055.32,552.77,0.0,11608.09,UPI
ORDER_00378,CUST_0301,SESS_761477,2026-05-12 00:00:00,2202.91,110.15,0.0,2313.06,PayPal
ORDER_00379,CUST_0302,SESS_220682,2026-03-14 00:00:00,7376.04,368.8,0.0,7744.84,NetBanking
ORDER_00380,CUST_0302,SESS_870118,2026-03-24 00:00:00,7799.07,331.46,1169.86,6960.67,NetBanking
ORDER_00381,CUST_0303,SESS_973459,2026-03-13 00:00:00,6748.88,337.44,0.0,7086.32,UPI
ORDER_00382,CUST_0304,SESS_877496,2026-03-22 00:00:00,8672.21,433.61,0.0,9105.82,NetBanking
ORDER_00383,CUST_0305,SESS_293648,2026-04-03 00:00:00,1242.45,62.12,0.0,1304.57,UPI
ORDER_00384,CUST_0305,SESS_330598,2026-05-08 00:00:00,313.73,15.69,0.0,329.42,PayPal
ORDER_00385,CUST_0305,SESS_409143,2026-05-20 00:00:00,9136.83,456.84,0.0,9593.67,NetBanking
ORDER_00386,CUST_0306,SESS_542053,2026-04-11 00:00:00,2119.97,106.0,0.0,2225.97,UPI
ORDER_00387,CUST_0306,SESS_442504,2026-04-22 00:00:00,9061.98,453.1,0.0,9515.08,UPI
ORDER_00388,CUST_0307,SESS_160133,2026-04-05 00:00:00,8802.65,440.13,0.0,9242.78,NetBanking
ORDER_00389,CUST_0309,SESS_514438,2026-04-20 00:00:00,3828.47,191.42,0.0,4019.89,UPI
ORDER_00390,CUST_0309,SESS_318947,2026-04-23 00:00:00,5093.05,254.65,0.0,5347.7,UPI
ORDER_00391,CUST_0310,SESS_357658,2026-02-23 00:00:00,6770.99,287.77,1015.65,6043.11,PayPal
ORDER_00392,CUST_0310,SESS_248729,2026-03-19 00:00:00,2491.67,105.9,373.75,2223.82,UPI
ORDER_00393,CUST_0310,SESS_168101,2026-04-29 00:00:00,903.22,45.16,0.0,948.38,NetBanking
ORDER_00394,CUST_0313,SESS_638101,2026-02-13 00:00:00,4687.39,199.21,703.11,4183.49,UPI
ORDER_00395,CUST_0313,SESS_654284,2026-03-06 00:00:00,3418.25,170.91,0.0,3589.16,PayPal
ORDER_00396,CUST_0313,SESS_140128,2026-05-05 00:00:00,3547.07,177.35,0.0,3724.42,UPI
ORDER_00397,CUST_0315,SESS_479648,2026-04-17 00:00:00,9717.89,485.89,0.0,10203.78,NetBanking
ORDER_00398,CUST_0317,SESS_650146,2026-02-12 00:00:00,6749.72,337.49,0.0,7087.21,UPI
ORDER_00399,CUST_0317,SESS_555282,2026-03-10 00:00:00,5155.98,257.8,0.0,5413.78,PayPal
ORDER_00400,CUST_0317,SESS_637750,2026-03-25 00:00:00,6729.41,336.47,0.0,7065.88,Credit Card
ORDER_00401,CUST_0318,SESS_355051,2026-03-13 00:00:00,3857.45,192.87,0.0,4050.32,Credit Card
ORDER_00402,CUST_0318,SESS_452688,2026-05-04 00:00:00,2867.91,143.4,0.0,3011.31,UPI
ORDER_00403,CUST_0320,SESS_202075,2026-05-08 00:00:00,8449.04,359.08,1267.36,7540.76,Credit Card
ORDER_00404,CUST_0321,SESS_953162,2026-02-05 00:00:00,10226.74,511.34,0.0,10738.08,NetBanking
ORDER_00405,CUST_0321,SESS_469813,2026-03-05 00:00:00,8821.25,441.06,0.0,9262.31,UPI
ORDER_00406,CUST_0321,SESS_236192,2026-04-19 00:00:00,4063.27,203.16,0.0,4266.43,UPI
ORDER_00407,CUST_0322,SESS_872176,2026-02-20 00:00:00,3562.46,178.12,0.0,3740.58,Credit Card
ORDER_00408,CUST_0322,SESS_440235,2026-03-24 00:00:00,6654.41,332.72,0.0,6987.13,UPI
ORDER_00409,CUST_0322,SESS_709250,2026-04-01 00:00:00,1174.09,58.7,0.0,1232.79,Credit Card
ORDER_00410,CUST_0323,SESS_871341,2026-02-21 00:00:00,6335.89,316.79,0.0,6652.68,PayPal
ORDER_00411,CUST_0323,SESS_439335,2026-03-28 00:00:00,6946.07,347.3,0.0,7293.37,NetBanking
ORDER_00412,CUST_0325,SESS_240514,2026-03-21 00:00:00,5476.42,232.75,821.46,4887.71,NetBanking
ORDER_00413,CUST_0325,SESS_557300,2026-05-04 00:00:00,3381.01,143.69,507.15,3017.55,UPI
ORDER_00414,CUST_0327,SESS_842262,2026-03-21 00:00:00,8948.59,447.43,0.0,9396.02,NetBanking
ORDER_00415,CUST_0327,SESS_245462,2026-04-20 00:00:00,7696.0,327.08,1154.4,6868.68,Credit Card
ORDER_00416,CUST_0327,SESS_924803,2026-05-08 00:00:00,1597.08,67.88,239.56,1425.4,PayPal
ORDER_00417,CUST_0328,SESS_970055,2026-01-24 00:00:00,3683.28,184.16,0.0,3867.44,PayPal
ORDER_00418,CUST_0329,SESS_517949,2026-03-27 00:00:00,9643.33,482.17,0.0,10125.5,Credit Card
ORDER_00419,CUST_0329,SESS_965006,2026-04-01 00:00:00,9085.59,454.28,0.0,9539.87,NetBanking
ORDER_00420,CUST_0329,SESS_891197,2026-05-17 00:00:00,8850.54,442.53,0.0,9293.07,NetBanking
ORDER_00421,CUST_0330,SESS_891552,2026-05-06 00:00:00,4313.03,215.65,0.0,4528.68,Credit Card
ORDER_00422,CUST_0331,SESS_298667,2026-01-29 00:00:00,2497.2,124.86,0.0,2622.06,PayPal
ORDER_00423,CUST_0331,SESS_322952,2026-02-23 00:00:00,5899.64,294.98,0.0,6194.62,Credit Card
ORDER_00424,CUST_0332,SESS_104006,2026-04-03 00:00:00,4604.3,195.68,690.64,4109.34,Credit Card
ORDER_00425,CUST_0333,SESS_809959,2026-05-03 00:00:00,5097.61,254.88,0.0,5352.49,NetBanking
ORDER_00426,CUST_0334,SESS_416790,2026-02-14 00:00:00,5180.51,220.17,777.08,4623.6,Credit Card
ORDER_00427,CUST_0334,SESS_694155,2026-04-07 00:00:00,6042.09,302.1,0.0,6344.19,PayPal
ORDER_00428,CUST_0334,SESS_996422,2026-04-24 00:00:00,2626.67,131.33,0.0,2758.0,UPI
ORDER_00429,CUST_0335,SESS_408172,2026-03-20 00:00:00,2777.64,118.05,416.65,2479.04,NetBanking
ORDER_00430,CUST_0335,SESS_674241,2026-04-19 00:00:00,9423.49,471.17,0.0,9894.66,PayPal
ORDER_00431,CUST_0336,SESS_297634,2026-02-22 00:00:00,9287.18,464.36,0.0,9751.54,UPI
ORDER_00432,CUST_0336,SESS_452897,2026-04-15 00:00:00,10165.39,508.27,0.0,10673.66,UPI
ORDER_00433,CUST_0336,SESS_119207,2026-04-29 00:00:00,5083.61,216.05,762.54,4537.12,UPI
ORDER_00434,CUST_0337,SESS_303790,2026-02-27 00:00:00,11018.27,550.91,0.0,11569.18,Credit Card
ORDER_00435,CUST_0337,SESS_653761,2026-03-04 00:00:00,839.43,41.97,0.0,881.4,Credit Card
ORDER_00436,CUST_0338,SESS_800365,2026-05-04 00:00:00,8915.87,445.79,0.0,9361.66,NetBanking
ORDER_00437,CUST_0339,SESS_577260,2026-05-05 00:00:00,3273.54,163.68,0.0,3437.22,PayPal
ORDER_00438,CUST_0340,SESS_793822,2026-02-28 00:00:00,7482.24,374.11,0.0,7856.35,UPI
ORDER_00439,CUST_0342,SESS_853566,2026-04-09 00:00:00,9482.81,403.02,1422.42,8463.41,NetBanking
ORDER_00440,CUST_0342,SESS_448961,2026-05-17 00:00:00,791.93,39.6,0.0,831.53,Credit Card
ORDER_00441,CUST_0344,SESS_429579,2026-02-02 00:00:00,3322.47,166.12,0.0,3488.59,NetBanking
ORDER_00442,CUST_0344,SESS_703099,2026-02-23 00:00:00,4745.95,237.3,0.0,4983.25,PayPal
ORDER_00443,CUST_0345,SESS_270163,2026-03-27 00:00:00,7716.97,385.85,0.0,8102.82,NetBanking
ORDER_00444,CUST_0345,SESS_982722,2026-05-22 00:00:00,9305.56,465.28,0.0,9770.84,UPI
ORDER_00445,CUST_0347,SESS_667820,2026-03-04 00:00:00,9950.05,497.5,0.0,10447.55,PayPal
ORDER_00446,CUST_0347,SESS_260092,2026-03-10 00:00:00,9697.13,484.86,0.0,10181.99,PayPal
ORDER_00447,CUST_0347,SESS_177809,2026-05-05 00:00:00,6877.56,343.88,0.0,7221.44,Credit Card
ORDER_00448,CUST_0349,SESS_477732,2026-03-26 00:00:00,267.85,13.39,0.0,281.24,NetBanking
ORDER_00449,CUST_0350,SESS_187265,2026-04-16 00:00:00,8189.86,409.49,0.0,8599.35,UPI
ORDER_00450,CUST_0351,SESS_648878,2026-02-20 00:00:00,5448.83,272.44,0.0,5721.27,NetBanking
ORDER_00451,CUST_0351,SESS_177819,2026-03-31 00:00:00,5180.12,220.16,777.02,4623.26,PayPal
ORDER_00452,CUST_0351,SESS_796431,2026-04-29 00:00:00,10467.36,523.37,0.0,10990.73,PayPal
ORDER_00453,CUST_0352,SESS_328096,2026-03-06 00:00:00,7246.98,308.0,1087.05,6467.93,UPI
ORDER_00454,CUST_0353,SESS_137606,2026-04-21 00:00:00,11187.4,559.37,0.0,11746.77,PayPal
ORDER_00455,CUST_0353,SESS_791456,2026-05-27 00:00:00,3592.55,179.63,0.0,3772.18,UPI
ORDER_00456,CUST_0354,SESS_545921,2026-01-23 00:00:00,10797.66,539.88,0.0,11337.54,PayPal
ORDER_00457,CUST_0354,SESS_710939,2026-02-10 00:00:00,11782.87,589.14,0.0,12372.01,NetBanking
ORDER_00458,CUST_0354,SESS_731593,2026-03-12 00:00:00,1816.54,90.83,0.0,1907.37,NetBanking
ORDER_00459,CUST_0356,SESS_587459,2026-02-27 00:00:00,11870.17,593.51,0.0,12463.68,Credit Card
ORDER_00460,CUST_0356,SESS_357118,2026-04-13 00:00:00,5221.18,261.06,0.0,5482.24,UPI
ORDER_00461,CUST_0356,SESS_247911,2026-04-25 00:00:00,740.75,37.04,0.0,777.79,NetBanking
ORDER_00462,CUST_0357,SESS_877133,2026-01-15 00:00:00,7338.29,366.91,0.0,7705.2,PayPal
ORDER_00463,CUST_0358,SESS_353981,2026-05-15 00:00:00,5321.6,266.08,0.0,5587.68,NetBanking
ORDER_00464,CUST_0358,SESS_464696,2026-05-26 00:00:00,8343.95,417.2,0.0,8761.15,Credit Card
ORDER_00465,CUST_0359,SESS_937232,2026-02-28 00:00:00,8592.22,429.61,0.0,9021.83,NetBanking
ORDER_00466,CUST_0360,SESS_511879,2026-01-25 00:00:00,7012.76,298.04,1051.91,6258.89,PayPal
ORDER_00467,CUST_0360,SESS_223478,2026-02-05 00:00:00,5360.51,227.82,804.08,4784.25,PayPal
ORDER_00468,CUST_0360,SESS_427209,2026-03-14 00:00:00,8123.72,406.19,0.0,8529.91,PayPal
ORDER_00469,CUST_0361,SESS_170851,2026-04-09 00:00:00,462.25,23.11,0.0,485.36,NetBanking
ORDER_00470,CUST_0362,SESS_436953,2026-05-02 00:00:00,5322.12,266.11,0.0,5588.23,Credit Card
ORDER_00471,CUST_0364,SESS_628854,2026-03-22 00:00:00,4258.5,180.99,638.77,3800.72,PayPal
ORDER_00472,CUST_0365,SESS_364148,2026-03-30 00:00:00,6713.67,335.68,0.0,7049.35,PayPal
ORDER_00473,CUST_0366,SESS_764987,2026-04-06 00:00:00,6154.67,307.73,0.0,6462.4,Credit Card
ORDER_00474,CUST_0366,SESS_764253,2026-04-20 00:00:00,2436.38,121.82,0.0,2558.2,UPI
ORDER_00475,CUST_0366,SESS_858649,2026-05-21 00:00:00,7223.24,361.16,0.0,7584.4,UPI
ORDER_00476,CUST_0369,SESS_217736,2026-03-02 00:00:00,7087.25,354.36,0.0,7441.61,UPI
ORDER_00477,CUST_0369,SESS_945679,2026-03-31 00:00:00,3378.1,143.57,506.71,3014.96,UPI
