touchpoint_id,customer_id,channel_id,session_id,touchpoint_timestamp,utm_source,utm_medium,utm_campaign,landing_page,device_category,duration_seconds
TP_000999,CUST_0258,5,SESS_143362,2026-03-31 00:00:00,organicsearch,seo,Campaign_Promo_Winter,/promo-deals/page_1,Desktop,272
TP_001000,CUST_0258,7,SESS_143362,2026-03-20 13:00:00,affiliatenetwork,referral,Campaign_Promo_Retarget,/promo-deals/page_5,Mobile,320
TP_001001,CUST_0258,4,SESS_143362,2026-03-27 11:00:00,directtraffic,direct,Campaign_Promo_Brand,/promo-deals/page_9,Mobile,301
TP_001002,CUST_0259,3,SESS_695035,2026-03-30 12:00:00,newsletter,email,Campaign_Promo_Brand,/promo-deals/page_6,Tablet,361
TP_001003,CUST_0259,4,SESS_695035,2026-03-29 02:00:00,directtraffic,direct,Campaign_Promo_Brand,/promo-deals/page_3,Mobile,164
TP_001004,CUST_0259,7,SESS_695035,2026-03-27 10:00:00,affiliatenetwork,referral,Campaign_Promo_Summer,/promo-deals/page_8,Mobile,470
TP_001005,CUST_0259,6,SESS_137960,2026-04-18 09:00:00,linkedinads,paidsocial,Campaign_Promo_Retarget,/promo-deals/page_4,Mobile,445
TP_001006,CUST_0259,5,SESS_137960,2026-05-02 13:00:00,organicsearch,seo,Campaign_Promo_Summer,/promo-deals/page_1,Mobile,194
TP_001007,CUST_0259,5,SESS_137960,2026-04-18 08:00:00,organicsearch,seo,Campaign_Promo_Winter,/promo-deals/page_4,Desktop,52
TP_001008,CUST_0259,5,SESS_137960,2026-05-01 10:00:00,organicsearch,seo,Campaign_Promo_Brand,/promo-deals/page_10,Mobile,433
TP_001009,CUST_0259,1,SESS_137960,2026-04-18 16:00:00,googleads,paidsearch,Campaign_Promo_Summer,/promo-deals/page_8,Desktop,350
TP_001010,CUST_0261,2,SESS_194555,2026-03-31 01:00:00,facebookads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_1,Mobile,142
TP_001011,CUST_0261,2,SESS_194555,2026-03-29 20:00:00,facebookads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_5,Desktop,533
TP_001012,CUST_0262,3,SESS_826294,2026-01-28 04:00:00,newsletter,email,Campaign_Promo_Brand,/promo-deals/page_4,Mobile,236
TP_001013,CUST_0262,4,SESS_826294,2026-01-31 04:00:00,directtraffic,direct,Campaign_Promo_Winter,/promo-deals/page_10,Mobile,468
TP_001014,CUST_0262,3,SESS_680806,2026-03-24 10:00:00,newsletter,email,Campaign_Promo_Winter,/promo-deals/page_8,Mobile,89
TP_001015,CUST_0262,1,SESS_680806,2026-03-22 01:00:00,googleads,paidsearch,Campaign_Promo_Winter,/promo-deals/page_1,Mobile,496
TP_001016,CUST_0265,3,SESS_792612,2026-01-30 08:00:00,newsletter,email,Campaign_Promo_Brand,/promo-deals/page_7,Desktop,377
TP_001017,CUST_0265,5,SESS_792612,2026-01-29 02:00:00,organicsearch,seo,Campaign_Promo_Retarget,/promo-deals/page_1,Desktop,102
TP_001018,CUST_0266,5,SESS_899333,2026-02-27 22:00:00,organicsearch,seo,Campaign_Promo_Retarget,/promo-deals/page_2,Mobile,287
TP_001019,CUST_0267,3,SESS_382295,2026-04-15 21:00:00,newsletter,email,Campaign_Promo_Brand,/promo-deals/page_6,Desktop,398
TP_001020,CUST_0267,4,SESS_382295,2026-04-14 05:00:00,directtraffic,direct,Campaign_Promo_Retarget,/promo-deals/page_9,Mobile,189
TP_001021,CUST_0267,6,SESS_382295,2026-04-02 02:00:00,linkedinads,paidsocial,Campaign_Promo_Retarget,/promo-deals/page_5,Mobile,218
TP_001022,CUST_0267,4,SESS_382295,2026-04-08 16:00:00,directtraffic,direct,Campaign_Promo_Brand,/promo-deals/page_3,Desktop,139
TP_001023,CUST_0267,1,SESS_382295,2026-04-12 01:00:00,googleads,paidsearch,Campaign_Promo_Retarget,/promo-deals/page_4,Desktop,590
TP_001024,CUST_0268,3,SESS_409074,2026-03-24 14:00:00,newsletter,email,Campaign_Promo_Winter,/promo-deals/page_9,Mobile,21
TP_001025,CUST_0268,3,SESS_409074,2026-03-19 17:00:00,newsletter,email,Campaign_Promo_Winter,/promo-deals/page_3,Mobile,68
TP_001026,CUST_0269,7,SESS_460653,2026-03-19 11:00:00,affiliatenetwork,referral,Campaign_Promo_Winter,/promo-deals/page_3,Mobile,517
TP_001027,CUST_0269,5,SESS_460653,2026-03-16 01:00:00,organicsearch,seo,Campaign_Promo_Brand,/promo-deals/page_10,Mobile,285
TP_001028,CUST_0270,7,SESS_258166,2026-02-16 20:00:00,affiliatenetwork,referral,Campaign_Promo_Brand,/promo-deals/page_1,Mobile,412
TP_001029,CUST_0270,1,SESS_258166,2026-03-01 17:00:00,googleads,paidsearch,Campaign_Promo_Summer,/promo-deals/page_10,Mobile,50
TP_001030,CUST_0270,4,SESS_258166,2026-02-23 15:00:00,directtraffic,direct,Campaign_Promo_Winter,/promo-deals/page_4,Mobile,590
TP_001031,CUST_0272,5,SESS_641757,2026-02-23 16:00:00,organicsearch,seo,Campaign_Promo_Brand,/promo-deals/page_10,Mobile,417
TP_001032,CUST_0272,3,SESS_641757,2026-03-03 02:00:00,newsletter,email,Campaign_Promo_Retarget,/promo-deals/page_2,Mobile,306
TP_001033,CUST_0273,3,SESS_849048,2026-02-28 05:00:00,newsletter,email,Campaign_Promo_Retarget,/promo-deals/page_8,Desktop,491
TP_001034,CUST_0273,3,SESS_849048,2026-02-25 10:00:00,newsletter,email,Campaign_Promo_Brand,/promo-deals/page_8,Mobile,562
TP_001035,CUST_0273,4,SESS_849048,2026-03-11 03:00:00,directtraffic,direct,Campaign_Promo_Brand,/promo-deals/page_5,Mobile,55
TP_001036,CUST_0274,2,SESS_760134,2026-02-25 08:00:00,facebookads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_5,Mobile,462
TP_001037,CUST_0274,2,SESS_487393,2026-04-12 23:00:00,facebookads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_2,Mobile,333
TP_001038,CUST_0275,5,SESS_496574,2026-03-03 19:00:00,organicsearch,seo,Campaign_Promo_Retarget,/promo-deals/page_9,Mobile,301
TP_001039,CUST_0275,1,SESS_496574,2026-02-28 06:00:00,googleads,paidsearch,Campaign_Promo_Winter,/promo-deals/page_4,Mobile,219
TP_001040,CUST_0275,7,SESS_135552,2026-03-24 05:00:00,affiliatenetwork,referral,Campaign_Promo_Winter,/promo-deals/page_3,Mobile,582
TP_001041,CUST_0275,4,SESS_135552,2026-03-24 02:00:00,directtraffic,direct,Campaign_Promo_Brand,/promo-deals/page_4,Mobile,433
TP_001042,CUST_0277,6,SESS_375800,2026-01-27 02:00:00,linkedinads,paidsocial,Campaign_Promo_Summer,/promo-deals/page_4,Desktop,567
TP_001043,CUST_0277,4,SESS_375800,2026-01-26 07:00:00,directtraffic,direct,Campaign_Promo_Brand,/promo-deals/page_1,Mobile,529
TP_001044,CUST_0277,6,SESS_375800,2026-01-18 14:00:00,linkedinads,paidsocial,Campaign_Promo_Summer,/promo-deals/page_1,Mobile,230
TP_001045,CUST_0277,4,SESS_375800,2026-01-17 20:00:00,directtraffic,direct,Campaign_Promo_Winter,/promo-deals/page_2,Mobile,563
TP_001046,CUST_0277,3,SESS_375800,2026-01-27 18:00:00,newsletter,email,Campaign_Promo_Summer,/promo-deals/page_2,Desktop,226
TP_001047,CUST_0277,2,SESS_861190,2026-03-05 22:00:00,facebookads,paidsocial,Campaign_Promo_Retarget,/promo-deals/page_6,Desktop,217
TP_001048,CUST_0277,5,SESS_861190,2026-03-07 23:00:00,organicsearch,seo,Campaign_Promo_Retarget,/promo-deals/page_5,Tablet,121
TP_001049,CUST_0277,2,SESS_861190,2026-03-15 12:00:00,facebookads,paidsocial,Campaign_Promo_Summer,/promo-deals/page_7,Desktop,381
TP_001050,CUST_0277,6,SESS_861190,2026-03-02 16:00:00,linkedinads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_1,Mobile,47
TP_001051,CUST_0278,5,SESS_984501,2026-05-13 10:00:00,organicsearch,seo,Campaign_Promo_Summer,/promo-deals/page_2,Desktop,11
TP_001052,CUST_0278,5,SESS_984501,2026-05-08 11:00:00,organicsearch,seo,Campaign_Promo_Winter,/promo-deals/page_2,Mobile,466
TP_001053,CUST_0278,3,SESS_984501,2026-05-11 15:00:00,newsletter,email,Campaign_Promo_Winter,/promo-deals/page_5,Desktop,338
TP_001054,CUST_0278,5,SESS_871401,2026-05-06 20:00:00,organicsearch,seo,Campaign_Promo_Summer,/promo-deals/page_8,Mobile,187
TP_001055,CUST_0278,1,SESS_871401,2026-05-04 23:00:00,googleads,paidsearch,Campaign_Promo_Retarget,/promo-deals/page_10,Mobile,207
TP_001056,CUST_0278,7,SESS_871401,2026-05-01 13:00:00,affiliatenetwork,referral,Campaign_Promo_Retarget,/promo-deals/page_6,Desktop,125
TP_001057,CUST_0278,7,SESS_871401,2026-05-01 22:00:00,affiliatenetwork,referral,Campaign_Promo_Summer,/promo-deals/page_10,Mobile,587
TP_001058,CUST_0278,6,SESS_871401,2026-05-09 04:00:00,linkedinads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_9,Desktop,509
TP_001059,CUST_0279,6,SESS_996211,2026-03-25 02:00:00,linkedinads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_10,Desktop,332
TP_001060,CUST_0280,2,SESS_151677,2026-03-22 18:00:00,facebookads,paidsocial,Campaign_Promo_Retarget,/promo-deals/page_5,Desktop,368
TP_001061,CUST_0280,6,SESS_151677,2026-03-23 18:00:00,linkedinads,paidsocial,Campaign_Promo_Summer,/promo-deals/page_9,Mobile,220
TP_001062,CUST_0280,7,SESS_151677,2026-03-15 00:00:00,affiliatenetwork,referral,Campaign_Promo_Retarget,/promo-deals/page_2,Mobile,456
TP_001063,CUST_0281,7,SESS_803762,2026-01-25 05:00:00,affiliatenetwork,referral,Campaign_Promo_Summer,/promo-deals/page_8,Tablet,16
TP_001064,CUST_0281,7,SESS_803762,2026-01-19 21:00:00,affiliatenetwork,referral,Campaign_Promo_Retarget,/promo-deals/page_6,Mobile,580
TP_001065,CUST_0281,3,SESS_803762,2026-01-19 11:00:00,newsletter,email,Campaign_Promo_Retarget,/promo-deals/page_9,Desktop,548
TP_001066,CUST_0281,1,SESS_803762,2026-01-23 08:00:00,googleads,paidsearch,Campaign_Promo_Retarget,/promo-deals/page_6,Desktop,281
TP_001067,CUST_0281,6,SESS_803762,2026-01-23 06:00:00,linkedinads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_10,Desktop,231
TP_001068,CUST_0281,2,SESS_180507,2026-02-25 00:00:00,facebookads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_4,Mobile,178
TP_001069,CUST_0281,5,SESS_180507,2026-02-16 15:00:00,organicsearch,seo,Campaign_Promo_Retarget,/promo-deals/page_6,Desktop,167
TP_001070,CUST_0281,1,SESS_180507,2026-02-20 14:00:00,googleads,paidsearch,Campaign_Promo_Retarget,/promo-deals/page_8,Desktop,46
TP_001071,CUST_0281,1,SESS_180507,2026-02-16 22:00:00,googleads,paidsearch,Campaign_Promo_Brand,/promo-deals/page_9,Desktop,293
TP_001072,CUST_0281,2,SESS_659292,2026-03-16 13:00:00,facebookads,paidsocial,Campaign_Promo_Retarget,/promo-deals/page_6,Mobile,147
TP_001073,CUST_0281,7,SESS_659292,2026-03-09 08:00:00,affiliatenetwork,referral,Campaign_Promo_Summer,/promo-deals/page_3,Mobile,179
TP_001074,CUST_0283,5,SESS_143937,2026-04-06 18:00:00,organicsearch,seo,Campaign_Promo_Summer,/promo-deals/page_9,Mobile,161
TP_001075,CUST_0283,5,SESS_143937,2026-03-29 05:00:00,organicsearch,seo,Campaign_Promo_Retarget,/promo-deals/page_9,Desktop,297
TP_001076,CUST_0283,7,SESS_143937,2026-04-03 07:00:00,affiliatenetwork,referral,Campaign_Promo_Retarget,/promo-deals/page_9,Desktop,149
TP_001077,CUST_0283,3,SESS_143937,2026-03-29 01:00:00,newsletter,email,Campaign_Promo_Retarget,/promo-deals/page_5,Mobile,305
TP_001078,CUST_0283,4,SESS_143937,2026-03-29 05:00:00,directtraffic,direct,Campaign_Promo_Summer,/promo-deals/page_5,Mobile,383
TP_001079,CUST_0283,7,SESS_859864,2026-05-08 04:00:00,affiliatenetwork,referral,Campaign_Promo_Retarget,/promo-deals/page_9,Mobile,203
TP_001080,CUST_0283,2,SESS_859864,2026-05-05 13:00:00,facebookads,paidsocial,Campaign_Promo_Retarget,/promo-deals/page_7,Tablet,446
TP_001081,CUST_0283,1,SESS_859864,2026-05-07 00:00:00,googleads,paidsearch,Campaign_Promo_Brand,/promo-deals/page_3,Tablet,372
TP_001082,CUST_0283,2,SESS_859864,2026-05-09 11:00:00,facebookads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_3,Mobile,62
TP_001083,CUST_0283,4,SESS_859864,2026-05-06 14:00:00,directtraffic,direct,Campaign_Promo_Retarget,/promo-deals/page_6,Desktop,572
TP_001084,CUST_0284,6,SESS_939596,2026-03-24 14:00:00,linkedinads,paidsocial,Campaign_Promo_Retarget,/promo-deals/page_3,Mobile,451
TP_001085,CUST_0285,1,SESS_536859,2026-05-08 01:00:00,googleads,paidsearch,Campaign_Promo_Retarget,/promo-deals/page_9,Mobile,509
TP_001086,CUST_0285,6,SESS_536859,2026-04-29 02:00:00,linkedinads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_8,Mobile,467
TP_001087,CUST_0285,4,SESS_536859,2026-05-10 07:00:00,directtraffic,direct,Campaign_Promo_Winter,/promo-deals/page_7,Mobile,272
TP_001088,CUST_0285,7,SESS_536859,2026-05-01 16:00:00,affiliatenetwork,referral,Campaign_Promo_Summer,/promo-deals/page_7,Mobile,170
TP_001089,CUST_0285,3,SESS_536859,2026-05-09 16:00:00,newsletter,email,Campaign_Promo_Winter,/promo-deals/page_9,Desktop,118
TP_001090,CUST_0285,5,SESS_176514,2026-05-06 20:00:00,organicsearch,seo,Campaign_Promo_Brand,/promo-deals/page_6,Mobile,579
TP_001091,CUST_0285,1,SESS_176514,2026-05-13 17:00:00,googleads,paidsearch,Campaign_Promo_Brand,/promo-deals/page_3,Mobile,301
TP_001092,CUST_0285,1,SESS_176514,2026-05-08 09:00:00,googleads,paidsearch,Campaign_Promo_Retarget,/promo-deals/page_10,Desktop,96
TP_001093,CUST_0285,2,SESS_176514,2026-05-11 03:00:00,facebookads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_1,Tablet,253
TP_001094,CUST_0286,1,SESS_382817,2026-03-15 00:00:00,googleads,paidsearch,Campaign_Promo_Brand,/promo-deals/page_2,Mobile,322
TP_001095,CUST_0286,6,SESS_382817,2026-03-02 04:00:00,linkedinads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_7,Desktop,98
TP_001096,CUST_0286,5,SESS_382817,2026-03-05 07:00:00,organicsearch,seo,Campaign_Promo_Winter,/promo-deals/page_9,Mobile,588
TP_001097,CUST_0286,2,SESS_382817,2026-03-06 18:00:00,facebookads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_1,Tablet,226
TP_001098,CUST_0286,5,SESS_382817,2026-03-15 23:00:00,organicsearch,seo,Campaign_Promo_Brand,/promo-deals/page_5,Mobile,402
TP_001099,CUST_0287,3,SESS_873191,2026-04-06 00:00:00,newsletter,email,Campaign_Promo_Brand,/promo-deals/page_5,Mobile,204
TP_001100,CUST_0287,7,SESS_880868,2026-05-08 04:00:00,affiliatenetwork,referral,Campaign_Promo_Retarget,/promo-deals/page_7,Desktop,436
TP_001101,CUST_0287,3,SESS_880868,2026-05-05 13:00:00,newsletter,email,Campaign_Promo_Brand,/promo-deals/page_10,Mobile,467
TP_001102,CUST_0287,3,SESS_880868,2026-05-04 11:00:00,newsletter,email,Campaign_Promo_Winter,/promo-deals/page_1,Desktop,182
TP_001103,CUST_0290,3,SESS_687918,2026-02-16 05:00:00,newsletter,email,Campaign_Promo_Summer,/promo-deals/page_7,Mobile,472
TP_001104,CUST_0290,3,SESS_173328,2026-04-24 13:00:00,newsletter,email,Campaign_Promo_Summer,/promo-deals/page_8,Desktop,535
TP_001105,CUST_0290,6,SESS_173328,2026-04-15 00:00:00,linkedinads,paidsocial,Campaign_Promo_Summer,/promo-deals/page_7,Desktop,187
TP_001106,CUST_0290,6,SESS_173328,2026-04-16 15:00:00,linkedinads,paidsocial,Campaign_Promo_Summer,/promo-deals/page_3,Mobile,374
TP_001107,CUST_0290,3,SESS_173328,2026-04-15 13:00:00,newsletter,email,Campaign_Promo_Summer,/promo-deals/page_9,Mobile,530
TP_001108,CUST_0290,7,SESS_173328,2026-04-16 10:00:00,affiliatenetwork,referral,Campaign_Promo_Retarget,/promo-deals/page_6,Desktop,431
TP_001109,CUST_0290,7,SESS_479991,2026-05-16 06:00:00,affiliatenetwork,referral,Campaign_Promo_Retarget,/promo-deals/page_3,Desktop,130
TP_001110,CUST_0290,3,SESS_479991,2026-05-16 06:00:00,newsletter,email,Campaign_Promo_Retarget,/promo-deals/page_6,Mobile,435
TP_001111,CUST_0290,6,SESS_479991,2026-05-08 10:00:00,linkedinads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_9,Desktop,500
TP_001112,CUST_0291,5,SESS_538924,2026-01-16 09:00:00,organicsearch,seo,Campaign_Promo_Winter,/promo-deals/page_9,Mobile,351
TP_001113,CUST_0291,4,SESS_538924,2026-01-11 01:00:00,directtraffic,direct,Campaign_Promo_Brand,/promo-deals/page_8,Mobile,323
TP_001114,CUST_0291,2,SESS_538924,2026-01-24 05:00:00,facebookads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_10,Desktop,235
TP_001115,CUST_0291,7,SESS_622345,2026-03-01 08:00:00,affiliatenetwork,referral,Campaign_Promo_Brand,/promo-deals/page_4,Desktop,573
TP_001116,CUST_0291,6,SESS_622345,2026-03-06 04:00:00,linkedinads,paidsocial,Campaign_Promo_Retarget,/promo-deals/page_4,Mobile,85
TP_001117,CUST_0291,7,SESS_622345,2026-03-07 09:00:00,affiliatenetwork,referral,Campaign_Promo_Brand,/promo-deals/page_3,Tablet,300
TP_001118,CUST_0291,4,SESS_340801,2026-03-01 06:00:00,directtraffic,direct,Campaign_Promo_Winter,/promo-deals/page_4,Desktop,486
TP_001119,CUST_0291,3,SESS_340801,2026-02-27 16:00:00,newsletter,email,Campaign_Promo_Brand,/promo-deals/page_8,Desktop,532
TP_001120,CUST_0291,4,SESS_340801,2026-03-02 12:00:00,directtraffic,direct,Campaign_Promo_Retarget,/promo-deals/page_4,Mobile,254
TP_001121,CUST_0292,7,SESS_289266,2026-03-17 18:00:00,affiliatenetwork,referral,Campaign_Promo_Summer,/promo-deals/page_6,Mobile,574
TP_001122,CUST_0292,3,SESS_255704,2026-04-16 20:00:00,newsletter,email,Campaign_Promo_Winter,/promo-deals/page_5,Mobile,318
TP_001123,CUST_0292,7,SESS_484302,2026-04-24 23:00:00,affiliatenetwork,referral,Campaign_Promo_Summer,/promo-deals/page_1,Desktop,474
TP_001124,CUST_0292,2,SESS_484302,2026-04-24 18:00:00,facebookads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_6,Desktop,35
TP_001125,CUST_0293,3,SESS_447840,2026-02-24 12:00:00,newsletter,email,Campaign_Promo_Winter,/promo-deals/page_6,Mobile,321
TP_001126,CUST_0293,5,SESS_447840,2026-02-23 05:00:00,organicsearch,seo,Campaign_Promo_Retarget,/promo-deals/page_3,Mobile,23
TP_001127,CUST_0293,7,SESS_447840,2026-02-27 07:00:00,affiliatenetwork,referral,Campaign_Promo_Brand,/promo-deals/page_8,Mobile,471
TP_001128,CUST_0293,1,SESS_447840,2026-02-19 15:00:00,googleads,paidsearch,Campaign_Promo_Retarget,/promo-deals/page_3,Desktop,174
TP_001129,CUST_0293,6,SESS_304490,2026-03-21 13:00:00,linkedinads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_9,Tablet,391
TP_001130,CUST_0294,7,SESS_240967,2026-02-06 03:00:00,affiliatenetwork,referral,Campaign_Promo_Brand,/promo-deals/page_7,Mobile,163
TP_001131,CUST_0294,2,SESS_240967,2026-02-12 17:00:00,facebookads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_4,Mobile,443
TP_001132,CUST_0296,4,SESS_384515,2026-04-08 19:00:00,directtraffic,direct,Campaign_Promo_Winter,/promo-deals/page_4,Mobile,43
TP_001133,CUST_0296,7,SESS_384515,2026-04-01 05:00:00,affiliatenetwork,referral,Campaign_Promo_Retarget,/promo-deals/page_5,Mobile,580
TP_001134,CUST_0296,1,SESS_384515,2026-03-30 06:00:00,googleads,paidsearch,Campaign_Promo_Summer,/promo-deals/page_1,Mobile,531
TP_001135,CUST_0296,2,SESS_384515,2026-04-06 21:00:00,facebookads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_1,Desktop,63
TP_001136,CUST_0296,3,SESS_250772,2026-04-30 17:00:00,newsletter,email,Campaign_Promo_Summer,/promo-deals/page_3,Mobile,145
TP_001137,CUST_0296,3,SESS_250772,2026-04-19 08:00:00,newsletter,email,Campaign_Promo_Retarget,/promo-deals/page_7,Mobile,386
TP_001138,CUST_0296,4,SESS_250772,2026-04-29 20:00:00,directtraffic,direct,Campaign_Promo_Retarget,/promo-deals/page_7,Mobile,58
TP_001139,CUST_0297,1,SESS_952606,2026-04-19 18:00:00,googleads,paidsearch,Campaign_Promo_Brand,/promo-deals/page_8,Mobile,261
TP_001140,CUST_0297,7,SESS_952606,2026-04-20 05:00:00,affiliatenetwork,referral,Campaign_Promo_Brand,/promo-deals/page_4,Desktop,77
TP_001141,CUST_0297,2,SESS_952606,2026-04-23 12:00:00,facebookads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_2,Mobile,598
TP_001142,CUST_0297,7,SESS_952606,2026-04-14 23:00:00,affiliatenetwork,referral,Campaign_Promo_Retarget,/promo-deals/page_6,Mobile,15
TP_001143,CUST_0297,1,SESS_952606,2026-04-19 06:00:00,googleads,paidsearch,Campaign_Promo_Summer,/promo-deals/page_9,Mobile,229
TP_001144,CUST_0299,3,SESS_178052,2026-04-30 13:00:00,newsletter,email,Campaign_Promo_Winter,/promo-deals/page_4,Mobile,30
TP_001145,CUST_0299,6,SESS_178052,2026-04-20 08:00:00,linkedinads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_3,Desktop,301
TP_001146,CUST_0299,4,SESS_178052,2026-04-27 08:00:00,directtraffic,direct,Campaign_Promo_Summer,/promo-deals/page_3,Mobile,379
TP_001147,CUST_0299,6,SESS_178052,2026-04-25 19:00:00,linkedinads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_1,Mobile,217
TP_001148,CUST_0299,7,SESS_178052,2026-04-18 05:00:00,affiliatenetwork,referral,Campaign_Promo_Brand,/promo-deals/page_10,Desktop,364
TP_001149,CUST_0300,5,SESS_279514,2026-02-20 20:00:00,organicsearch,seo,Campaign_Promo_Retarget,/promo-deals/page_4,Tablet,138
TP_001150,CUST_0300,2,SESS_279514,2026-02-25 18:00:00,facebookads,paidsocial,Campaign_Promo_Summer,/promo-deals/page_9,Desktop,156
TP_001151,CUST_0300,2,SESS_279514,2026-02-27 19:00:00,facebookads,paidsocial,Campaign_Promo_Summer,/promo-deals/page_9,Desktop,359
TP_001152,CUST_0300,3,SESS_279514,2026-02-28 06:00:00,newsletter,email,Campaign_Promo_Winter,/promo-deals/page_10,Mobile,555
TP_001153,CUST_0300,4,SESS_279514,2026-02-24 00:00:00,directtraffic,direct,Campaign_Promo_Brand,/promo-deals/page_7,Desktop,588
TP_001154,CUST_0300,4,SESS_402612,2026-03-12 17:00:00,directtraffic,direct,Campaign_Promo_Brand,/promo-deals/page_5,Mobile,261
TP_001155,CUST_0300,1,SESS_402612,2026-03-16 11:00:00,googleads,paidsearch,Campaign_Promo_Summer,/promo-deals/page_8,Mobile,88
TP_001156,CUST_0300,2,SESS_402612,2026-03-21 10:00:00,facebookads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_1,Tablet,404
TP_001157,CUST_0300,2,SESS_378153,2026-04-01 20:00:00,facebookads,paidsocial,Campaign_Promo_Retarget,/promo-deals/page_10,Mobile,463
TP_001158,CUST_0300,5,SESS_378153,2026-04-01 11:00:00,organicsearch,seo,Campaign_Promo_Brand,/promo-deals/page_6,Tablet,47
TP_001159,CUST_0300,6,SESS_378153,2026-04-06 21:00:00,linkedinads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_5,Mobile,171
TP_001160,CUST_0300,6,SESS_378153,2026-04-13 00:00:00,linkedinads,paidsocial,Campaign_Promo_Summer,/promo-deals/page_6,Desktop,75
TP_001161,CUST_0300,6,SESS_378153,2026-04-01 11:00:00,linkedinads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_7,Mobile,336
TP_001162,CUST_0301,3,SESS_903289,2026-04-04 13:00:00,newsletter,email,Campaign_Promo_Summer,/promo-deals/page_4,Mobile,34
TP_001163,CUST_0301,6,SESS_903289,2026-04-07 01:00:00,linkedinads,paidsocial,Campaign_Promo_Summer,/promo-deals/page_7,Mobile,12
TP_001164,CUST_0301,7,SESS_761477,2026-04-29 10:00:00,affiliatenetwork,referral,Campaign_Promo_Summer,/promo-deals/page_10,Mobile,468
TP_001165,CUST_0301,2,SESS_761477,2026-05-04 17:00:00,facebookads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_2,Mobile,305
TP_001166,CUST_0302,6,SESS_220682,2026-02-27 03:00:00,linkedinads,paidsocial,Campaign_Promo_Brand,/promo-deals/page_3,Desktop,169
TP_001167,CUST_0302,7,SESS_220682,2026-03-11 12:00:00,affiliatenetwork,referral,Campaign_Promo_Winter,/promo-deals/page_5,Mobile,107
TP_001168,CUST_0302,3,SESS_220682,2026-03-08 13:00:00,newsletter,email,Campaign_Promo_Retarget,/promo-deals/page_8,Desktop,516
TP_001169,CUST_0302,5,SESS_870118,2026-03-20 23:00:00,organicsearch,seo,Campaign_Promo_Retarget,/promo-deals/page_5,Desktop,248
TP_001170,CUST_0303,5,SESS_973459,2026-03-05 11:00:00,organicsearch,seo,Campaign_Promo_Winter,/promo-deals/page_10,Mobile,464
TP_001171,CUST_0304,5,SESS_877496,2026-03-08 21:00:00,organicsearch,seo,Campaign_Promo_Summer,/promo-deals/page_10,Tablet,160
TP_001172,CUST_0304,7,SESS_877496,2026-03-16 04:00:00,affiliatenetwork,referral,Campaign_Promo_Winter,/promo-deals/page_4,Mobile,178
TP_001173,CUST_0304,2,SESS_877496,2026-03-21 11:00:00,facebookads,paidsocial,Campaign_Promo_Winter,/promo-deals/page_7,Mobile,435
TP_001174,CUST_0304,5,SESS_877496,2026-03-08 09:00:00,organicsearch,seo,Campaign_Promo_Summer,/promo-deals/page_5,Mobile,50
TP_001175,CUST_0305,4,SESS_293648,2026-03-20 22:00:00,directtraffic,direct,Campaign_Promo_Brand,/promo-deals/page_1,Mobile,276
TP_001176,CUST_0305,4,SESS_293648,2026-03-21 16:00:00,directtraffic,direct,Campaign_Promo_Retarget,/promo-deals/page_7,Mobile,357
TP_001177,CUST_0305,7,SESS_293648,2026-04-01 02:00:00,affiliatenetwork,referral,Campaign_Promo_Winter,/promo-deals/page_4,Mobile,378
TP_001178,CUST_0305,5,SESS_330598,2026-05-04 11:00:00,organicsearch,seo,Campaign_Promo_Retarget,/promo-deals/page_7,Desktop,170
TP_001179,CUST_0305,2,SESS_409143,2026-05-11 18:00:00,facebookads,paidsocial,Campaign_Promo_Retarget,/promo-deals/page_2,Desktop,163
TP_001180,CUST_0305,3,SESS_409143,2026-05-18 23:00:00,newsletter,email,Campaign_Promo_Winter,/promo-deals/page_6,Tablet,315
